"X","saem","cond","mode","se","ll","run"
1,37916.3187730312,NA,NA,371.608291864395,38.8344824314117,"1706368528_85787"
1,26538.2300875187,NA,NA,377.934257507324,39.2290856838226,"1706589002_65885"
1,35142.9063613415,NA,NA,373.283914327621,39.4624273777008,"1706521020_88189"
1,20318.8207657337,NA,NA,292.95606970787,30.2650921344757,"1706425612_02369"
1,14638.3797490597,NA,NA,371.791794300079,38.9652721881866,"1706516148_56497"
1,14516.1663196087,NA,NA,381.163992166519,39.8029170036316,"1706467614_70277"
1,15146.6670980453,NA,NA,382.522931337357,39.5782885551453,"1706573780_4423"
8,27477.1494164467,NA,NA,376.031787157059,19.4208102226257,"1674616592_76218"
6,57597.9718389511,NA,NA,376.40686416626,19.6315891742706,"1674579319_25959"
1,14570.7785558701,NA,NA,370.64382648468,38.4979691505432,"1706560453_9273"
1,15857.4508402348,NA,NA,375.951292991638,39.5201170444489,"1706456144_43029"
1,14474.0559201241,NA,NA,371.011907577515,38.5205016136169,"1706407322_50787"
11,25214.5738687515,NA,NA,373.507408380508,19.3122115135193,"1674782044_40446"
1,21137.3572366238,NA,NA,379.693254947662,39.6492583751678,"1706482991_08017"
5,30610.5509195328,NA,NA,376.210786819458,19.688215970993,"1674548312_3243"
1,14247.0178086758,NA,NA,373.520663022995,39.0976803302765,"1706542337_00222"
16,29811.3694643974,NA,NA,373.24579834938,19.2319371700287,"1674950943_09985"
1,32899.9376118183,NA,NA,375.39327454567,19.5542991161346,"1674406328_34794"
4,32915.623180151,NA,NA,375.579540729523,19.4169001579285,"1674515001_27996"
14,59149.5479567051,NA,NA,369.386286735535,19.0828156471252,"1674859146_24891"
1,30785.986215353,NA,NA,381.839273929596,39.6560099124908,"1706504983_75048"
1,15692.3402678967,NA,NA,372.38779258728,38.9409444332123,"1706504435_60608"
13,20666.4868183136,NA,NA,375.30529499054,19.5440924167633,"1674838083_93864"
7,31933.6479129791,NA,NA,375.695463418961,19.4325227737427,"1674637313_87468"
1,14864.4376018047,NA,NA,379.755316972733,39.4111864566803,"1706315437_23838"
1,15076.3326985836,NA,NA,376.30219912529,38.9018449783325,"1706331193_98604"
1,12710.5885190964,NA,NA,289.966104030609,29.9558017253876,"1706425611_47518"
1,14409.7697854042,NA,NA,376.704965353012,39.3563590049744,"1706463056_49297"
1,15479.1670708656,NA,NA,374.391851902008,39.310215473175,"1706557450_34878"
1,14884.460588932,NA,NA,378.16068983078,39.1349587440491,"1706299680_49581"
10,49974.5271375179,NA,NA,372.306498527527,19.2711670398712,"1674731677_48785"
1,18046.3858437538,NA,NA,380.8255443573,39.3879289627075,"1706589799_64608"
2,32915.0040977001,NA,NA,375.556940555573,19.4654636383057,"1674439623_63654"
12,30041.3105976582,NA,NA,369.883023500443,19.1795420646667,"1674807652_68649"
1,13263.9911959171,NA,NA,370.852295637131,38.5557796955109,"1706584718_96569"
3,41671.5933053493,NA,NA,375.859200954437,19.4906945228577,"1674472933_96635"
2,21454.4072158337,NA,NA,375.925971984863,19.4133033752441,"1674364158_94625"
1,14821.7237820625,NA,NA,380.539743900299,40.079909324646,"1706478322_82753"
1,11009.1396126747,NA,NA,291.690889358521,29.9639625549316,"1706425611_22949"
3,53401.6000220776,NA,NA,373.446221828461,19.4799089431763,"1674386008_97938"
1,27973.6907303333,NA,NA,375.978477954865,39.5711159706116,"1706531632_58348"
1,21157.7352647781,NA,NA,372.212076187134,38.4026529788971,"1706562716_29695"
1,25217.1336724758,NA,NA,379.579685926437,39.5261449813843,"1706536633_28573"
1,42172.6894788742,NA,NA,377.345815420151,19.7071607112885,"1674321588_78123"
6,52457.6490476131,NA,NA,376.128082036972,19.4212276935577,"1674513616_87977"
8,24216.6669578552,NA,NA,374.925077438354,19.530641078949,"1674669643_25911"
1,26682.3612382412,NA,NA,377.704214811325,19.8880457878113,"1674321592_00733"
1,14709.4018983841,NA,NA,374.960784435272,38.949622631073,"1706557016_95952"
1,28704.8689832687,NA,NA,372.941897392273,38.9028596878052,"1706494013_08131"
1,15537.5050640106,NA,NA,376.643659830093,38.9627437591553,"1706572596_51801"
9,37030.4065754414,NA,NA,372.065878629684,19.2535727024078,"1674694255_03453"
1,30732.2606494427,NA,NA,372.934271812439,38.5390591621399,"1706472854_18117"
1,21784.5715074539,NA,NA,374.120015621185,39.1893301010132,"1706462594_60838"
17,24483.3438074589,NA,NA,374.811864614487,19.7020306587219,"1674981148_09058"
1,22133.5462267399,NA,NA,377.993105888367,39.0958349704742,"1706444622_73645"
15,31862.7226271629,NA,NA,374.33212852478,19.5478737354279,"1674918685_35203"
4,33675.3666698933,NA,NA,375.945512056351,19.4912927150726,"1674439803_93208"
2,31604.2372670174,NA,NA,375.385754108429,19.5282819271088,"1674348672_35229"
7,49725.9242892265,NA,NA,376.125452756882,19.4102041721344,"1674566470_66582"
5,39345.085236311,NA,NA,376.66126871109,19.4828269481659,"1674473875_15618"
1,29554.2521617413,NA,NA,370.318536281586,38.069747209549,"1706575857_81426"
