"X","run_1706368528_85787","run_1706589002_65885","run_1706521020_88189","run_1706425612_02369","run_1706516148_56497","run_1706467614_70277","run_1706573780_4423","run_1674616592_76218","run_1674579319_25959","run_1706560453_9273","run_1706456144_43029","run_1706407322_50787","run_1674782044_40446","run_1706482991_08017","run_1674548312_3243","run_1706542337_00222","run_1674950943_09985","run_1674406328_34794","run_1674515001_27996","run_1674859146_24891","run_1706504983_75048","run_1706504435_60608","run_1674838083_93864","run_1674637313_87468","run_1706315437_23838","run_1706331193_98604","run_1706425611_47518","run_1706463056_49297","run_1706557450_34878","run_1706299680_49581","run_1674731677_48785","run_1706589799_64608","run_1674439623_63654","run_1674807652_68649","run_1706584718_96569","run_1674472933_96635","run_1674364158_94625","run_1706478322_82753","run_1706425611_22949","run_1674386008_97938","run_1706531632_58348","run_1706562716_29695","run_1706536633_28573","run_1674321588_78123","run_1674513616_87977","run_1674669643_25911","run_1674321592_00733","run_1706557016_95952","run_1706494013_08131","run_1706572596_51801","run_1674694255_03453","run_1706472854_18117","run_1706462594_60838","run_1674981148_09058","run_1706444622_73645","run_1674918685_35203","run_1674439803_93208","run_1674348672_35229","run_1674566470_66582","run_1674473875_15618","run_1706575857_81426"
"a",0.0533229253408983,0.0533110657695733,0.0533159936011228,0.0533178006845874,0.0533172359285068,0.053317725854287,0.0533276939814798,0.0533461846313212,0.0533284392142977,0.0533165680204387,0.0533381163971039,0.0533854777012256,0.0533150591388554,0.0533180635456704,0.0533173119229768,0.0533196710427098,0.0533208362567702,0.0533136484910294,0.0533201477139975,0.0533156804364268,0.05332085217576,0.0533376640621766,0.0533276639842824,0.0533871244906255,0.0533350863438631,0.0533239062862753,0.0533311958537804,0.0533831886999151,0.0533211636453436,0.0533367481196737,0.0533176615338716,0.0533169530012712,0.0533213815222571,0.0533215192910144,0.0533335188071618,0.0533232499156826,0.0533247439588895,0.0533359454575527,0.0533321063327753,0.053342145597045,0.0533251956816501,0.0533284297993601,0.0533447671737528,0.0533349419134737,0.0533643979965332,0.0533279904494534,0.0533746602775356,0.0533347269471855,0.0533365545078915,0.0533318815566827,0.0533275820089589,0.0533242470204202,0.0533487657684765,0.0533331128874596,0.0533513952781166,0.0533248696439937,0.0533820540625088,0.0533512208261209,0.0533870562423401,0.0533890531941275,0.0533929502137644
"delta_pop",-1.47703963286495,-1.52991697658874,-1.54315508769597,-1.63556120589272,-1.58189390691113,-1.61008273860253,-1.58897013322804,-1.6047946529621,-1.50354575633317,-1.56400172510075,-1.5978536468011,-1.61361806717669,-1.59565197474536,-1.60755241712446,-1.54599278318082,-1.5025472710521,-1.47763267420435,-1.54957648492021,-1.36419165784033,-1.44892474435189,-1.35900043258029,-1.30432248051555,-1.29259058857087,-1.62159869678359,-1.29999173013174,-1.17905017107598,-1.25787970012487,-1.52348452339968,-1.39397222947678,-1.24728466133012,-0.489094402527504,-1.1458638862876,-1.12183019372723,-1.07261481324209,-1.03172262335274,-1.00536998073909,-1.10283571856272,-1.09696384274455,-0.68762384371593,-1.13516889503919,-1.49802431677202,-1.15772067553256,-1.19207028863902,-1.24930722837137,-1.63272908933325,-0.91296153573948,-1.62890940144359,-0.966785246564573,-1.1606830993315,-1.07858206889022,-0.90056516551892,-1.15798635823054,-1.06130771295344,-0.985801052423819,-1.00297042459046,-0.89876337824018,-1.05017865430773,-0.898994866119835,-1.67523910583421,-1.51618470985395,-0.5979068599678
"gamma_pop",-0.474381196431324,-0.485688972453113,-0.491044322538244,-0.546933268025124,-0.612013419373027,-0.57962297186882,-0.613953446725542,-0.545563686286772,-0.48122446546177,-0.628795205361558,-0.531903315261864,-0.545492314256167,-0.597062839797099,-0.561709084466393,-0.655140967955338,-0.676060040074631,-0.710299668711557,-0.651069139450788,-0.777571817111056,-0.735226202294319,-0.79059689350582,-0.809029968331294,-0.810111399587219,-0.552053370717142,-0.811765434679944,-0.900650592638407,-0.850875166826611,-0.67739446711243,-0.750167018447694,-0.853396878064105,-1.5538676765243,-0.939461962121737,-0.959002600297999,-1.00447356517572,-1.03663983931061,-1.06425602597883,-0.964807250855717,-0.978531681933153,-1.48281512172571,-0.943124353625726,-0.696328417192012,-0.937911072267868,-0.911081957980226,-0.865327673289836,-0.558474419781556,-1.15802730515789,-0.541882419240543,-1.10014953024924,-0.937892679655845,-0.990233775153072,-1.19254825052269,-0.935870149173979,-1.02543076412518,-1.08031112568336,-1.07781684474079,-1.19815943531261,-1.0379813286544,-1.19773072954685,-0.569374046348754,-0.709912713765214,-1.72050835616259
"km0scale_pop",0.0106281097111582,0.0104821848345594,0.0126382664383934,0.0105141131545601,0.0105332053691679,0.010554910010051,0.0110537210595852,0.0112788947911859,0.0127141770501548,0.0105045155216046,0.0111938536672541,0.0111864552218252,0.0112862952855645,0.0105062993666955,0.010495900753985,0.0105073381810865,0.0105493120543824,0.0104727266443836,0.0108159724866048,0.0106017059402527,0.0104950989101348,0.0104912654457208,0.0105690782100868,0.0113375581461564,0.0108813598908926,0.0104339541996216,0.0104508198458854,0.015731184962863,0.0104815677827467,0.0117703071977057,0.0102330024526068,0.0103894116436787,0.010420556618512,0.0105229070514764,0.0105444021454948,0.0103615314960322,0.010386662780713,0.0126803154980758,0.0104444740320493,0.0107985758573198,0.0133073870087916,0.0115193522742821,0.0140398534695911,0.0109704687108883,0.0203618467866866,0.0103505288471979,0.0220548774401803,0.0108174206977807,0.0116260300905962,0.0110589476179603,0.0114090629856523,0.0143586669479104,0.0164848788833357,0.0106586442216816,0.0183991866959396,0.0180436552850843,0.0292329434499553,0.0197724150769179,0.0409281104941371,0.0291757092630478,0.0578327922638308
"offset_pop",0.00650340182076896,0.00638597853419787,0.00645220978739305,0.00644599688188672,0.00643471259901524,0.00646046447765457,0.00654425864804574,0.00674646200891953,0.00658971001580447,0.0064253319702875,0.00666525097685439,0.007514788669434,0.00643411730916015,0.00645915706999438,0.00643569382241131,0.00643724918198527,0.00644996827283882,0.0064039267783899,0.00640618393070355,0.006405640539278,0.00642098211519717,0.00655000248632382,0.00645536552989464,0.00757021357532441,0.0065441563580644,0.0063872553353575,0.00648948296980802,0.00735570045554137,0.00642901352758162,0.00654410743234624,0.00636219657494635,0.00631943538695648,0.00635551101248483,0.00634977805331653,0.00645886404968856,0.00635277699549127,0.00637700518356212,0.00649516122649846,0.00648952324850636,0.00658393404990732,0.00652137947326637,0.00645171881698967,0.00662740730498312,0.0065387121222528,0.00707909935429459,0.0063915774702164,0.00719610650272133,0.00645945746854764,0.00656593817446711,0.00644185058873267,0.0064062006001813,0.00641168948720527,0.00663300860097777,0.00644748944412927,0.00669201231875586,0.0064103387688675,0.0071197819172018,0.00669178646887451,0.00784291366216364,0.00777397279486914,0.00805899864735296
"omega_delta",0.708380223040643,0.708901362636984,0.708979504156249,0.710991099065259,0.712164474068095,0.711120239642637,0.712666244873661,0.710075022565324,0.708571194990307,0.712400868358971,0.710010892948749,0.710470700532733,0.711409049884759,0.711014563522132,0.714598832943428,0.714063301193263,0.718955883075379,0.713532395480644,0.723560047637013,0.72136938735263,0.725816172824558,0.726178724616511,0.723713081739369,0.710816686809658,0.725311187392196,0.737844503389955,0.733231732472053,0.71511762038601,0.71911170689223,0.733333433491541,0.906297867261368,0.744413240237378,0.750101458993556,0.76057175014904,0.769948936070947,0.76983285324336,0.749331329879283,0.75554749170007,0.863745733016561,0.747905840317799,0.717335878593844,0.746227572927949,0.74312557605821,0.736097183609826,0.711009670392379,0.796125790909009,0.710219447535037,0.783210661975406,0.746801459068943,0.757958273889341,0.802899938869802,0.749010134224271,0.765148418578374,0.778455396600763,0.778657027121464,0.803077372848033,0.768201476211532,0.802703954979531,0.711056079906914,0.718063770063385,0.900126422774417
"omega_gamma",0.924870774721629,0.917486849987176,0.921094372473471,0.902848055088697,0.895925058170679,0.902084982499219,0.894624122268541,0.913322943984886,0.925738955014831,0.892344177213189,0.913203495581323,0.90764409760992,0.901118901731535,0.905169751669602,0.888118061762672,0.878882267024781,0.870800746172293,0.893862159316315,0.849535667632173,0.865581880343168,0.847369405140586,0.835894582525713,0.837275125069503,0.90861241235455,0.838022332219142,0.812372439586991,0.825291842582647,0.882014534624758,0.858349800799324,0.823777347069554,0.709100520286153,0.803369198413135,0.787934840775591,0.782058216554279,0.770082776119084,0.763933854092986,0.786160491563497,0.789722137282886,0.716428635737463,0.795069896213677,0.876698248623796,0.806544879258601,0.811197952500975,0.825609362475047,0.914485916872031,0.746066284897927,0.911280244044816,0.757234483530445,0.79960629302716,0.784308912806596,0.744835962869768,0.799676545832153,0.781896753851324,0.761205888986954,0.765693428810299,0.745886389677787,0.77762409346135,0.745588563845288,0.920031418231981,0.885776345664953,0.712854341457835
"omega_km0scale",0.759412670567523,0.760473554462048,0.746130145903081,0.759595201842251,0.757427102782189,0.758778222310821,0.753428991795527,0.753581281842277,0.745462932485814,0.757457655497039,0.754303372590541,0.754265913008033,0.752467731036413,0.758737891919688,0.756740728494217,0.7557199286003,0.754610765846925,0.757097280236025,0.750873945053944,0.753530281299234,0.752412624289119,0.751910678777019,0.751218701408566,0.753144526382523,0.749529463649265,0.748647042962758,0.749975024533495,0.73172861928577,0.754200499110726,0.742271081067581,0.726880151273418,0.747548124324199,0.745997295024086,0.744189201931162,0.742414373055565,0.742665633731296,0.746281188445037,0.734272750879536,0.730421048048428,0.744438900714774,0.738921470728848,0.740900367494917,0.732148915128025,0.746285970908909,0.723933210032742,0.738862938841185,0.721851290830556,0.738137930415172,0.740459395908648,0.740610726052628,0.733437569333835,0.72991991098036,0.723521727365502,0.740151385202782,0.719873666163274,0.718858365214024,0.713219454348179,0.71689421842987,0.71324124360138,0.716339411841759,0.70830331830622
"omega_offset",22.9163733328546,56.4258683601481,35.5736202702109,31.6894869531037,34.0361744580458,30.4524020524714,19.0244835759161,10.135563829969,17.8679288947954,34.4018109091441,12.6676224391405,3.52133498443029,36.3352024179339,28.3397590193476,30.941072351686,31.6451730116688,28.4355685826052,41.2168149812149,38.1767938026136,42.672079895799,32.1171330428613,16.9428061781758,27.4544003678723,3.34549757664048,18.5654143764225,44.677217380449,22.1787361989524,4.09826291494278,34.1401065808741,18.7428009180894,39.4507909103505,131.742358126185,67.7290622951875,68.9176465682158,25.2660482756158,60.2116087432583,45.3450111335589,21.2628489714677,19.6403179530157,15.9029345686162,22.3615637572268,28.070236892152,13.6587676292906,18.1827048319621,6.3891122140671,37.2619822945892,5.05919819923903,24.6460950698657,18.8698825932369,28.422929804527,33.2328681851221,43.7649562430403,13.1756691869088,26.6303535640839,12.3900735788514,43.9971073025509,5.60941138866819,12.2522422272098,3.18306971692026,3.1396521044414,2.85907221684876
"omega_tBegin",0.707272889878095,0.707271320667277,0.707278912426163,0.707268443763417,0.70726179655242,0.707266737157752,0.707263127607747,0.707270397713893,0.707279544960032,0.707262398977016,0.707272791852649,0.707271459012154,0.70726672452822,0.707267130699547,0.707258778253458,0.707256243883698,0.70725481356333,0.707260852675618,0.707249926336086,0.707252931192467,0.707245417767937,0.707243225191207,0.707243748467279,0.707271398266273,0.707246290101917,0.707232181253222,0.707237614019483,0.707267612744067,0.707250362496434,0.707238633064773,0.707153284162658,0.707227998676757,0.707227418980609,0.707219574218313,0.707202420647704,0.707209970821929,0.707223539483572,0.707226695269435,0.707169738433264,0.707224964844944,0.70726096179847,0.707228470079203,0.707237424126914,0.707235855239927,0.707285791001279,0.707198989879691,0.70728814089955,0.707201917801728,0.707229030618467,0.707221342860073,0.707195723510614,0.707230795816447,0.707219454021703,0.707208947290712,0.707217862128443,0.707200601129453,0.707225626093401,0.707202635282899,0.707296951075576,0.707279989746044,0.707168474438347
