"X","OFV","AIC","BIC","BICc","chosenDegree","standardError","run"
1,-6090798.21480082,-6090756.21480082,-6090604.79765301,-6090547.67512765,5,2678.34246215053,"1702059916_60624"
1,-6398380.09357772,-6398338.09357772,-6398186.67642991,-6398129.55390455,5,1398.31188262529,"1702059916_72571"
1,-6278926.52930188,-6278884.52930188,-6278733.11215407,-6278675.98962871,5,1570.62681966763,"1702059916_69504"
1,-6311519.67765058,-6311477.67765058,-6311326.26050277,-6311269.13797741,5,1224.06542658656,"1702059935_0991"
1,-6298077.88972911,-6298035.88972911,-6297884.4725813,-6297827.35005594,5,1434.13714455853,"1702059934_89274"
1,-5899739.27034532,-5899697.27034532,-5899545.85319751,-5899488.73067215,5,2761.21693471247,"1702059934_59317"
1,-6087459.80012379,-6087417.80012379,-6087266.38297598,-6087209.26045062,5,3086.38509016012,"1702664768_22942"
1,-6327908.01963262,-6327866.01963262,-6327714.60248481,-6327657.47995945,5,1355.07223359948,"1702664766_20488"
1,-6308139.71221011,-6308097.71221011,-6307946.2950623,-6307889.17253694,5,1231.52701673452,"1702664766_7668"
1,-6388485.23540656,-6388443.23540656,-6388291.81825875,-6388234.69573339,5,1256.29831636455,"1702664766_8798"
1,-6450476.76958868,-6450434.76958868,-6450283.35244087,-6450226.22991551,5,1400.99914072825,"1702664766_84499"
1,-5335770.4005599,-5335728.4005599,-5335576.98341209,-5335519.86088673,5,4819.78620886549,"1703148805_81028"
1,-6393370.55930515,-6393328.55930515,-6393177.14215734,-6393120.01963198,5,1265.30520165587,"1703171110_05686"
1,-5950238.84181621,-5950196.84181621,-5950045.4246684,-5949988.30214304,5,5665.53837501634,"1703171110_28597"
1,-6363112.69743389,-6363070.69743389,-6362919.28028608,-6362862.15776072,5,1390.72964661153,"1703171109_9439"
1,-6196801.04665925,-6196759.04665925,-6196607.62951144,-6196550.50698608,5,2344.19585711825,"1703171246_83479"
1,-6414075.09976368,-6414033.09976368,-6413881.68261587,-6413824.56009051,5,1461.73996421978,"1703171247_98414"
1,-6248200.10789896,-6248158.10789896,-6248006.69075115,-6247949.56822579,5,2742.34405447175,"1703171247_95412"
1,-5985397.93468988,-5985355.93468988,-5985204.51754207,-5985147.3950167,5,4972.2906834758,"1703602913_25172"
1,-6260644.26921129,-6260602.26921129,-6260450.85206348,-6260393.72953812,5,1544.75388588296,"1703634040_65917"
1,-6004581.73672757,-6004539.73672757,-6004388.31957976,-6004331.1970544,5,5102.84756877716,"1703657742_49583"
1,-6376162.07361026,-6376120.07361026,-6375968.65646245,-6375911.53393709,5,8372.50788720283,"1703665007_07139"
1,-6200774.50719378,-6200732.50719378,-6200581.09004597,-6200523.96752061,5,6290.54240565456,"1703672101_84843"
1,-6227984.26263633,-6227942.26263633,-6227790.84548852,-6227733.72296316,5,1848.95812839666,"1703699471_90805"
1,-5995039.4801403,-5994997.4801403,-5994846.06299249,-5994788.94046713,5,4345.40836040347,"1705547120_22329"
1,-6369520.61722163,-6369478.61722163,-6369327.20007382,-6369270.07754846,5,1288.84244908799,"1705547119_32935"
1,-6351021.2881073,-6350979.2881073,-6350827.87095948,-6350770.74843412,5,1232.85546365434,"1705547119_32913"
1,-6402109.18906871,-6402067.18906871,-6401915.7719209,-6401858.64939553,5,1247.27354360276,"1705547119_47364"
1,-6453632.96365738,-6453590.96365738,-6453439.54650957,-6453382.42398421,5,1552.71639507221,"1705547119_35522"
1,-6365794.83971772,-6365752.83971772,-6365601.4225699,-6365544.30004454,5,1498.3765567128,"1705547121_51127"
1,-6366210.02066168,-6366168.02066168,-6366016.60351387,-6365959.48098851,5,2159.71834381188,"1705547121_67204"
1,-6441922.93456438,-6441880.93456438,-6441729.51741657,-6441672.39489121,5,1443.80018835507,"1705547119_44309"
1,-5590777.40635313,-5590735.40635313,-5590583.98920532,-5590526.86667996,5,5743.62118026886,"1705547120_50355"
1,-6179387.43091951,-6179345.43091951,-6179194.0137717,-6179136.89124633,5,2324.26438709403,"1705547120_14799"
1,-6415547.54694298,-6415505.54694298,-6415354.12979516,-6415297.0072698,5,1298.81707092882,"1705968209_59992"
1,-6104008.3169046,-6103966.3169046,-6103814.89975679,-6103757.77723143,5,3448.8533284534,"1705995090_81253"
1,-5669586.97530232,-5669544.97530232,-5669393.55815451,-5669336.43562915,5,6178.83463090738,"1705995419_05629"
1,-6000545.04736111,-6000503.04736111,-6000351.6302133,-6000294.50768794,5,4721.66108517497,"1705998480_56991"
1,-5917422.29137058,-5917380.29137058,-5917228.87422277,-5917171.75169741,5,5641.94516018364,"1705998601_31145"
1,-6371197.47095705,-6371155.47095705,-6371004.05380923,-6370946.93128387,5,1457.5277529036,"1706010122_26331"
1,-6027754.84178161,-6027712.84178161,-6027561.4246338,-6027504.30210844,5,7657.23672316397,"1706039468_2022"
1,-5757550.07259347,-5757508.07259347,-5757356.65544566,-5757299.5329203,5,4194.4735748612,"1706053573_81263"
1,-6409583.73310956,-6409541.73310956,-6409390.31596174,-6409333.19343638,5,2515.30347737631,"1706075329_9641"
1,-6190725.04718057,-6190683.04718057,-6190531.63003276,-6190474.5075074,5,3918.27398808121,"1706198063_86647"
1,-6413642.34180084,-6413600.34180084,-6413448.92465303,-6413391.80212767,5,2027.26330537594,"1706536809_12732"
1,-6274818.74549732,-6274776.74549732,-6274625.32834951,-6274568.20582415,5,1304.60240299694,"1706538080_08993"
1,-6468496.74545394,-6468454.74545394,-6468303.32830613,-6468246.20578077,5,3077.80497290371,"1706540973_53118"
