saem,cond,mode,se,ll,run
637.799909353256,,,18.8225445747375,0.986958265304565,1674484870_99951
1340.33370113373,,,18.8069334030151,0.985478162765503,1674485528_82355
1285.95633435249,,,18.9083242416382,0.98901891708374,1674486889_02231
657.409817934036,,,18.802814245224,0.984486103057861,1674488194_94653
1169.50224804878,,,18.7789125442505,0.981568336486816,1674488872_20646
1251.31754922867,,,18.8872973918915,0.986660957336426,1674490061_54081
901.146701097488,,,18.7393176555634,0.980855464935303,1674491332_81665
1421.56673955917,,,18.8366272449493,0.985311508178711,1674492253_75516
862.74452996254,,,18.7799696922302,0.981007099151611,1674493695_23343
813.213755369186,,,18.8607213497162,0.987615346908569,1674494577_82354
1783.76948165894,,,18.7699115276337,0.985560417175293,1674495410_96398
1010.8371553421,,,18.9403398036957,0.989214658737183,1674497214_60516
1024.47840213776,,,18.7987728118896,0.982364416122437,1674498245_46329
768.571386098862,,,18.9413418769836,0.992495059967041,1674499289_81742
1064.60119628906,,,18.7751359939575,0.982922315597534,1674500078_42039
913.257514953613,,,18.7465631961823,0.980896472930908,1674501162_88077
1229.27928781509,,,18.7262289524078,0.982231855392456,1674502095_96592
760.938588142395,,,18.7823767662048,0.978318691253662,1674503345_06224
684.065133571625,,,18.8008382320404,0.980966329574585,1674504125_85932
1404.81954097748,,,18.6819016933441,0.976508378982544,1674504829_80942
718.359658479691,,,18.7686836719513,0.981962442398071,1674506254_41252
1020.35854005814,,,18.7529327869415,0.981647968292236,1674506992_63224
1494.21458601952,,,18.7443332672119,0.984844207763672,1674508032_84322
1181.46859335899,,,18.7615990638733,0.983119010925293,1674509546_92437
819.672253370285,,,18.7698919773102,0.982900142669678,1674510748_26557
958.375221014023,,,18.7465269565582,0.982639312744141,1674511587_81307
1340.75221395493,,,18.8694570064545,0.986349821090698,1674512566_04896
880.470433235168,,,18.8273077011108,0.985694169998169,1674513926_8013
724.958939313889,,,18.7781178951263,0.981611728668213,1674514827_22141
666.058943986893,,,18.778767824173,0.983755350112915,1674515572_07221
1428.6890540123,,,18.6636896133423,0.973550319671631,1674516258_03131
906.771884441376,,,18.7396085262299,0.98123025894165,1674517706_51489
1061.492208004,,,18.6720616817474,0.978710889816284,1674518633_15397
1202.8007004261,,,18.8425199985504,0.98455023765564,1674519714_45454
