Unnamed: 0,run_9GJwK6hRCHsVEJwcbE2f,run_FjvLxpBb1uk2hpDJTUtt,run_atYWl7XTTB2VG3COkh5f,run_UUzM26caYP06kbYpShKl,run_DbrOFX9Q21iip3YH6kJy,run_sbWIDBgJ461mO3mMfnTN,run_zelLtaup6IROyUYw0nDj,run_wGTHcPD8gBUrdTXoam3g,run_IS2uCzTNQhskKcKlQzMA,run_eVGZK6CGYQ55kNFcj99A,run_uxGSLmP7MlBTKwBLSA3r,run_7TMDjJDHQ3Tl4QuTgIuY,run_HYaDDuMX7N6XZL3WrxzF,run_oBNO5DXtrG2IUvJeLxQF,run_Nn7S5qc4WJgR3VA996sO,run_Mt4Dw2Cc8chy9IwpPzZe,run_cutJQpDK0PjCBjV9Fhx4,run_K5C4Rhu2Z7y9skDemDT4,run_2qBh1R5bX5qkehmqMylw,run_V7vIFoimeqIULbh4fLCi,run_tGSsidyLYdhK7kuOhwCv,run_hrrLVSMDXOWBa8BTfVZd,run_KQ0KCCbUQ1gsoVyF0LgF,run_yvOtXgCdKkxD7pJeiTBo,run_xOeHg9ZwqN8jSBLsHnUV,run_8IFt1oxzIDlTbIdMpkY2,run_hBmSwm6l5nOlPf57cizd,run_tvenfm1inVG2qXtxYPF0,run_uos3LcAXaiVmu7bsFH7v,run_4tXmgZWRc3Tm1CNqkf07,run_tTnSX82G8cbhbHyil1pT,run_AKSUNQTBluxQ8pMfpJpH,run_vjb389OsAxp0uedXW6cV,run_lwgdTk00ry1pOf8e3vUU,run_5n06mH9TPb76RiFz0tiY,run_GJ1F6y6usx3TOHchWRlj,run_ExjPkQ3BYNMp2Nw6Bwzd,run_41LP6vXRfdr1XGkAAUf0,run_MLLz127eF3j1xP6flZs6,run_gqe3EgUunhcEqSKOJMgb,run_s03fnBvs31LptesnqpAK,run_w3FhJLTqOkSPdQJCugar,run_fybrMIoSPeOOeuWOxcyj,run_kkS4GGn3pXDEazelVVX5,run_4L14lFvCuwRBwuuNWrHG,run_Cy9liSNmt1AwxgDsjkdo,run_rVbkp0YM9tGofr8h3R9i,run_lC1agIr8XJHDttkEixko,run_ILahr6LpKKpF544i73L5,run_fZQLKsCu1m9RX4ecAlom,run_6HBERm5NjlucoMOIsTnz,run_wKVfkn05sXMayPDQr3Vu,run_q2ndD2U0iU0obl0o62GO,run_MYQzpMwdve1ELfPRgURp,run_GfDTvQLtK9gRBmbbozFs,run_wsZKnMwpYpqWTfORag9r,run_G7vdmg98MYzFhhJgN1MP,run_eIG6oWTxJWkt2Hfuvok7,run_AePho731rGsdYzH7fUxs,run_EfISe62YXQxt4XQG56N3,run_PeYjZggSDATtgA8KXXMV,run_Q5YCbfZgEP6QjT6Iz11T
delta1m0_pop,-0.582852409959957,-0.108071597808148,0.68846584429732,-0.0151171628816511,-0.907848519715253,-1.05405750973228,0.73077694247609,0.448610280685597,-0.116119903693561,0.373272084504268,-0.549438752518361,0.596347494541025,0.166668669815153,0.352650774625042,-1.41792002908141,-0.110883710053928,-0.0327038087719844,-0.118794442106849,-0.283774505006863,0.210039891559495,0.0861737325532389,0.180869009786149,-0.932825906210193,-1.3602088229937,-0.867916837869993,0.315385522609537,0.133209675420922,0.0239662327805554,-0.422693108195523,-0.590953789152575,-1.38086826161317,-0.854813562234045,-0.119558940496351,-0.994731491337425,-0.943522997624354,0.0133802597794597,-0.28459830258169,0.592808170314717,-1.0113169236637,-0.0601860726198286,-0.898735194099638,-0.306776597715885,-0.922804896144745,0.162950280165155,-0.463983230788246,-0.800874515274415,0.543890845758631,-0.0471518864330194,-0.315807514029081,-0.737729249427559,-0.660596678186033,0.0991237153809758,0.477139420002377,0.108887894375884,-0.0112728408080508,-1.11978650388167,-0.875122383647176,-0.374398781383751,-0.719114558688328,-0.111530435321422,0.424216632220231,0.0065123811966306
delta2_pop,-1.1252487623395,-1.76377229156468,-1.36906571097306,-1.80604695709315,-1.49618675653992,-1.06365396753844,-1.75989648282498,-3.21658113245712,-1.89421425180553,-2.46852744527431,-1.75845987235137,-2.12630356677603,-2.01365935209897,-2.32106078374737,-1.11806512093836,-1.65171464586873,-1.79885225458455,-2.57131502841136,-1.10989747618255,-1.42756841054987,-1.96961290538664,-2.12430413429399,-1.08936261376093,-1.3245704170946,-1.68690347669879,-1.82299691422251,-2.46479577254713,-1.88050384782724,-2.05341684802181,-1.21695729149684,-0.928201763696525,-1.44563446786801,-1.72093935686947,-1.64619186588369,-1.20731306786303,-1.31732455554769,-1.44444358395633,-1.5563955660739,-1.5872165257411,-2.35032447700308,-1.06049298401562,-1.94968671936606,-1.40467794813657,-1.67464546955663,-2.48320048692928,-1.18147862405355,-1.72121248949749,-2.13288749686963,-1.76727590384176,-0.930513865565852,-1.47259998337284,-1.61074984435231,-1.56996182122073,-2.25954157190865,-1.89023840886309,-1.32891015331097,-1.51498984497449,-1.34404881512757,-1.45664325562377,-1.60260522116316,-3.03255333444071,-1.39854507731682
e0_m0_pop,0.452665028475609,-0.488042872426473,-1.18898891087453,-0.848326821880378,0.659199298519296,1.10672302671126,-2.00606724366846,-0.942592633868282,-0.0522798988499716,-1.31998173249032,-0.316539475001249,-0.996334693778263,-0.945780371355609,-0.8618581316511,1.38476910150744,-0.0028472948102103,-0.242002894398153,-1.07563321711532,0.165617800369606,-0.50871355211945,-0.633670502972235,-1.06001855905251,1.05856068459281,1.19674932065807,0.974741830594935,-0.505804215996253,-1.4987365159207,-0.611794761457918,-0.218828889505709,0.402127860746471,0.386813707145915,0.255231771526586,-0.499173302310433,0.939960296993805,0.0295303645403542,-0.544789067448397,0.1975797585427,-1.3557817475559,0.987270668804956,-0.777043533956708,0.87676104680989,-0.309198485652239,0.233882039722855,-0.7238230971273,0.968640172852718,0.707173014793736,-0.72890429809143,-0.291091204062431,0.268150223536047,0.709729124505861,0.117069273190364,-0.819028872081749,-1.29747634854899,-1.16728348503728,0.240029290697567,0.999123454146572,-0.125048396696821,-0.0757064257541874,0.900532746522575,-0.361848697887247,-1.79287738174304,-0.483858365297464
k2m0scale_pop,14.9956830303079,15.4597176230688,14.551243245779,15.5210068654068,16.4443784532032,15.3958069518015,14.0443344934806,16.2903282145227,15.9440192754296,16.2348912437389,14.5541553408541,15.556884938776,15.3781123497068,15.274939884544,14.1738469023195,15.6224337227993,15.3654216590228,15.0356526178383,15.1166337597615,16.2653236834544,14.9764928024413,15.4766968809069,15.4437342258433,15.3053124927899,16.9137039999403,15.2342877284769,14.8750188674442,16.7142627697107,16.8175713042652,14.5614011085105,14.9357244793225,15.4614928771159,15.7876287343486,16.1880182321848,14.7571404098178,15.375596527356,16.1414687346216,14.0391757986307,15.7860373199634,16.3144411537298,15.0406934969172,16.4189384385093,15.8240765852561,14.7477490150529,16.4833240302066,14.800936677851,15.4182761753562,16.2780749817998,15.3320738816282,14.8069491466215,14.4370626030963,15.2722021520902,15.0528588587856,14.7711372805017,16.3703426240132,16.5770959325071,16.1321928529424,15.1515943542658,16.3151929676665,15.0808778581203,15.1423869873026,15.4956782197721
k2_pop,0.126787732166742,0.312187705340795,0.0921631259647284,0.304680644608871,0.397755489965677,0.235698155000203,0.168263450680007,0.0972580870642761,0.03324633946256,0.391274149037293,0.836540973020075,0.11927972595476,0.408483516944727,0.154236795514487,0.124959918885482,0.185710959708096,-0.132686248939432,1.04258091487251,0.138390795208224,-0.200896758688437,0.245052836451935,0.431326813290947,0.0754485363014516,0.544221047443201,0.129529033040472,0.345622290085052,1.1474545733763,0.294753678556331,0.606856076913068,0.27834459049667,1.59212480971822,0.931683620782718,0.379656278521128,0.258162458554097,1.27955903612668,0.134449667756694,0.150046827542926,0.034721107526613,0.386329614674086,0.603113626696938,0.21769240344427,0.553369284706992,0.939942467390957,0.404874712757948,-0.207971745276203,0.284054490073851,-0.0397025138780139,0.280121191906878,0.194131167846302,0.130480977619605,0.445517423781877,0.175527762989431,-0.0304277136961283,0.679723059723532,-0.0395069801037082,0.493775037117584,1.25842164749596,0.336947549522928,0.070461896888751,0.347657899373413,0.659510420279146,0.108208816439159
k1m0_pop,1.34852080476487,1.2259556522589,1.55877031235286,2.05352897402571,0.768081981116118,1.11961827951305,1.56515468854752,0.447067263958106,0.461256717470402,1.42510978791143,0.710850179700356,0.924555343394693,1.32604825107822,0.511250192020645,0.837741966415621,0.626876635357117,0.930575736746029,0.800794632838186,1.41177564972057,1.33926850532094,0.750553094982259,1.44498736272197,0.832367084769337,0.347442750303374,0.704455462320165,1.02320418319845,1.1697632268198,1.02444575138935,0.596322363637718,1.22962766177338,0.931167004055531,-0.0139548652725113,1.34202965189486,0.0733689871474783,0.749207737428903,1.73597085131271,1.15549878539936,1.30701929290076,0.43027042478453,0.947166098910497,1.51791340442398,0.561384343601824,0.677945996436721,1.26043140895632,-0.342674283516847,1.01467345721416,0.71219390901488,0.625304633786559,0.107580386222652,1.51380132082739,1.6592993803606,1.27511890655129,1.24196396039498,1.32934722694558,0.261606563816304,0.845938019029514,-0.263798723878917,1.72037782456476,0.325838887619589,1.33663216355847,1.49859286587098,1.23987647967346
r0_m0_pop,-4.85061121467455,-5.28142440951189,-4.38589357464542,-5.56528015919865,-5.86976672792717,-5.04704167869129,-4.06828859718751,-5.51997571312614,-5.12506789649957,-6.11773110043619,-3.88095867303148,-5.01519967127879,-5.21978533975384,-4.54999113123895,-3.64845944348169,-4.89478359549351,-4.9293130546783,-4.35877912522601,-4.90972879312802,-6.12397047160388,-4.43392491620233,-5.41220199938846,-4.89566147387423,-4.37164142078063,-6.3257474855471,-4.50464496462154,-4.2060144229508,-6.39569000777645,-6.11739244767949,-4.3361110761424,-3.99186746279627,-4.07066269110359,-5.67052067180374,-5.03712576314253,-3.9037801035944,-5.47902100200228,-5.82514554137377,-3.84785887015899,-4.90264263355122,-5.89013083053967,-4.98912997858304,-5.65051551812166,-5.07837494322096,-4.37825739916386,-4.94435155952126,-4.41186695097256,-4.73481516273982,-5.63026382188339,-4.2328000282995,-4.7804093137504,-4.36765550174953,-5.0959529437129,-4.91238771460195,-4.58069917400247,-5.33593976145013,-5.98045420082591,-4.48447126724806,-5.19265116204426,-5.4040764970515,-4.86509186852336,-5.00815953434931,-5.34032782851183
gamma_pop,-8.59386338609726,-8.8889832935289,-8.4118939657188,-9.96335391565155,-8.71580979281793,-8.39023583963761,-8.96269538952038,-7.95070008304476,-8.39338451472635,-9.0136391044181,-9.48496456289123,-8.24108222033886,-8.94399653912348,-8.25037891953112,-8.38462859911178,-8.21798889708828,-8.45653967700347,-9.77679702694367,-8.49348960381336,-8.40464033293395,-8.8196399029155,-9.18928502858692,-8.29297487967842,-8.45434268956635,-8.07123568414662,-8.25477089945226,-9.62950837833149,-8.8209204108186,-9.1403947660619,-8.59458706503066,-9.88221764993146,-9.01133833062607,-8.92307752715796,-8.34010130559528,-9.52659812659888,-8.90802691672101,-8.44087646652655,-8.62543917486442,-8.27932574082318,-9.07821500759777,-8.45893615014121,-8.8467893868763,-9.3278300531556,-8.81368278558031,-7.45651582767809,-8.45102723643853,-7.95782158649476,-8.31762502580821,-8.16290398910762,-8.41922941881288,-9.51966260439634,-9.07218527273765,-8.6358150665837,-9.53437578528361,-7.69858857456386,-8.45505329652431,-9.95910188542819,-9.11074745343504,-7.93275760830761,-8.84159513143119,-9.47472834756267,-8.54882117154458
tBegin_pop,-0.330340777724432,-0.338550448616704,-0.320857299664438,-0.311951427159091,-0.340227563290567,-0.331250020162459,-0.329713317106447,-0.351296718734324,-0.348473545868771,-0.327004655342651,-0.337905941964366,-0.334668835985821,-0.330505312894473,-0.351114321822381,-0.340304818699172,-0.342013812251864,-0.341039829802416,-0.332150294626463,-0.326969716149013,-0.333904523659291,-0.34592542048986,-0.331580724413395,-0.33794412908708,-0.345747694066002,-0.343292599148889,-0.321986422210864,-0.314082591159162,-0.342911297765243,-0.345849433010662,-0.333574179837926,-0.307481295921245,-0.33946592556801,-0.334173036634888,-0.350287451213867,-0.3212082800597,-0.323408160174137,-0.335110771926013,-0.33013051563773,-0.345062857894032,-0.342886083209466,-0.327722259250139,-0.343500979110905,-0.335116019620482,-0.32408268661635,-0.352900341830733,-0.334180245589754,-0.340445867162043,-0.347079105755899,-0.351676848147764,-0.327728330271267,-0.317425351845529,-0.333505295321758,-0.339470881220628,-0.329956475262541,-0.347604509128953,-0.333630865390807,-0.340865278624642,-0.317505640991652,-0.353116763198878,-0.32924214614799,-0.32474292559273,-0.33804129792307
offset_pop,2.08096579998445,2.08004930808159,2.08318782411473,2.08251183465565,2.08051995737064,2.08099029836296,2.0808978939091,2.07928213093028,2.08065373435843,2.08187724173697,2.08033279483167,2.08151583833861,2.0809764201217,2.07951890822683,2.08027757351253,2.08089136274765,2.08033822532565,2.08088715688268,2.08161385957306,2.0801396127039,2.07917782303455,2.08070929459791,2.08059653511364,2.07965599098583,2.08068005409072,2.0835296784029,2.08327760880696,2.07958354570349,2.07958192742084,2.08066696016029,2.08353191211062,2.08049773122693,2.08012998639679,2.07993674380862,2.08090512030657,2.08124267771971,2.08117079312487,2.08079479710762,2.08080635804364,2.07992741148906,2.08112193997763,2.07950501752909,2.08017309200149,2.0820104328176,2.08013686881844,2.08104026787932,2.08103641235844,2.07942234717493,2.07920318986632,2.08121665961039,2.08222882355854,2.08077956571989,2.07949722270857,2.08083244116064,2.08009684394562,2.08107920799972,2.08031317803182,2.08006552604698,2.07931637606386,2.08206286709444,2.08129417709614,2.07991330859206
