"X","OFV","AIC","BIC","BICc","chosenDegree","standardError","run"
1,-127004.785192256,-126962.785192256,-126893.520527558,-126836.398002198,5,138.582158635596,"1700838034_71271"
2,-123360.305995156,-123318.305995156,-123249.041330458,-123191.918805098,5,529.522639707406,"1700841394_69504"
3,-125643.642671942,-125601.642671942,-125532.378007245,-125475.255481885,5,90.7545069928447,"1700845165_21486"
4,-128214.611780556,-128172.611780556,-128103.347115859,-128046.224590499,5,100.515048673868,"1700848166_14722"
5,-125262.536798827,-125220.536798827,-125151.27213413,-125094.14960877,5,79.0342581035521,"1700851457_42836"
6,-130039.904439855,-129997.904439855,-129928.639775158,-129871.517249798,5,83.2659539873575,"1700854316_30864"
7,-126967.140870015,-126925.140870015,-126855.876205318,-126798.753679958,5,80.7744942691259,"1700857219_11719"
8,-104881.378663163,-104839.378663163,-104770.113998466,-104712.991473106,5,86.3788188695708,"1700860532_27996"
9,-129328.021250651,-129286.021250651,-129216.756585954,-129159.634060594,5,77.7965845050028,"1700864499_97542"
10,-121153.68774729,-121111.68774729,-121042.423082592,-120985.300557232,5,124.321400950707,"1700867652_73645"
11,-126527.416765543,-126485.416765543,-126416.152100846,-126359.029575486,5,166.693448943995,"1700870934_75099"
12,-126775.147757149,-126733.147757149,-126663.883092451,-126606.760567092,5,82.0680407556677,"1700873694_14193"
13,-127107.878041404,-127065.878041404,-126996.613376706,-126939.490851346,5,113.588167125014,"1700876345_96234"
14,-125938.271402876,-125896.271402876,-125827.006738179,-125769.884212819,5,77.580934245964,"1700879351_07321"
15,-123662.01368099,-123620.01368099,-123550.749016292,-123493.626490932,5,77.4617249759821,"1700882874_61082"
16,-121201.857312991,-121159.857312991,-121090.592648294,-121033.470122934,5,81.5777529484354,"1700886404_6002"
17,-124213.942884204,-124171.942884204,-124102.678219507,-124045.555694147,5,248.210424003101,"1700889516_71666"
18,-114681.324223006,-114639.324223006,-114570.059558308,-114512.937032949,5,177.757642128723,"1700893468_57449"
19,-115569.105774014,-115527.105774014,-115457.841109316,-115400.718583957,5,159.491801338695,"1700897399_32176"
20,-116273.577630622,-116231.577630622,-116162.312965924,-116105.190440564,5,219.489234217188,"1700900134_51258"
21,-124274.714227562,-124232.714227562,-124163.449562864,-124106.327037505,5,100.984052161716,"1700904890_48136"
22,-98571.6462997633,-98529.6462997633,-98460.3816350658,-98403.259109706,5,1075.45080467096,"1700908050_05588"
23,-124621.067165726,-124579.067165726,-124509.802501028,-124452.679975669,5,346.282180921276,"1700912492_51123"
24,-126025.466454347,-125983.466454347,-125914.20178965,-125857.07926429,5,123.87621783995,"1700915881_46774"
25,-110961.79931497,-110919.79931497,-110850.534650273,-110793.412124913,5,149.772676541914,"1700919090_34126"
26,-126189.338089117,-126147.338089117,-126078.07342442,-126020.95089906,5,95.3757581424052,"1700922755_74132"
27,-125676.339538228,-125634.339538228,-125565.074873531,-125507.952348171,5,87.5884148842728,"1700926150_2312"
28,-100403.439736124,-100361.439736124,-100292.175071426,-100235.052546066,5,99.8621581611418,"1700929216_67468"
29,-123772.167940651,-123730.167940651,-123660.903275954,-123603.780750594,5,136.097054897809,"1700932955_63878"
30,-109363.416738504,-109321.416738504,-109252.152073806,-109195.029548446,5,136.785833811498,"1700936306_93298"
31,-128536.577301717,-128494.577301717,-128425.31263702,-128368.19011166,5,91.5103017933135,"1700939993_73471"
32,-111316.378074922,-111274.378074922,-111205.113410224,-111147.990884865,5,107.172251122047,"1700943069_0623"
33,-113547.438165993,-113505.438165993,-113436.173501296,-113379.050975936,5,111.131071741344,"1700946297_50475"
34,-122157.418393242,-122115.418393242,-122046.153728544,-121989.031203184,5,143.845508611593,"1700950108_6738"
35,-128670.404744197,-128628.404744197,-128559.1400795,-128502.01755414,5,82.3358700068045,"1700953401_57241"
36,-127211.611222274,-127169.611222274,-127100.346557576,-127043.224032216,5,193.032389510835,"1700956267_9281"
37,-119623.095025844,-119581.095025844,-119511.830361147,-119454.707835787,5,110.763073327703,"1700959672_32049"
38,-125810.136535646,-125768.136535646,-125698.871870948,-125641.749345588,5,61.3548457536997,"1700962952_42409"
39,-111521.596142235,-111479.596142235,-111410.331477538,-111353.208952178,5,1042.72098765193,"1700968955_40898"
40,-128619.933692451,-128577.933692451,-128508.669027753,-128451.546502394,5,503.211433243033,"1700972677_35535"
41,-104042.170530307,-104000.170530307,-103930.905865609,-103873.783340249,5,127.21025005914,"1700976868_72503"
42,-124296.826383307,-124254.826383307,-124185.56171861,-124128.43919325,5,762.844789013174,"1700980296_90523"
43,-120673.351970968,-120631.351970968,-120562.08730627,-120504.96478091,5,1467.46126402656,"1700983647_40761"
44,-125854.042726709,-125812.042726709,-125742.778062012,-125685.655536652,5,84.4306294899171,"1700987296_65127"
45,-123152.35207004,-123110.35207004,-123041.087405343,-122983.964879983,5,156.153282493731,"1700990543_65859"
46,-126415.462406649,-126373.462406649,-126304.197741951,-126247.075216591,5,123.594867199734,"1700993389_36723"
47,-112548.499426604,-112506.499426604,-112437.234761906,-112380.112236547,5,1049.96053316589,"1700996524_79803"
48,-100993.140148275,-100951.140148275,-100881.875483578,-100824.752958218,5,140.91423073982,"1701000790_02091"
49,-129282.513546221,-129240.513546221,-129171.248881523,-129114.126356163,5,101.667484496649,"1701007386_02697"
50,-127231.749814927,-127189.749814927,-127120.48515023,-127063.36262487,5,614.898689159637,"1701011574_21669"
1,-128881.053644973,-128839.053644973,-128769.788980275,-128712.666454915,5,87.9388936654981,"1700838034_71293"
2,-124856.596156865,-124814.596156865,-124745.331492167,-124688.208966808,5,89.5509688007214,"1700841155_76071"
3,-94332.4093396587,-94290.4093396587,-94221.1446749612,-94164.0221496014,5,140.50674331816,"1700844328_08705"
4,-125075.637877734,-125033.637877734,-124964.373213037,-124907.250687677,5,72.7347534391815,"1700847900_87948"
5,-111184.314437767,-111142.314437767,-111073.049773069,-111015.927247709,5,103.548350890852,"1700851025_48997"
6,-121688.078734037,-121646.078734037,-121576.81406934,-121519.69154398,5,120.309420039883,"1700854090_37388"
7,-126758.995292638,-126716.995292638,-126647.73062794,-126590.608102581,5,103.878172243317,"1700857156_30919"
8,-128116.597300088,-128074.597300088,-128005.332635391,-127948.210110031,5,166.117958311332,"1700860417_5334"
9,-95474.3130418885,-95432.3130418885,-95363.048377191,-95305.9258518312,5,110.029056066511,"1700864355_27781"
10,-127622.45651883,-127580.45651883,-127511.191854133,-127454.069328773,5,154.977106432784,"1700867908_31912"
11,-128395.316278705,-128353.316278705,-128284.051614007,-128226.929088647,5,138.106561157785,"1700871247_57832"
12,-125766.488570683,-125724.488570683,-125655.223905985,-125598.101380625,5,6681.48647142658,"1700875488_57763"
13,-127249.263705562,-127207.263705562,-127137.999040864,-127080.876515504,5,189.029847422568,"1700878979_28199"
14,-124009.346592332,-123967.346592332,-123898.081927634,-123840.959402274,5,119.439737633151,"1700881723_60041"
15,-121662.28621349,-121620.28621349,-121551.021548792,-121493.899023433,5,102.708617612294,"1700884433_26178"
16,-127785.646464222,-127743.646464222,-127674.381799525,-127617.259274165,5,89.2400132232295,"1700887362_60681"
17,-126484.216763628,-126442.216763628,-126372.95209893,-126315.82957357,5,100.157610601338,"1700890121_9242"
18,-125709.041868932,-125667.041868932,-125597.777204235,-125540.654678875,5,86.6722248305935,"1700893669_29685"
19,-114168.265186412,-114126.265186412,-114057.000521715,-113999.877996355,5,128.192976234233,"1700896953_78311"
20,-125249.922254517,-125207.922254517,-125138.65758982,-125081.53506446,5,130.301856779168,"1700900034_90703"
21,-127442.765126404,-127400.765126404,-127331.500461706,-127274.377936346,5,85.3345568480639,"1700903223_95885"
22,-110485.143066773,-110443.143066773,-110373.878402076,-110316.755876716,5,128.599207190681,"1700906244_3726"
23,-128497.146384092,-128455.146384092,-128385.881719394,-128328.759194035,5,93.2375493449452,"1700909397_65769"
24,-100718.554340157,-100676.554340157,-100607.28967546,-100550.1671501,5,118.485769556096,"1700912537_31353"
25,-116554.059514119,-116512.059514119,-116442.794849422,-116385.672324062,5,373.537368992818,"1700919981_71514"
26,-118397.191843176,-118355.191843176,-118285.927178478,-118228.804653118,5,148.567403504504,"1700923227_11996"
27,-122437.359587289,-122395.359587289,-122326.094922591,-122268.972397232,5,259.290201816245,"1700927094_45633"
28,-122713.444083342,-122671.444083342,-122602.179418644,-122545.056893284,5,1426.2105105517,"1700930227_40854"
29,-117748.916346246,-117706.916346246,-117637.651681549,-117580.529156189,5,130.383872187629,"1700933461_60817"
30,-113135.397396952,-113093.397396952,-113024.132732254,-112967.010206894,5,86.699237226009,"1700936687_30819"
31,-120125.224483817,-120083.224483817,-120013.959819119,-119956.83729376,5,86.7499831264119,"1700942646_14737"
32,-127477.356009871,-127435.356009871,-127366.091345174,-127308.968819814,5,111.686957656797,"1700946370_62709"
33,-126864.252427893,-126822.252427893,-126752.987763196,-126695.865237836,5,94.7189877762759,"1700950061_71081"
34,-121708.04947033,-121666.04947033,-121596.784805633,-121539.662280273,5,307.075164573029,"1700954020_38054"
35,-117266.585290208,-117224.585290208,-117155.32062551,-117098.19810015,5,172.392319840128,"1700957378_97745"
36,-116292.22842274,-116250.22842274,-116180.963758042,-116123.841232683,5,531.294409629907,"1700961033_70806"
37,-126423.748315757,-126381.748315757,-126312.483651059,-126255.361125699,5,677.186099899939,"1700965941_1738"
38,-126818.357191685,-126776.357191685,-126707.092526987,-126649.970001628,5,83.6001158040069,"1700969325_12273"
39,-117443.319674703,-117401.319674703,-117332.055010006,-117274.932484646,5,130.568461685283,"1700972490_03701"
40,-121983.451799338,-121941.451799338,-121872.18713464,-121815.06460928,5,95.2910677954299,"1700975541_033"
41,-116191.541486352,-116149.541486352,-116080.276821654,-116023.154296295,5,109.401463468873,"1700981441_10965"
42,-122343.920454497,-122301.920454497,-122232.655789799,-122175.533264439,5,81.8732119727607,"1700985390_97928"
43,-129071.626164992,-129029.626164992,-128960.361500295,-128903.238974935,5,200.220389630819,"1700988146_91112"
44,-124230.452782832,-124188.452782832,-124119.188118134,-124062.065592775,5,69.9014728364659,"1700991808_25689"
45,-128742.505097411,-128700.505097411,-128631.240432713,-128574.117907354,5,100.198244255099,"1700994560_77725"
46,-123456.208780242,-123414.208780242,-123344.944115545,-123287.821590185,5,102.623528156403,"1700997384_18434"
47,-124827.242574663,-124785.242574663,-124715.977909965,-124658.855384605,5,1857.36400380478,"1701001070_48527"
48,-126530.227717396,-126488.227717396,-126418.963052698,-126361.840527338,5,133.419081829552,"1701004637_68622"
49,-127198.24547743,-127156.24547743,-127086.980812733,-127029.858287373,5,191.611781816519,"1701007908_68193"
50,-107029.071034833,-106987.071034833,-106917.806370135,-106860.683844775,5,110.352004626417,"1701011174_35908"
