"variable","time","observable","value","ignoredObs"
"cell_0",0.166666666666667,"y",2.01810907565079,0
"cell_0",0.333333333333333,"y",2.10280607764477,0
"cell_0",0.5,"y",2.12354538503815,0
"cell_0",0.666666666666667,"y",2.05371377788027,0
"cell_0",0.833333333333333,"y",2.05354808085975,0
"cell_0",1,"y",2.07619072599956,0
"cell_0",1.16666666666667,"y",2.11863298757791,0
"cell_0",1.33333333333333,"y",4.48995258179656,0
"cell_0",1.5,"y",5.08300779929322,0
"cell_0",1.66666666666667,"y",5.44781162203891,0
"cell_0",1.83333333333333,"y",5.69158694389364,0
"cell_0",2,"y",5.79918816505076,0
"cell_0",2.16666666666667,"y",5.9484882806844,0
"cell_0",2.33333333333333,"y",6.03330662916199,0
"cell_0",2.5,"y",6.12440063757533,0
"cell_0",2.66666666666667,"y",6.17643259884284,0
"cell_0",2.83333333333333,"y",6.24483201922916,0
"cell_0",3,"y",6.22987988872547,0
"cell_0",3.16666666666667,"y",6.31585742471024,0
"cell_0",3.33333333333333,"y",6.32719472275576,0
"cell_0",3.5,"y",6.36630256422398,0
"cell_0",3.66666666666667,"y",6.27091168033075,0
"cell_0",3.83333333333333,"y",6.37270309775521,0
"cell_0",4,"y",6.38556852799094,0
"cell_0",4.16666666666667,"y",6.38220308292651,0
"cell_0",4.33333333333333,"y",6.39441867200145,0
"cell_0",4.5,"y",6.36732152875818,0
"cell_0",4.66666666666667,"y",6.38557004512865,0
"cell_0",4.83333333333333,"y",6.33751062929351,0
"cell_0",5,"y",6.37264498857118,0
"cell_0",5.16666666666667,"y",6.40903426460418,0
"cell_0",5.33333333333333,"y",6.34707790025856,0
"cell_0",5.5,"y",6.33732889657288,0
"cell_0",5.66666666666667,"y",6.29327204065072,0
"cell_0",5.83333333333333,"y",6.31605486534711,0
"cell_0",6,"y",6.30940534669963,0
"cell_0",6.16666666666667,"y",6.32814645817454,0
"cell_0",6.33333333333333,"y",6.21787405936096,0
"cell_0",6.5,"y",6.2739181624684,0
"cell_0",6.66666666666667,"y",6.22026679774101,0
"cell_0",6.83333333333333,"y",6.26610421723948,0
"cell_0",7,"y",6.25345277934575,0
"cell_0",7.16666666666667,"y",6.24270110846845,0
"cell_0",7.33333333333333,"y",6.25488427361017,0
"cell_0",7.5,"y",6.19493151798177,0
"cell_0",7.66666666666667,"y",6.20550297228287,0
"cell_0",7.83333333333333,"y",6.1830091488947,0
"cell_0",8,"y",6.17507984998478,0
"cell_0",8.16666666666667,"y",6.16666029636615,0
"cell_0",8.33333333333333,"y",6.13678978993739,0
"cell_0",8.5,"y",6.11227129562249,0
"cell_0",8.66666666666667,"y",6.01637786704801,0
"cell_0",8.83333333333333,"y",6.08529804624679,0
"cell_0",9,"y",6.08429000618525,0
"cell_0",9.16666666666667,"y",6.05241539805885,0
"cell_0",9.33333333333333,"y",6.01277828700017,0
"cell_0",9.5,"y",6.0430173915595,0
"cell_0",9.66666666666667,"y",6.02966021585193,0
"cell_0",9.83333333333333,"y",5.90455151982732,0
"cell_0",10,"y",5.97509720495724,0
"cell_0",10.1666666666667,"y",5.92889927782778,0
"cell_0",10.3333333333333,"y",5.92245005038721,0
"cell_0",10.5,"y",5.94440980996359,0
"cell_0",10.6666666666667,"y",5.9466533563142,0
"cell_0",10.8333333333333,"y",5.8795838489614,0
"cell_0",11,"y",5.85941790883285,0
"cell_0",11.1666666666667,"y",5.84614662255875,0
"cell_0",11.3333333333333,"y",5.8502473513651,0
"cell_0",11.5,"y",5.84885449647026,0
"cell_0",11.6666666666667,"y",5.78693909828796,0
"cell_0",11.8333333333333,"y",5.80627528236733,0
"cell_0",12,"y",5.76054528062404,0
"cell_0",12.1666666666667,"y",5.75766751091074,0
