saem,cond,mode,se,ll,run
414.479391098022,,,24.4526937007904,442.749663352966,tveqIaYt9ZVkzfZwmhWv
519.008188247681,,,38.5268969535828,10.5902178287506,FwgYG8uWYbGSV44Kta2j
481.038822650909,,,19.4647259712219,806.262095928192,MuNPfHSfb1GC3WrQ6bAK
560.552697658539,,,17.340824842453,7.78116750717163,o4fymaJZFfOxg0iEnjyg
544.425726413727,,,16.2960121631622,8.03211903572083,fTSnbqQ2eAEAd8NuLSXy
713.273503541946,,,18.2321603298187,7.76553750038147,bYzjX7SC5KXt6C574Ugj
649.988127708435,,,30.7630662918091,12.6198081970215,grtmgdtl4K5ZjGLIVcVZ
953.590243339539,,,25.9521703720093,7.87744116783142,MVrPVa3nYGKaSUfZvNjy
380.897183895111,,,20.6251096725464,824.842815160751,MgAaBkS8L0SmxDb4coKj
751.766894578934,,,32.5264847278595,7.81039977073669,DpVRDa1FShNCEqXNHaUA
423.034368276596,,,14.0605804920197,543.418309926987,lx1anlJlNGGb5RrGInuE
595.089400291443,,,25.8631660938263,1344.77980899811,bMZJEGqIC9CVm1Ysql43
438.448469638824,,,15.2232446670532,707.360206365585,YEB9C6mj6w2eAYADDl19
504.77210688591,,,24.4486722946167,10.6095852851868,3ZJMHEmZkJK7A3qKYmgo
377.644311904907,,,22.7635405063629,912.744465112686,B28oauUTfG3FzjA0ZjTG
544.891998529434,,,29.2544593811035,702.241592645645,6E4U8dhfRCwIOS4KO27Z
748.498570203781,,,22.0410604476929,83.3005969524384,saeyLC0EALSDREpJgX9r
631.570454597473,,,19.0097551345825,8.66858911514282,vt6mapVRFkDoDn9RKyOw
543.815730810165,,,19.6687452793121,55.6022024154663,eY4Aa3B3T6WmH0zmo0BD
605.34460401535,,,15.5173926353455,453.950544118881,OtTK4qp6OwyjMI0Ix3ic
695.027615070343,,,20.3132247924805,7.81768822669983,Cx14YvzaLM1m7BBYlOsr
702.971856832504,,,38.9413475990295,8.21759366989136,xJN6ZtUMiqzjkstuOyiU
455.992378950119,,,21.2730643749237,858.845921278,uETE7RmylGS1krT9YVRy
908.871078968048,,,27.2150731086731,7.79709124565125,udiUeI1Om5zhYSvvYKRL
606.190828084946,,,19.0361845493317,7.78644680976868,494HHXh1eGHtSvFEUcgW
604.690462112427,,,13.6635930538177,158.876065969467,capkYvBqFsxAjSOab1Pl
284.796247959137,,,11.7837083339691,282.343543291092,LurTmThpAFUypisBXQYx
643.406986236572,,,17.526510477066,10.7108383178711,kki7eqDrCLR0MV6gpy2j
395.232397079468,,,12.526198387146,398.025625705719,CcuLx1vDtu8zPLqKXgUg
379.762584447861,,,16.9364700317383,1194.99424409866,zeTmVR4erOKRzubBErpz
440.103551626205,,,30.1539161205292,1207.12313914299,apJCZkIQl3twXS2kbCLF
839.897100925446,,,23.5275413990021,1700.84599518776,PNySZK1B2BEmldyNTAqS
616.791410923004,,,18.160854101181,7.76281428337097,iw8gmzYTqc1XBq1cMJfF
759.697119474411,,,31.0294890403748,1836.26946926117,1gXxzvFUPsUgvHE45JY2
462.917698144913,,,15.6748039722443,992.944239854813,LT14Yhb8W1OKnHSaSOnQ
861.979793548584,,,17.0235970020294,1644.86604547501,XgB6QtmP8GmAwgOXG8V2
490.16647195816,,,16.4884834289551,10.7527616024017,5oSL3P4x9OUoyBig92xD
550.945064544678,,,14.9959769248962,1512.5807967186,7mADdwqB6x8QeaU0uNqd
625.926327705383,,,17.9257729053497,7.94948124885559,aEvcL88xv6ch2NUzPtrx
520.525241136551,,,18.5515549182892,871.564376831055,IxwfI9AmLYQiAXOjojfM
581.316498994827,,,22.4510514736176,1525.98343992233,xF5bKxRWGZfnxMfELMwy
410.717713594437,,,11.3040487766266,664.542940855026,0e1rc4B390LCzJ8qPfSQ
721.974410057068,,,39.08287358284,8.78862476348877,J35ACSCjYfswZVGJMzkR
518.089690685272,,,22.2968597412109,7.82537388801575,Ms7AWU1VHwX0GSJGlsTZ
529.178339004517,,,30.0448446273804,859.731551647186,INQH2a2j2zz8abxBEkvB
423.924735784531,,,18.2035210132599,521.572006225586,q4xXDesvbzXFa0vOWfFi
706.343321084976,,,26.4347834587097,1350.36634278297,SIASsZ4nKFFfRx3vP7GM
401.053490161896,,,15.333144903183,513.036915063858,9C5PImTtgMBNcZuXBuvF
574.274444103241,,,18.0582356452942,7.81147408485413,nDFfGfjBVX8N8floV9bd
663.472893238068,,,18.820464849472,8.36854410171509,zLRgDA9yGMuN1D8LMvUn
548.137363433838,,,27.5763683319092,24.9402103424072,wFQPWhTEWMSiG0Q2uwe5
326.317020654678,,,26.045955657959,323.96909737587,5tqlnThI6Sl58SXtn9bn
545.025696277618,,,17.595002412796,1439.76473045349,1NpOlRu8mYexQhkvWeEq
360.238888025284,,,13.6952962875366,711.776974201202,El9rdegsLpZlUWoNgu6m
815.996881246567,,,23.4573667049408,7.75518894195557,p3G9y4AB1Osqq5JY9CN4
820.009563446045,,,38.3169531822205,8.01379084587097,4qMQxZhJoAXHPd62gLCL
668.720336437225,,,33.633305311203,7.83842587471008,pGzjc260DCWfBaQy1Ex6
617.74408197403,,,23.2371253967285,1324.88232660294,U6TkadpFXVmWRkRx0A35
675.192116975784,,,16.7336571216583,1126.39103388786,S4VRFK91ObB0LWJpppYH
394.188825845718,,,17.060252904892,506.39265370369,0OgGKKMy1vZFn8LPVnwU
607.483396291733,,,19.1232416629791,861.436626434326,M09n1seg0dmr6tbbhdx3
466.704928159714,,,17.5152108669281,1188.46370267868,2WkZC98MogT6JwiWYTpY
518.120514392853,,,25.0502350330353,82.1423416137695,2sENYtsiInQYWik21h1W
459.637568235397,,,14.6977245807648,415.586597919464,YHaTZXimtbby8aLdGFX5
468.105066776276,,,9.38605904579163,256.537692546844,0QWQ8SqxWevwkVuIeOXe
676.430604696274,,,16.5158467292786,7.70071339607239,7rLKqMx4K6yE0N0YAe2A
449.439809083939,,,24.6250085830688,948.858262062073,JMZRnaDtXkW57nDE5s6A
625.452710390091,,,35.6728966236115,348.654346942902,UiCsl4MY4bVIOXMUyIUz
601.595970392227,,,26.1601495742798,1462.77453017235,H3VGS7DiD0dq6i7oPVCk
773.127467155457,,,20.6437895298004,7.68313384056091,7bQ1Jsnxp9HQYUqRNrM1
586.052709341049,,,26.9750792980194,1186.51825380325,daClttmnoUVcEWtP9mu1
473.705494165421,,,17.8758563995361,1234.44316077232,CKIJvojPWsxnbJnv30q9
300.611967563629,,,8.92346954345703,275.131754636765,m5diDOXeAFEKZoZGZEQJ
451.052472114563,,,18.6391568183899,1013.41734981537,sID0geyXm4CD2YTJ30f7
750.877099514008,,,17.9492335319519,7.75957441329956,1o5o6FvbsyBESyYgWVf4
508.120305538177,,,17.8859729766846,1054.55214285851,tcOVSkVqNflrEVuoLpeN
568.176777124405,,,21.8874092102051,7.72876071929932,3INkmnipP5z6C0UZpagU
542.357802391052,,,17.7136032581329,1447.96896123886,GuD0n54bOFjfvIG2DkAC
599.135044813156,,,40.1895942687988,1019.73461985588,HCZSQIPJZp91AzMLrLx5
747.542338609695,,,17.7729756832123,1667.22885680199,zrphtJyHiZrZNIERKX0m
630.626311302185,,,30.4200685024261,7.86154651641846,SpIrVvxRRJvZgM6quRWf
453.823438882828,,,17.4814772605896,336.022417545319,kNb2TVYPORdnPwxaR3V2
401.462031364441,,,26.4964141845703,802.087463617325,S8p1odHUPiKvC3GHz9ZZ
