"X","se_run_1700837927_7115","se_run_1700838576_81659","se_run_1700839274_03843","se_run_1700839895_49854","se_run_1700840500_49418","se_run_1700841128_21939","se_run_1700841849_27111","se_run_1700842467_34688","se_run_1700843028_67965","se_run_1700843807_7471","se_run_1700844276_77854","se_run_1700844852_66883","se_run_1700846127_3182","se_run_1700846743_37398","se_run_1700847429_88777","se_run_1700848551_46348","se_run_1700849151_31921","se_run_1700849944_14746","se_run_1700850461_84745","se_run_1700850855_33249","se_run_1700851391_49697","se_run_1700851947_67554","se_run_1700852956_13051","se_run_1700853423_52547","se_run_1700853938_03035","se_run_1700854459_1202","se_run_1700854904_17699","se_run_1700856130_35368","se_run_1700856804_06985","se_run_1700857638_52536","se_run_1700858278_47435","se_run_1700859396_97605","se_run_1700860190_94527","se_run_1700860834_59387","se_run_1700861434_92231","se_run_1700861926_49772","se_run_1700862405_90054","se_run_1700862906_56652","se_run_1700863513_80498","se_run_1700864500_34418","se_run_1700865469_24587","se_run_1700866116_11717","se_run_1700866816_58003","se_run_1700867316_13557","se_run_1700867766_34069","se_run_1700868079_69224","se_run_1700868522_2649","se_run_1700868951_49838","se_run_1700869351_51883","se_run_1700869753_28593","se_run_1700837927_76928","se_run_1700838613_82198","se_run_1700839059_11344","se_run_1700839630_71241","se_run_1700840321_7988","se_run_1700840818_66525","se_run_1700841307_86014","se_run_1700841994_85425","se_run_1700842427_73933","se_run_1700842854_83297","se_run_1700843475_73965","se_run_1700843976_46982","se_run_1700844512_73063","se_run_1700844973_46622","se_run_1700845482_28395","se_run_1700846502_98287","se_run_1700847153_07414","se_run_1700847577_61312","se_run_1700848198_18878","se_run_1700848647_72881","se_run_1700849364_15754","se_run_1700849815_66001","se_run_1700850854_38831","se_run_1700851465_06537","se_run_1700852089_87415","se_run_1700852641_59568","se_run_1700853147_41673","se_run_1700853898_96258","se_run_1700854481_8233","se_run_1700855303_60695","se_run_1700855810_40883","se_run_1700856416_83911","se_run_1700856948_12541","se_run_1700857442_53102","se_run_1700857968_16749","se_run_1700858643_00764","se_run_1700859108_50666","se_run_1700859638_00919","se_run_1700860258_85639","se_run_1700860858_18738","se_run_1700861377_41323","se_run_1700862014_9789","se_run_1700862803_67853","se_run_1700863415_86234","se_run_1700863878_96625","se_run_1700864316_44641","se_run_1700864960_26655","se_run_1700865607_54796","se_run_1700866323_97726","se_run_1700866696_71437"
"a",0.000262445110312426,0.000316523659426179,0.000362551068093402,0.000271379363535324,0.000274317166994797,0.000310786828878201,0.000274591268004795,0.000292039058420912,0.000267126082621956,0.000272365627684939,0.00025821736411377,0.000346821396483479,0.000282949813439328,0.000305148031094863,0.000389837384726625,0.000387919878180736,0.000302026339515748,0.000264210615390824,0.000317295309823264,0.000251511992567994,0.000276574038042104,0.000265896051918878,0.00026908482701631,0.000334092174407288,0.00025847215998755,0.000277524097738942,0.000476176069327217,0.000300811984673745,0.000253371655204458,0.000335615605343948,0.000277343303800187,0.000300944918838884,0.000292219656200688,0.000246618924139869,0.000289041301122009,0.00027425600164008,0.000262098470403453,0.000296070365263482,0.00034147453461034,0.000280191886528963,0.000273848133851249,0.000313163372983329,0.000303036076500728,0.000307540781053824,0.000275364347213897,0.000281640820261717,0.000321692684466987,0.000266342976138496,0.000269672547093702,0.000295428243502838,0.000272745368239866,0.000252227667072204,0.000291444262405184,0.000272776013721739,0.000274793726912242,0.000262362298804446,0.000259426804827141,0.000294385077794526,0.000283156512375162,0.00028152955693751,0.000254816250460849,0.000256118450895257,0.000293018148999316,0.000301195228436776,0.000299144874019198,0.000259314789341025,0.000274275857315854,0.000315536760038808,0.000256214694391692,0.000269762234929751,0.000299345613629692,0.000301777071794771,0.000268615744408581,0.00027056443270785,0.000287285773400042,0.000263198399891672,0.000256626145936447,0.000292683573085725,0.000258216080653989,0.000330966820725566,0.000279645185925835,0.00041771420706886,0.000313539227830833,0.000260063654003378,0.000274814150070093,0.00026730581505701,0.000270918117702717,0.000303733016871371,0.000355576454129994,0.000262959064673446,0.000298929363569961,0.000292881927254887,0.000277068841384536,0.000258237744423426,0.000270717549656621,0.000272222100452171,0.00032282653618189,0.000268283083012287,0.000266177588831741,0.00027028382131942
"delta1m0_pop",0.556793333173053,0.519141822507919,0.520420334649645,0.501287015286531,0.550146502015159,0.441677439354321,0.394315518771983,0.408160954096705,0.563747964312376,0.468033474529145,0.39277345620455,0.567269397161263,0.541155193333498,0.377570118317778,0.687136309873667,0.49220088478648,0.605439240616729,0.475402385872094,0.349726093672802,0.491800589243978,0.48544871885541,0.339819642219222,0.50002080981324,0.547377346823859,0.477444213173793,0.35512811267301,0.780405066235493,0.347138602826043,0.495410361152135,0.581427590227331,0.620769043249368,0.58421878615616,0.597070259143455,0.494071998054866,0.549049755777005,0.446056051901464,0.434277448193508,0.633114020546371,0.67505939031725,0.633539383768014,0.644738181784045,0.633875597021546,0.541315810864642,0.479919737629171,0.399960797943063,0.554368305047611,0.569430214605717,0.623434533535226,0.46691299720676,0.506394699611463,0.401615085845152,0.375255420631291,0.493311572120301,0.513622122699708,0.473304910507743,0.461770415498198,0.530422578443792,0.364705035988535,0.541741015911456,0.381324620922601,0.394516108420983,0.370978980381587,0.489463991595151,0.393147115919787,0.765113711822496,0.472983100205656,0.36084125165352,0.508230952741945,0.394672589624846,0.62282771744549,0.480986771067576,0.636501053435624,0.45351148380999,0.596960621004073,0.384564229567937,0.492150829043921,0.509560954880844,0.430083295798247,0.590173397542721,0.487449158675529,0.446015836690674,0.428490846839012,0.448638299452966,0.410364831981902,0.498947686304736,0.575140028011919,0.552824506438094,0.460798355527122,0.645543731722667,0.394474474229735,0.511917444377316,0.466820348567572,0.316054161745018,0.52643039334836,0.361671391213605,0.440942709660179,0.494127084972494,0.514600152495569,0.381956277849147,0.353460745384004
"delta2_pop",0.589250680572662,1.05257191381606,0.496630580191361,0.607932291813448,0.767507879731495,0.818532492075233,0.313739676711701,0.723382829814311,0.519892073730331,0.536184652941784,0.777678889364408,0.444326328380411,0.500973684230351,1.13626736104409,1.00158589905838,0.382528094707252,0.539477203170073,0.607277036574947,0.428816176629685,0.768147677027067,0.504736795279878,0.691917983416623,0.505631921393879,0.373713382586823,0.31951561170042,0.871478661012607,0.452426583904587,0.236772031189667,1.21803557820529,0.516270841240765,0.448670298257668,0.405964955292431,1.19960524256201,0.414746728979345,0.333925309389946,0.471802202865557,0.879135354877911,0.368322248119278,0.474221321890068,0.409399181503103,0.668456497401329,0.82040528276302,0.370876823914361,0.39666538181828,0.473222666158086,1.21532960558542,0.803282262581339,0.467048322246414,0.861173906835035,0.33328147934976,0.699061770434929,0.326270018929255,0.822909091013374,0.672049758387151,0.375102191129033,0.42132030623535,0.785601103807419,0.504025937802716,0.553726941716261,0.210920234368558,0.582442462166414,0.739509012537955,0.467478704510768,1.37789060364425,0.383442579256135,0.826606383152487,0.430107970082686,0.317132797416721,0.407684291052352,0.863090260192813,0.390951817500715,0.736783038411281,0.978399314930409,0.386529090857333,0.41462112988675,0.530234394709232,0.414982116493435,0.613552469791876,0.507910488209517,0.645651869113307,0.46418538055177,0.249461868506665,0.333736849571032,0.514847414729561,0.347523355283844,0.381213058535048,0.315744431001729,0.621457579985636,0.432902380249861,0.370878105674079,0.743300543241624,1.48130792002032,0.462981122666211,0.723751914859954,0.516065914543918,0.778695495389635,0.659442337147918,0.66420764630327,0.271731547264869,0.258363208694512
"e0_m0_pop",0.330775395240325,0.389644358291462,0.324373213672186,0.366230736353586,0.262067474470662,0.341097308649372,0.277658813795998,0.320217311600025,0.239195880765817,0.214451631316221,0.325561920188397,0.232628800789164,0.353023529957236,0.224423090813946,0.414878073485522,0.254477222854155,0.284212219143126,0.285646408164701,0.283631642858323,0.266906502408441,0.251837936708596,0.354545586697087,0.280312660777661,0.345566074632141,0.292519133343411,0.203489790302378,0.333607160288802,0.22099768413859,0.253798315016798,0.381302314178043,0.173572362735623,0.242707523339221,0.372960789095367,0.172189891587753,0.262808520589033,0.2690640407506,0.322822536878634,0.248003241031511,0.314937245145184,0.334903518019997,0.485019958086524,0.255973466220219,0.194652864075764,0.199462599819814,0.321930200354593,0.347300370837055,0.306196075945929,0.378451059904392,0.26331894164654,0.299350374309798,0.291723903756489,0.311035679428728,0.245302326228577,0.203917920883219,0.290989818475615,0.317709636027453,0.350099219799013,0.333112675782647,0.345008383419688,0.297585727753964,0.237496551405695,0.234329844838624,0.292836963891693,0.369678092523323,0.333255264078317,0.406974180555485,0.187071555831602,0.28810539690479,0.332708348353246,0.398594305810832,0.221557671068611,0.243902898288045,0.184422423656948,0.219573280518243,0.281715822294622,0.428928908499346,0.241160242883232,0.245624816709546,0.241991780161781,0.286976050306833,0.283505071655238,0.36561798966277,0.287509044345681,0.211916631984615,0.176107667171408,0.349568904622394,0.270924636226816,0.280508070060359,0.343822670601892,0.31238410370081,0.342416272219865,0.289979243622239,0.176801423676795,0.280195379482159,0.27481502662688,0.351299235435369,0.28055998144953,0.388780950487919,0.338215695793992,0.242397972036836
"gamma_pop",0.344600430982017,0.312643603170551,0.222160993180307,0.41100752101537,0.279618993920172,0.330344680380177,0.287166960972703,0.384468579761369,0.337642852290494,0.381933225449946,0.404840881341113,0.350671452314663,0.367014945435215,0.369083394502109,0.408801379227028,0.355580357290122,0.344753090752002,0.389969318804206,0.299134928870855,0.290327147348075,0.30369773451091,0.328525157563458,0.424783253504346,0.321302043266286,0.485237934809487,0.262438007568809,0.287923385288775,0.398499983881751,0.337802474552396,0.282386314244934,0.40853305175133,0.285296231320614,0.319913203855842,0.352265218772831,0.316592723076123,0.31738424601009,0.306071758715832,0.366166786891913,0.403504461839878,0.560726323031049,0.309482481992664,0.302597492670968,0.32860720316528,0.313080970725193,0.313921518532711,0.284268439630469,0.30059950943811,0.286509773411272,0.270484800445615,0.318052995778777,0.311368016888218,0.356947600330662,0.349241967410284,0.312375167189343,0.509725156797922,0.401077341117888,0.312226535402982,0.380493388071186,0.301775052381688,0.293565112736747,0.319283029971247,0.328440305969019,0.323502039881993,0.362884550895493,0.342204831980337,0.324219832746412,0.349065426426441,0.553476441986522,0.313802864883557,0.31292827123575,0.321916179380836,0.230281599174357,0.318478312952112,0.396389764387175,0.421014518501301,0.320219628541149,0.364256009671261,0.295372994674916,0.319522342416812,0.281228720986917,0.425925031954137,0.319315333896152,0.241096685107145,0.34036078393942,0.322541935330202,0.367516694203793,0.363135028462685,0.28961058022682,0.219430453877884,0.446963127760538,0.321620613827889,0.294898044643372,0.339057881733271,0.364061952479021,0.353968598263231,0.328063271977904,0.360406371151533,0.497859731160593,0.24384966190347,0.335611353777216
"k1m0_pop",0.240794988273102,0.264895142674597,0.306605372654402,0.30080216556272,0.365696689675015,0.328838949484098,0.20089820514025,0.304683558606205,0.268410168854918,0.284036499346976,0.27128631983905,0.274874679826711,0.295864882293926,0.321956290246011,0.332886565470764,0.347394383875013,0.23450424620275,0.287534397662258,0.232262490871531,0.1347814458081,0.30369061494284,0.249665597044463,0.285211977891974,0.315339914361258,0.207100113813559,0.201799923580878,0.405573700194417,0.42584088866998,0.324738310418495,0.440725067220159,0.213804723111712,0.254792097393996,0.257200767840003,0.19953462190619,0.204429791977814,0.272090089413188,0.258368485884184,0.276814733962632,0.370666073588169,0.40951292321609,0.294104476352332,0.260851598434034,0.245547083395259,0.249166179650676,0.194015029916346,0.283123965418223,0.273116035532909,0.276238843024356,0.330881813157393,0.293502161908851,0.303656392508199,0.16517098784468,0.221527247843523,0.238851643963794,0.209083192362064,0.272925709735018,0.324179332484519,0.239163872198219,0.246239077246571,0.284952473595941,0.241771455268407,0.241808545142149,0.230876768795558,0.27819881336575,0.186281362325804,0.160715065186766,0.275407514851876,0.308499625922619,0.274825720531447,0.270411046572227,0.205004039767974,0.26066121849984,0.317268652897788,0.26863040018763,0.173742065529477,0.215491168972285,0.175870903387611,0.287754435852163,0.114024693037652,0.235283809945455,0.22298038607722,0.355218067131147,0.283468043363958,0.223457814991666,0.190743282907817,0.235810242024141,0.234278196830697,0.325654141281106,0.301724113094021,0.215757011738165,0.317727562675574,0.288651734226401,0.237378075698061,0.317862279692112,0.212879659774187,0.222651670743166,0.416261564006132,0.370657330316846,0.226234811298408,0.258724864207921
"k2_pop",0.182149981065595,0.318424902218104,0.220174388454212,0.293385802180737,0.30876642792229,0.429809391251996,0.205313404908081,0.214127261292046,0.279103016520252,0.232186714411644,0.306893550026814,0.298275813419253,0.294114773939609,0.330340730872667,0.38513624380596,0.324413572546152,0.432399707156972,0.223820252370418,0.247449244892985,0.284261000771175,0.316448325423313,0.27773245624332,0.316883155403703,0.271108114941661,0.180260225805444,0.252500875961961,0.228381085727412,0.294636960761534,0.286611567877251,0.272941087428447,0.238686485223095,0.227212101366207,0.229266893114581,0.298216880992746,0.241470980320785,0.260773233584083,0.211273105791803,0.474307191553386,0.339760726809715,0.481257363079521,0.22208921845042,0.312379035470904,0.22238748885399,0.214001088927786,0.20520000329477,0.265545844174289,0.252071907084452,0.311394750075878,0.253089324548286,0.292309929466693,0.314897013774333,0.195664040944313,0.239816546101092,0.246279051616766,0.211358854728286,0.193581375218154,0.419100856806933,0.218518803427057,0.167093283570773,0.206789338967093,0.162922880955658,0.251870039354544,0.193152749374422,0.266241938502732,0.196838661605608,0.20640264313278,0.232022130575032,0.325890109383236,0.204012391192763,0.247422028141318,0.189812893430058,0.290013462939706,0.307864630848347,0.218495051004306,0.234302886474624,0.172898078291727,0.182012878283491,0.285485331215183,0.232771542111084,0.233208244162711,0.3554032308532,0.441833298587566,0.200582356335612,0.172795800604676,0.241369407918777,0.216110683471919,0.213760624483498,0.256111695129944,0.219337340634273,0.202233133308029,0.290599297997534,0.259231520688584,0.317335236935897,0.324856470685346,0.20148295863047,0.215642965893445,0.305153268480159,0.408458493150102,0.145057188287652,0.236144713647436
"k2m0scale_pop",0.187978867150074,0.19074769010686,0.166033436126276,0.20206792165283,0.188528399613987,0.218831833582175,0.148223613377702,0.213456809616866,0.16860965282393,0.157103400759304,0.169371779007236,0.220038415980374,0.14299717913809,0.205440237133446,0.214744284386782,0.184132943682249,0.170085607330271,0.209109434844009,0.176513343865852,0.169012724415113,0.27487731370427,0.153748498916558,0.156887002523709,0.257786122724757,0.14540486266504,0.196295197636605,0.15370617251301,0.175343010633394,0.228923956671837,0.145305897479844,0.154943171179733,0.174107981529358,0.139388230726062,0.162518541333972,0.118198389784133,0.18273062615665,0.165607310804706,0.201193460561139,0.195024305769569,0.203445290624849,0.150383312923715,0.158386263907174,0.189743380789168,0.167265132415288,0.157096087579173,0.150052533732697,0.20764021610288,0.25929292616523,0.199855263521323,0.228722024920888,0.165560364482212,0.207670933543838,0.19762262849585,0.181034825538512,0.181328851889539,0.159937172189281,0.215688201318249,0.209479271704393,0.181350451306897,0.184260316483498,0.180407318927502,0.163828444559783,0.204206749818201,0.168055424653016,0.212117163244871,0.151198923361242,0.182444067962933,0.156302104034291,0.181235342290066,0.267719927155338,0.160018350116825,0.210923373979493,0.1968580658793,0.169028181208973,0.13482008934966,0.161795444133475,0.144438414021002,0.150016243354645,0.174310426703588,0.178572304112308,0.174720447245155,0.177419371586354,0.161497351607017,0.177431136913018,0.138191490241141,0.216765702811789,0.165674360667224,0.180984331944939,0.145588053982213,0.151006903003378,0.199723772183112,0.173588565874571,0.180100285948134,0.204484259637516,0.166516337929717,0.197282309740789,0.159095811052189,0.201721859676632,0.177139847799997,0.205572793826289
"offset_pop",0.0308120269502087,0.0324458279377395,0.0306636995337734,0.0307832045436934,0.0308480562341188,0.0306668549214713,0.0307189862004938,0.0308440094351168,0.0308370841612746,0.0307680429170701,0.0308686966063805,0.032217720602536,0.0307897165329048,0.0308967803868056,0.0306359215854396,0.0309572999598324,0.0307246062622647,0.0307872967103533,0.0306888472825346,0.0308699056254703,0.0307970725168995,0.0308330627186205,0.0308314744976711,0.0309138795929375,0.0307927077044761,0.0325728508955699,0.032034971310997,0.0307923664965277,0.0308328819895768,0.0307571922384893,0.0307302413082595,0.0306751175494986,0.0306879628778534,0.0308374573113789,0.030847888068469,0.0306731620876454,0.0308222181371669,0.0310789878002539,0.0304107731002901,0.0307227289271918,0.0307756892011667,0.0305967512144508,0.0310046933817357,0.0306673854549904,0.0307936338949535,0.0306968993551953,0.0305327919167183,0.0307802356014885,0.0308184672030003,0.03061944153699,0.0309665979560053,0.0308145970670719,0.0306866658743244,0.0307635089619177,0.0309484308112234,0.0308422774786652,0.0307951854774921,0.0319781539599448,0.0307127225985447,0.0306625898807545,0.0309058419761227,0.0307810706784866,0.0308902964793227,0.0308907761065705,0.0306572344098968,0.0308414909753793,0.0307428710353734,0.0323573501441877,0.0309005617686039,0.0308397333140988,0.0335288649218341,0.0306835634537665,0.0307948705276218,0.0308064122940089,0.0307163345171047,0.0307817906756208,0.0307901894291575,0.0306445221821593,0.0308685155641241,0.0304936373865361,0.0324900222953745,0.0315128040897622,0.032402276953616,0.0307938049711283,0.0308479130186122,0.0310204921527792,0.0307981865668746,0.0305801208735032,0.0309582673529564,0.0307812109698451,0.0307410437998742,0.0306599087148758,0.0307361429991837,0.0308219895470651,0.0307647410526926,0.0310410575519881,0.0305057169320337,0.0307030021969008,0.0307354725844824,0.030802525468331
"omega_delta1m0",0.40604474777531,0.376675404063862,0.38901723072966,0.41834527882564,0.433992015498014,0.268764533350276,0.26235223507178,0.311571942727489,0.422541864757836,0.337007230231255,0.266131694137548,0.410983791058142,0.437660687326363,0.266710443602557,0.537762199995528,0.396922914998566,0.483243592902051,0.34584832129307,0.260720358297765,0.382872557673358,0.330711669594093,0.260520697016197,0.389989631056294,0.438144909096539,0.369479489225544,0.228445074824802,0.533395224685368,0.272254145368923,0.36632491899319,0.379146220327562,0.430240092375953,0.437428624993842,0.44555911120766,0.368500575094253,0.484983880937165,0.30686669324994,0.29545998701166,0.561273892680905,0.496968173812686,0.43401420883892,0.454648385598801,0.429353686518083,0.376602872385386,0.339389992059494,0.264429522459296,0.43882485937719,0.416023625311245,0.484034265528005,0.301097339537868,0.363883765122496,0.2669987935186,0.276374731639974,0.354429715630137,0.466467997274669,0.371221693442622,0.41839409515075,0.401130848384452,0.282289770327118,0.422304608883845,0.272839226101187,0.280710027309352,0.26916076205153,0.323235216661404,0.260277774607231,0.622547537702156,0.352345441109967,0.24117199058184,0.360169104278591,0.266620245106444,0.519630173589062,0.326262184999644,0.496383013762133,0.303129561221001,0.414622017592401,0.319253180287395,0.360178666419153,0.437847152416883,0.304769213040276,0.401793768645307,0.341075309178491,0.347851784027798,0.300806492681131,0.314141899068229,0.284502183577539,0.378841683281665,0.395533030293234,0.402282320533186,0.319614906497942,0.514796810017287,0.320905257909721,0.330620048987529,0.318872537726451,0.236117794931479,0.386913865882542,0.272382376750665,0.304840571176857,0.350101856472456,0.418976386218027,0.279236640117566,0.251850568590915
