"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1700887799_57391"," 0.03293924","-2.18645701"," 1.12547376"," 0.65595921","-3.24786230"," 1.16563637","-1.59930767","13.59290019"," 2.15113733"," 2.60761972"," 4.77983225"," 2.27495717"," 2.09871170"," 1.38553576"," 1.55547218"," 1.19743836"," 0.36927273"," 1.73438403"," 0.71170813","-3.20525569","-0.44405517"
"1700866963_85799"," 0.03376974","-0.35208413"," 0.64479518","-0.80731666","-3.16984147"," 0.52753476","-1.31638737","11.76281763"," 2.15179021"," 2.73699393"," 3.63662493"," 1.91405628"," 2.25792351"," 1.45986860"," 1.76075167"," 1.17916664"," 0.36976844"," 1.56541041"," 0.73848138","-0.77466180","-0.45760726"
"1700876626_13649"," 0.03371624"," 3.94492740"," 1.38873167","-3.46763538","-4.02610121"," 0.81064606","-0.44003384","11.52218806"," 2.15370644"," 2.93829375"," 2.93813116"," 1.88022912"," 2.52122406"," 1.28495670"," 1.71147348"," 1.05778684"," 0.37006688"," 1.45278733"," 0.71217512","-0.63278292","-0.43870863"
"1700899676_61728"," 0.03390851"," 4.93427069"," 2.56656633","-5.38727951","-2.70379218"," 0.40382671","-1.08752204","11.41225953"," 2.15257174"," 2.92363856"," 3.10966752"," 2.32379535"," 2.34019430"," 1.76741299"," 1.83243830"," 1.11326393"," 0.36938763"," 1.50763891"," 0.74942789","-0.24623504","-0.46322704"
"1700858855_91348"," 0.0336804"," 1.6556908"," 0.4146139","-2.0059115","-4.9357738","-0.5211038"," 0.3275302","13.2236560"," 2.1526044"," 2.4708787"," 2.9901335"," 1.8870885"," 2.8008673"," 1.8032727"," 1.5334582"," 1.2630134"," 0.3700953"," 1.7726163"," 0.7097602","-1.1291039","-0.4428813"
"1700900587_46669"," 0.03378533","-4.59163567"," 0.60077522"," 3.01254897","-4.04123189"," 1.07718203","-0.69890243","13.06951031"," 2.15194677"," 2.61862419"," 4.33017117"," 2.19366277"," 2.17889964"," 1.23265919"," 1.36009373"," 1.02948421"," 0.36938067"," 1.72431194"," 0.71705933","-2.54051156","-0.44373300"
"1700848556_23323"," 0.03386051","-0.15950965"," 0.75265898","-1.16417920","-2.77875522"," 0.43779147","-1.23278940","11.90747835"," 2.15342884"," 3.05228116"," 4.12684262"," 1.80095116"," 2.21818867"," 1.59837912"," 1.82851742"," 1.30490620"," 0.36983564"," 1.69500169"," 0.73062256","-0.73815616","-0.45235137"
"1700877746_82828"," 0.03481510"," 1.63465729","-0.73747522","-1.19939232","-4.71288663"," 0.67371002"," 0.02993876","12.08641114"," 2.15536330"," 3.27355029"," 2.37413748"," 1.38766303"," 2.74907433"," 1.44169121"," 1.63843073"," 1.10173109"," 0.36913779"," 1.63159699"," 0.70642006","-0.87164598","-0.43075540"
"1700893881_26421"," 0.03392661"," 5.69165125"," 0.59671538","-4.34721618","-1.34297854","-0.60548957","-2.54103801","11.94010329"," 2.15290934"," 3.90668505"," 2.52831016"," 1.82534247"," 2.35543017"," 2.15495665"," 2.79062964"," 1.43404612"," 0.37679749"," 1.19356667"," 0.75198623"," 0.22323623","-0.46255578"
"1700858522_26621"," 0.03384937"," 0.90570940"," 1.85135653","-1.54106490","-3.20566123"," 1.18877935","-1.70503547","12.76943194"," 2.15455558"," 2.97783388"," 4.04425247"," 2.26022423"," 2.22969300"," 1.33444331"," 2.02582637"," 1.19086212"," 0.36896280"," 1.42286731"," 0.71560088","-2.31457776","-0.44108908"
"1700857322_81691"," 0.03400591","-1.56209383","-2.63223913"," 0.08792822","-1.69296965"," 0.48957241","-2.78233572","13.15743889"," 2.15050378"," 2.11530606"," 8.41032063"," 0.84517672"," 1.86494399"," 1.61744370"," 2.07184105"," 1.44645021"," 0.37067431"," 1.83915752"," 0.77226397","-2.22100240","-0.47667506"
"1700865662_76514"," 0.03393428"," 2.78175265"," 3.96293532","-5.14540121","-2.56045917","-0.04563691","-0.26535696","13.41382884"," 2.15301438"," 3.47426783"," 3.22653030"," 2.73699243"," 2.19296284"," 2.01667239"," 1.45803098"," 1.18175738"," 0.37046416"," 1.77103616"," 0.75653274","-1.88719624","-0.46657432"
"1700879985_45419"," 0.0338711"," 0.2704981"," 2.9470056","-0.8363735","-4.3767291"," 1.3762529","-1.2270175","13.1451628"," 2.1534819"," 2.5878409"," 3.7716087"," 2.5307309"," 2.1530102"," 1.1121971"," 1.7157446"," 1.1324660"," 0.3692199"," 1.5395928"," 0.7280835","-2.7714187","-0.4443216"
"1700888354_91419"," 0.0337874"," 4.5893964"," 3.2260934","-3.8150798","-5.3499874","-1.6053982","-0.2302166","12.2886931"," 2.1506215"," 2.4815548"," 3.2358682"," 1.7802540"," 2.4319332"," 1.6901311"," 1.7297428"," 1.2753337"," 0.3688140"," 1.5268402"," 0.7383981"," 0.7698840","-0.4601314"
"1700864442_21126"," 0.03416101","-0.53996842"," 0.71459333","-1.19574893","-3.00126137"," 0.40346951","-0.57117199","12.67134151"," 2.15228734"," 2.54301514"," 4.87401387"," 1.64987760"," 2.32142195"," 1.52106270"," 1.67394866"," 1.02778237"," 0.36936160"," 1.59492225"," 0.76906264","-1.57890312","-0.46900365"
"1700859844_0629"," 0.03422904"," 4.09098409"," 2.73179095","-3.92158458","-6.40169681","-1.16562870"," 0.93929910","12.81495420"," 2.15392499"," 2.75222044"," 2.67973438"," 1.90709630"," 2.21331633"," 1.39023599"," 1.29118911"," 1.16906746"," 0.36914080"," 1.75402450"," 0.73528562","-0.06895301","-0.45110865"
"1700876134_7479"," 0.03375322"," 3.18109608"," 2.09447226","-3.52712127","-3.68573322","-0.54322845","-0.27411695","13.04342403"," 2.15051110"," 3.72465868"," 3.13744844"," 2.36833661"," 2.35515096"," 1.99451878"," 1.72349882"," 1.22614873"," 0.37043384"," 1.94882773"," 0.74964317","-1.04893634","-0.46757336"
"1700879234_36362"," 0.03407416"," 4.08636569"," 2.80719090","-3.91849763","-2.67707288"," 1.30421900","-2.21609030","12.28671088"," 2.15158979"," 3.90847551"," 2.70306503"," 2.40023247"," 1.88159339"," 1.55380409"," 1.83333331"," 1.05291111"," 0.36987215"," 1.70760184"," 0.72846419","-1.86692725","-0.44580312"
"1700883860_29714"," 0.03460401"," 0.69723792","-0.28591776","-1.66435346","-2.14891894","-0.78095274","-1.32036944","12.15470512"," 2.15375384"," 3.92436492"," 2.44284208"," 2.01894136"," 2.78387130"," 2.48752940"," 2.86554812"," 1.55456423"," 0.37032551"," 1.48283873"," 0.71953394"," 0.43566632","-0.43891193"
"1700839517_43502"," 0.03447463","-3.61462199","-2.47007190"," 1.34304909","-3.00437546"," 0.83515554","-0.63559950","12.91654632"," 2.15153298"," 2.37264644"," 4.61992677"," 1.79316936"," 2.07514633"," 1.44810204"," 1.76442212"," 1.22570962"," 0.37032318"," 1.58933688"," 0.73769899","-2.20314531","-0.45806138"
"1700869383_99597"," 0.03506641"," 0.76967423"," 0.27099947","-1.61145881","-4.92385326"," 0.21491567"," 0.71175970","12.21979392"," 2.15316883"," 2.83318987"," 2.56307509"," 1.65041580"," 2.84118670"," 1.44243143"," 1.52427448"," 1.18588633"," 0.36966861"," 1.70699416"," 0.70627622","-0.62045404","-0.43105604"
"1700875559_75646"," 0.0346390","-0.2018300"," 0.1389705","-1.5061070","-2.9689435"," 0.3037799","-0.3812525","13.3769595"," 2.1526820"," 3.0478860"," 3.8935035"," 1.8808738"," 2.7686833"," 1.8967276"," 1.6383013"," 1.1886613"," 0.3689319"," 1.6167026"," 0.7162916","-2.0636041","-0.4444067"
"1700862242_06022"," 0.03428161"," 3.72638387"," 3.28127622","-3.90898585","-4.41233605","-0.30654493","-0.36424853","13.14317597"," 2.15094977"," 2.71505426"," 2.67513019"," 1.98585498"," 2.85988729"," 1.85438078"," 1.86656449"," 1.07895879"," 0.36903555"," 1.85960919"," 0.77389211","-1.28849052","-0.47124109"
"1700881136_41818"," 0.03407538"," 3.39632931"," 4.33571812","-3.57395875","-4.59218315","-1.06217778","-0.58598746","12.70268232"," 2.15183697"," 2.81129013"," 3.56408612"," 2.17996959"," 2.57436037"," 2.19147679"," 2.04709777"," 1.13639437"," 0.36891150"," 1.88067075"," 0.75301554","-0.14310662","-0.46471672"
"1700886285_92989"," 0.0343331"," 0.1489135","-0.8477752","-0.6031864","-3.4823097"," 0.1853376","-0.8926474","13.0981655"," 2.1523998"," 2.5911984"," 4.0668483"," 1.6178656"," 2.3694012"," 2.1087589"," 1.7807254"," 1.1747181"," 0.3695769"," 1.4850316"," 0.7390050","-1.6114927","-0.4534987"
"1700887342_12109"," 0.03456107"," 0.05494816"," 0.64828268","-0.88457165","-3.05926516","-0.36111300","-1.38307608","11.43670257"," 2.15148530"," 3.25164111"," 3.61904015"," 2.24307027"," 2.18628690"," 1.43125573"," 1.89461972"," 1.12640449"," 0.36886959"," 1.71736702"," 0.74061705"," 0.45231120","-0.46000202"
"1700886418_04629"," 0.03446153"," 3.49998756"," 1.40539857","-3.28452912","-6.03358596","-1.18147214"," 1.05865544","12.42283305"," 2.15282310"," 2.97431308"," 1.79039009"," 1.66203357"," 2.96945080"," 1.71281141"," 1.70521888"," 1.31563790"," 0.36857318"," 1.90918155"," 0.70334711"," 0.55036170","-0.43176582"
"1700873286_55188"," 0.03435414"," 2.24113692","-0.07723905","-2.22112297","-1.55606572","-0.52364305","-2.71201056","14.41322479"," 2.15114366"," 3.13070563"," 4.53489044"," 1.71749178"," 2.94595995"," 2.33064047"," 2.69634118"," 1.58514564"," 0.36918528"," 1.79008499"," 0.72510142","-2.24574238","-0.44922059"
"1700855780_25811"," 0.03446473"," 2.99422282"," 4.02843141","-3.37179109","-3.31594434"," 1.71194514","-1.99446862","12.80519449"," 2.15448569"," 2.28589671"," 3.90784099"," 1.99380952"," 2.38447726"," 1.86417654"," 1.76454360"," 1.07925878"," 0.36867288"," 1.57509694"," 0.72651062","-2.54110130","-0.43594969"
"1700861048_19177"," 0.03476289"," 0.20168819","-1.15815938","-1.30947176","-2.05389921","-0.40024907","-1.38189497","12.24014971"," 2.15337985"," 2.95644438"," 4.98635370"," 1.74110360"," 2.23679175"," 1.73753935"," 2.42289293"," 0.99466952"," 0.36985751"," 1.64613982"," 0.73558898","-0.23636567","-0.45323557"
