2023-11-17 05:56:51.227749: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-11-17 05:56:52.101630: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2023-11-17 05:56:52.101679: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2023-11-17 05:56:52.101684: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
2023-11-17 05:56:55.640077: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-11-17 05:56:56.041704: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1613] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 78936 MB memory:  -> device: 0, name: NVIDIA A100 80GB PCIe, pci bus id: 0000:81:00.0, compute capability: 8.0
INFO:root:Performing 2 pilot runs with the SimpleFroehlichModel model...
INFO:root:Shape of parameter batch after 2 pilot simulations: (batch_size = 2, 6)
INFO:root:Shape of simulation batch after 2 pilot simulations: (batch_size = 2, 180, 1)
INFO:root:No optional prior non-batchable context provided.
INFO:root:No optional prior batchable context provided.
INFO:root:No optional simulation non-batchable context provided.
INFO:root:No optional simulation batchable context provided.
INFO:root:Initialized empty loss history.
INFO:root:Initialized networks from scratch.
INFO:root:Performing a consistency check with provided components...
2023-11-17 05:56:57.342052: I tensorflow/compiler/xla/stream_executor/cuda/cuda_blas.cc:630] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
2023-11-17 05:56:57.444154: I tensorflow/compiler/xla/stream_executor/cuda/cuda_dnn.cc:428] Loaded cuDNN version 8303
INFO:root:Done.
[PhysicalDevice(name='/physical_device:CPU:0', device_type='CPU'), PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
training on gpu
using 2 layers of MultiConv1D, a bidirectional LSTM with 256 units and a dense layer with output dimension 12 as summary network
using a 7-layer cINN as inference network with 2 layers of design spline
prior mean: [-3. -3.  5.  0.  0. -1.]
prior covariance diagonal: [ 5.  5. 11.  2.  6.  2.]
Using the model SimpleFroehlichModel
amortizer-simple-fro-sequence-summary-Bi-LSTM-7layers-2coupling-spline-500epochs
max epochs 500
Model: "amortized_posterior"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 invertible_network (Inverti  multiple                 525490    
 bleNetwork)                                                     
                                                                 
 sequence_network (SequenceN  multiple                 605484    
 etwork)                                                         
                                                                 
=================================================================
Total params: 1,130,974
Trainable params: 1,130,890
Non-trainable params: 84
_________________________________________________________________
INFO:root:Generated 1000 simulations for validation.
2023-11-17 05:57:32.924133: I tensorflow/compiler/xla/service/service.cc:173] XLA service 0x7f216fb93030 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2023-11-17 05:57:32.924168: I tensorflow/compiler/xla/service/service.cc:181]   StreamExecutor device (0): NVIDIA A100 80GB PCIe, Compute Capability 8.0
2023-11-17 05:57:32.927517: I tensorflow/compiler/mlir/tensorflow/utils/dump_mlir_util.cc:268] disabling MLIR crash reproducer, set env var `MLIR_CRASH_REPRODUCER_DIRECTORY` to enable.
2023-11-17 05:57:33.012839: I tensorflow/compiler/jit/xla_compilation_cache.cc:477] Compiled cluster using XLA!  This line is logged at most once for the lifetime of the process.
/home/jonas/Amortized_NLME/models/froehlich_model_simple.py:44: RuntimeWarning: overflow encountered in exp
  m = np.exp(-delta * (t - t_0))
/home/jonas/Amortized_NLME/models/froehlich_model_simple.py:46: RuntimeWarning: overflow encountered in exp
  p = k_m0_scale / (delta - gamma) * (np.exp(-gamma * (t - t_0)) - m)
/home/jonas/Amortized_NLME/models/froehlich_model_simple.py:46: RuntimeWarning: overflow encountered in multiply
  p = k_m0_scale / (delta - gamma) * (np.exp(-gamma * (t - t_0)) - m)
INFO:root:Validation, Epoch: 1, Loss: 1.219
INFO:root:Validation, Epoch: 2, Loss: -0.089
INFO:root:Validation, Epoch: 3, Loss: -0.797
INFO:root:Validation, Epoch: 4, Loss: -1.157
INFO:root:Validation, Epoch: 5, Loss: -2.467
INFO:root:Validation, Epoch: 6, Loss: -2.930
INFO:root:Validation, Epoch: 7, Loss: -2.258
INFO:root:Validation, Epoch: 8, Loss: -3.193
INFO:root:Validation, Epoch: 9, Loss: -3.463
INFO:root:Validation, Epoch: 10, Loss: -3.303
INFO:root:Validation, Epoch: 11, Loss: -3.262
INFO:root:Validation, Epoch: 12, Loss: -3.512
INFO:root:Validation, Epoch: 13, Loss: -3.907
INFO:root:Validation, Epoch: 14, Loss: -3.952
INFO:root:Validation, Epoch: 15, Loss: -3.799
INFO:root:Validation, Epoch: 16, Loss: -3.865
INFO:root:Validation, Epoch: 17, Loss: -4.371
INFO:root:Validation, Epoch: 18, Loss: -3.576
INFO:root:Validation, Epoch: 19, Loss: -4.375
INFO:root:Validation, Epoch: 20, Loss: -4.375
INFO:root:Validation, Epoch: 21, Loss: -3.878
INFO:root:Validation, Epoch: 22, Loss: -4.551
INFO:root:Validation, Epoch: 23, Loss: -4.148
INFO:root:Validation, Epoch: 24, Loss: -4.679
INFO:root:Validation, Epoch: 25, Loss: -4.527
INFO:root:Validation, Epoch: 26, Loss: -4.553
INFO:root:Validation, Epoch: 27, Loss: -4.583
INFO:root:Validation, Epoch: 28, Loss: -4.689
INFO:root:Validation, Epoch: 29, Loss: -4.273
INFO:root:Validation, Epoch: 30, Loss: -4.776
INFO:root:Validation, Epoch: 31, Loss: -4.808
INFO:root:Validation, Epoch: 32, Loss: -4.712
INFO:root:Validation, Epoch: 33, Loss: -4.717
INFO:root:Validation, Epoch: 34, Loss: -4.523
INFO:root:Validation, Epoch: 35, Loss: -5.015
INFO:root:Validation, Epoch: 36, Loss: -5.023
INFO:root:Validation, Epoch: 37, Loss: -4.983
INFO:root:Validation, Epoch: 38, Loss: -5.004
INFO:root:Validation, Epoch: 39, Loss: -4.709
INFO:root:Validation, Epoch: 40, Loss: -4.903
INFO:root:Validation, Epoch: 41, Loss: -4.575
INFO:root:Validation, Epoch: 42, Loss: -4.684
INFO:root:Validation, Epoch: 43, Loss: -5.073
INFO:root:Validation, Epoch: 44, Loss: -4.792
INFO:root:Validation, Epoch: 45, Loss: -5.037
INFO:root:Validation, Epoch: 46, Loss: -4.588
INFO:root:Validation, Epoch: 47, Loss: -5.226
INFO:root:Validation, Epoch: 48, Loss: -5.224
INFO:root:Validation, Epoch: 49, Loss: -5.020
INFO:root:Validation, Epoch: 50, Loss: -4.807
INFO:root:Validation, Epoch: 51, Loss: -5.181
INFO:root:Validation, Epoch: 52, Loss: -4.455
INFO:root:Validation, Epoch: 53, Loss: -4.981
INFO:root:Validation, Epoch: 54, Loss: -4.613
INFO:root:Validation, Epoch: 55, Loss: -5.153
INFO:root:Validation, Epoch: 56, Loss: -5.000
