run,a,delta1m0_pop,delta2_pop,e0_m0_pop,gamma_pop,k1m0_pop,k2_pop,k2m0scale_pop,offset_pop,omega_delta1m0,omega_delta2,omega_e0_m0,omega_gamma,omega_k1m0,omega_k2,omega_k2m0scale,omega_offset,omega_r0_m0,omega_tBegin,r0_m0_pop,tBegin_pop
1702664766_84499,0.0335579243164531,5.16047730507821,2.32686821982075,-3.5401789516009,-5.13441026763067,0.580105264147279,-0.807079374770408,10.9648768083969,2.11663046445756,3.07125604883114,2.66033132951008,1.75949975450212,2.72715374831727,1.50454812185398,1.61752569648232,1.21611657796684,0.352199164624696,1.56425618600008,0.692179218486976,-0.104544458657543,-0.338067138348803
1703171247_98414,0.0338793495031079,2.09270220633526,1.03973152072634,-2.29584121378499,-2.36981294961963,0.790655542555869,-2.411253282557,12.4553860824461,2.11607745083518,2.62341814846507,4.86368675802938,1.94365042973183,2.4301202565854,1.92194232949515,2.35123213686103,1.27010768552555,0.352080591429888,1.66312902850415,0.698441472528379,-1.83910665301693,-0.342913381787917
1702059916_72571,0.0342262165791307,-0.151829520185927,0.73144417325898,-0.53315398256284,-5.25966770359042,1.41220036244969,-0.0382306949421706,12.3537733177597,2.11862327533508,2.81109674917435,2.45827143807003,2.1722818649438,2.58070403124846,1.53491187294029,1.32002681745519,1.08871985314614,0.352815439245011,1.51764468298523,0.687332405363126,-2.17201861388223,-0.329845877176113
1703171110_05686,0.0342537817575479,-2.77110819264282,-0.916364505398014,1.6783379136179,-3.96731476548475,0.770390631961441,-0.894396249912484,11.7040104439962,2.11623162055524,2.75038458036549,2.27800649953783,2.10588597611487,2.40348298935723,1.45387572136423,1.55310788475008,1.14255491446489,0.352154639715184,1.56848528819407,0.698154864720669,-1.13985734547345,-0.343688138180762
1702664766_8798,0.0339689438474001,0.204444436004672,0.780430841159696,-1.70917599963095,-2.45619278140862,-0.50856772952918,-1.19068649646425,12.4072057793088,2.11526452727395,2.89674589542296,4.96885375310064,1.90622407241884,2.75161446540723,2.12357026900229,2.23454073555539,1.2473364261488,0.35212720065234,1.71000012932706,0.707143941378104,-0.703200250479215,-0.353371436475024
1703665007_07139,0.034125468904566,1.28424770701172,-2.9245000739744,-0.685740004739343,-1.96630111598013,0.474552752546709,-2.82713172164817,12.1668980092578,2.11672192605952,2.75053371806446,3.56951433403249,1.38605656121873,2.4244815198041,2.07675334942152,2.25384057949403,1.36566063213625,0.352081746051718,1.52183058790583,0.695967403311279,-1.10933987388581,-0.338715269380911
1703171109_9439,0.0342631824954385,1.20878646753605,-1.02966382389572,-0.584330755938517,-4.37081389942981,1.39869412228879,-1.16313417938264,12.2188384199923,2.11774486081211,2.7773628088811,3.09471591917923,1.52445179776514,2.72829011945069,1.49875077548086,1.6779982165554,1.07452626230636,0.35227931682281,1.50819278290373,0.687221449541086,-1.9101738005421,-0.329326638005487
1702664766_20488,0.0347176394599771,-3.07744581831902,-0.0346007973352249,1.48506646625476,-4.02212914456374,-0.246651770068573,-0.255746738564225,13.2599240344286,2.11612923982191,2.91069755623935,3.46646677248007,2.12348567156657,2.66035632277542,1.88915131967236,1.72872830317155,1.12904715881087,0.352207440282446,1.66896716461664,0.703878438417822,-1.78051996572874,-0.349905389854045
1702059935_0991,0.0348607058907849,0.781562292789853,0.885051369203523,-1.23165431490806,-4.69288021820311,1.52040390084886,-0.333104661937847,13.9275461368435,2.11834022595334,2.55163049747007,4.15070206922499,1.82035740295837,2.87419694779474,1.69888548215863,1.80636678897261,1.28494019236919,0.352494336489447,1.66911390474698,0.687206188186071,-3.77631752155668,-0.328792916956131
1702664766_7668,0.0349422299872419,-3.570101894555,-0.958043156429729,0.750884673328529,-2.10166249123403,-0.749604230497802,-0.839541841698752,12.5883301516381,2.11542134075088,2.94526791924268,4.88663033538242,2.1544593891789,2.55660014383011,2.16916665380004,1.98442438546313,1.27521576469438,0.352119930929867,1.71747823741596,0.708676912211298,-0.68066901342903,-0.355059615265735
1702059934_89274,0.0351225494110031,-0.649337663543704,-1.21152037776599,0.390026767521586,-4.28365449120282,1.52905753010488,-0.893293402139144,12.3324581884169,2.11827822054137,3.08807755603546,3.31977548588649,2.10530836931338,2.60734935217549,1.62272705312597,1.57112042287811,1.2948209785673,0.352805558145583,1.73455521129168,0.687143266826012,-2.15573256350358,-0.32905113585586
1702059916_69504,0.0347707117888845,1.30311935433378,0.683431190138605,-2.00394810499924,-2.01139567100205,-2.53425730209441,-1.52362425968069,14.1241061812889,2.11647303936052,3.284876227083,5.4358262214014,1.79308662156793,3.27436004048222,2.12294876986102,2.88290896198806,1.36424723990497,0.352435656045211,1.73670201612928,0.706670174139228,-0.367528763980644,-0.35236542134043
1703634040_65917,0.0355523532584668,1.10288756636814,-0.592242922265869,-1.61314700138672,-3.9958201952586,1.01114949906956,-0.103065167751522,11.838643854767,2.12025415067316,2.74361913079272,3.36071712024932,1.60678740070482,3.02871334155326,1.84904266238238,2.20665204761383,1.12226702124793,0.352859823283616,1.51847428065122,0.685526758968022,-1.09281755629268,-0.325488119166845
1703171247_95412,0.0352085668129098,1.49129232044623,0.84041241899758,-2.12806857198372,-1.0343841614959,-1.70285167960061,-2.91264750476009,13.613987190825,2.11730675249173,3.56598530390309,4.73698627502267,1.94878667912741,2.92288557218348,2.53550892234794,3.04612554522653,1.67318402057608,0.352414764393855,1.69201217538979,0.701407048697983,-0.561829912951652,-0.345803526580517
1703699471_90805,0.0356089810310272,-0.498750267175817,-1.34179062679555,0.977100177785874,-4.55203227763066,0.0803042301132518,-1.2014411092111,12.539851490628,2.11743841474675,2.93194547818405,2.89015562272378,1.87881961148022,2.42721654463141,1.95930770894486,1.79195918098989,1.14784174729588,0.352035199249523,1.84621663102536,0.692733584017437,-1.07142947779064,-0.336512126765293
1703672101_84843,0.0356583445705576,-0.321309309640352,-4.82037877293104,-0.0913679011375022,-0.576753216173856,-1.90270447342351,-2.66233824469198,15.7154758230031,2.11735465181449,3.56794320521777,3.67545979675695,1.55521556302913,2.64554003669561,2.33151752785068,2.61362695803969,1.40175926203855,0.352465606964324,1.8649123878498,0.701285096320902,-2.37539131650908,-0.344102609822499
1703171246_83479,0.0358537686569634,2.5535769574721,-0.191252240826357,-1.91769997221975,-4.46200083619384,0.0946651453571248,0.0668331860297965,13.425364080687,2.11966631807658,2.82247145098371,4.01334847515965,1.62612851692473,3.25038385921827,1.91363209129898,2.13190553513178,1.23772006163398,0.352745929020482,1.78372595711524,0.690533498010235,-1.81657164005644,-0.33068858502881
1702059916_60624,0.0371294683741715,-0.788101903203979,-0.264891334431612,1.18666166142595,-5.33063027699484,0.0583332191814896,-0.351962887405191,13.5961611167416,2.11968652789801,3.17175213388264,2.45483440954084,2.06323308988444,1.85556149074477,1.87260395684775,1.68251012872985,1.12339172230653,0.352813785766293,1.79955992582257,0.692352590098487,-1.97514690123932,-0.332005972768283
1702664768_22942,0.0382484671410832,-5.39711925206884,-0.443519274145802,2.83512461094989,-1.00833473415084,-0.792305181204001,-2.50444117757237,11.8068805860167,2.11781375772561,3.21086105108327,2.72458891728522,2.40516491675582,2.28026847296118,2.74247028852875,2.02251368907386,1.68322312717108,0.35238448019717,1.56717020055131,0.703595262646288,0.421634181615734,-0.345455593699193
1703657742_49583,0.0384645603285999,-3.75799752646179,-1.55867722584047,2.57219821643043,-2.61198894840324,0.015660199497043,-1.73096567071291,11.9570690176522,2.11988825982638,3.55575062432545,3.00729494880771,2.17868515622243,2.64695841072442,2.24517378141462,2.0624592483834,1.29832015648073,0.353209683920492,1.68688634404729,0.698753889512266,-0.317655334569364,-0.336603286890476
1703602913_25172,0.0382409221719131,-1.2718757855753,-2.70989706779083,1.40100015305268,-1.89105293448569,-0.540857618167712,-3.20699050735612,13.094011885392,2.11953415883414,3.70729232703642,3.31267833442797,2.0334560177764,2.62589462040877,2.42965635356575,2.19019547007087,1.40512293364739,0.352485740776879,1.73260841373172,0.695766597427675,-0.805009416074433,-0.333993626570541
1703171110_28597,0.0384568089422144,2.03768318728046,-1.46280959699913,-0.749669164840291,-2.81334372954125,0.35656721133819,-2.08618322992881,12.3917397534083,2.12138022508644,3.78862171294144,3.51062631554435,1.8650707102918,3.01490473894186,2.53533074688787,2.5006509558625,1.48226080815489,0.353610304556732,1.79202892949594,0.686497485721014,-0.64904514124095,-0.323602975233436
1702059934_59317,0.0393311494571015,-2.00562805479499,-1.88586369091644,1.80899261316425,-2.78652266904815,2.06306267427745,-2.47728810547885,12.2374860325645,2.12162389788828,3.16901689092769,3.24353007809748,2.05242124207865,2.22101211530312,2.36947537543536,1.90850861003585,1.1820760317316,0.353062888661241,1.53638181899436,0.681386952556966,-2.06151928399328,-0.31649728393815
1703148805_81028,0.0464833413711089,4.53277421131151,-0.949663609269755,-0.0789169981365073,-4.81249323479289,2.96469783911732,-1.08634125161772,10.9506756190209,2.13023221024587,3.89143008436934,1.69066200649138,2.14185529554741,2.16052967287646,2.80404027744131,1.41462556380723,1.21785694163744,0.355379814009793,1.72269114270344,0.654404313619429,0.131773304899511,-0.278513698418714
