run,a,delta1m0_pop,delta2_pop,e0_m0_pop,gamma_pop,k1m0_pop,k2_pop,k2m0scale_pop,offset_pop,omega_delta1m0,omega_delta2,omega_e0_m0,omega_gamma,omega_k1m0,omega_k2,omega_k2m0scale,omega_offset,omega_r0_m0,omega_tBegin,r0_m0_pop,tBegin_pop
1701021494_18584,0.0345374975876735,1.86232853099181,4.20030316987218,-3.84271917317106,-2.17854940075886,0.756779693097397,-1.72779366195763,12.5116576499145,2.1383990862325,2.67994712223958,3.23518737836245,2.00813354742642,2.49414003999908,1.9162637145933,2.2081965857151,1.26687936649934,0.416978890072293,1.51856369325949,0.712187000358315,-1.95684220601911,-0.372416831131778
1700948947_46843,0.0337900963433933,2.46033154645403,2.5173314232716,-2.14019432077329,-5.09404949721737,0.918893576543483,-0.558218002159525,12.6788797226386,2.13869605965878,3.41227086390673,3.22324780195092,2.22308965189498,2.4089222667756,1.62573232406659,1.57490854998382,1.1957829595968,0.416880472742381,1.80635776614672,0.707502559571163,-2.17860645586766,-0.366093972332422
1701064248_42509,0.0341977766856765,2.01591520160911,0.574429641488948,-1.528057330024,-2.70797214513732,0.444877899786273,-2.34107980782684,13.8094744076131,2.13795899184262,2.55167273263523,4.59947642606296,1.60527998840025,2.54036558310631,1.98146237329221,2.24906374202622,1.17430575213205,0.416727030517426,1.71985857816245,0.708649548797273,-2.9229083630779,-0.371408731939328
1700986542_53526,0.0343488692550933,4.23041457467657,1.71576434670403,-2.83704793744617,-6.16404842719288,-1.29333120239228,0.261353026255721,11.9951368155234,2.13965893632575,2.93260722422835,2.69867018208232,1.8169547658208,2.62905649519778,2.03889319305081,1.68652249145848,1.20428054187704,0.416730437629052,2.03104541488778,0.696075207597741,0.770108256182444,-0.360009883509882
1700892784_51286,0.0348600925922437,-0.203982827006448,-3.07182907320354,-0.209610529550803,-1.76942185180804,0.447717793074406,-2.59105616462119,13.7010820783607,2.13928076470766,3.26052247858436,4.53187555193953,1.76536991691597,2.45518643042651,2.03716944872525,2.29390481679734,1.26852576126103,0.4165719439108,1.81384218156922,0.708978000019238,-2.7409923561013,-0.367215183961763
1700930231_70351,0.0350742972637629,0.247661441540616,-0.525718344764091,-0.192446576220253,-4.4413322022472,1.80984402946245,-0.899689549228632,11.8593397503936,2.14089313816187,2.70333107247182,2.41035336850557,1.78021479476688,2.4998428014291,1.76263857506022,1.32619887028085,1.28388598102793,0.416923405629356,1.5883481306483,0.683184393881508,-1.84331081794311,-0.345194920607382
1701046801_77654,0.0345375068037456,0.550169638878833,-2.18792781988159,-0.996636045117388,-2.50062330286782,-0.162686671302708,-1.20149046543276,11.8469557179353,2.13806316113809,3.26799583552311,3.18791127195556,1.50648144969296,2.64889293909186,2.00849678159803,2.14406633444782,1.25325759249977,0.416724619729212,1.62003529140271,0.705255128289361,-0.327747481440965,-0.370116658487692
1701060236_92795,0.0349088509747439,-2.39090750365574,0.60403471628798,0.382423419857975,-3.87848747513457,-0.181581860042901,0.223454698147418,12.1965732368127,2.13845534604768,2.9385770696195,2.41118280037299,2.28741671250658,2.51950111275025,1.88462353442104,1.54241418178887,1.03469132994307,0.416804832942857,1.73437243861732,0.697414012811413,-0.750008696374262,-0.366615604109434
1700838043_48774,0.0353744034254299,-1.71219528423284,-0.635769216471711,1.2605331704771,-5.05161383706112,0.401461720599097,-0.336131611164005,13.8262751944487,2.13961394675443,2.50468382575638,3.4062264021365,1.93363100539134,2.1709964100951,1.73077651891363,1.41849924037402,1.14251325584605,0.416907139454204,1.74826443763558,0.70966802622862,-2.89453934053278,-0.367818241237136
1700873746_0922,0.0350349612292692,-0.0616561398400245,3.69107145855836,-0.162263826960256,-4.32511040352416,-2.93581326244206,-0.87751210213238,13.536975660205,2.13743237225957,3.19249299306206,4.50277596363648,2.38071586503682,2.28986594322562,2.12400134927436,1.98801353731311,1.27775477982969,0.41724002656048,1.88636899553064,0.718499636756511,0.454239219804905,-0.383864033787038
