"","X","run_1700854316_30864","run_1700864499_97542","run_1701007386_02697","run_1700988146_91112","run_1700838034_71293","run_1700994560_77725","run_1700953401_57241","run_1700972677_35535","run_1700939993_73471","run_1700909397_65769","run_1700871247_57832","run_1700848166_14722","run_1700860417_5334","run_1700887362_60681","run_1700867908_31912","run_1700946370_62709","run_1700903223_95885","run_1700878979_28199","run_1701011574_21669","run_1700956267_9281","run_1701007908_68193","run_1700876345_96234","run_1700838034_71271","run_1700857219_11719","run_1700950061_71081","run_1700969325_12273","run_1700873694_14193","run_1700857156_30919","run_1701004637_68622","run_1700870934_75099","run_1700890121_9242","run_1700965941_1738","run_1700993389_36723","run_1700922755_74132","run_1700915881_46774","run_1700879351_07321","run_1700987296_65127","run_1700962952_42409","run_1700875488_57763","run_1700893669_29685","run_1700926150_2312","run_1700845165_21486","run_1700851457_42836","run_1700900034_90703","run_1700847900_87948","run_1700841155_76071","run_1701001070_48527","run_1700912492_51123","run_1700980296_90523","run_1700904890_48136","run_1700991808_25689","run_1700889516_71666","run_1700881723_60041","run_1700932955_63878","run_1700882874_61082","run_1700997384_18434","run_1700841394_69504","run_1700990543_65859","run_1700930227_40854","run_1700927094_45633","run_1700985390_97928","run_1700950108_6738","run_1700975541_033","run_1700954020_38054","run_1700854090_37388","run_1700884433_26178","run_1700886404_6002","run_1700867652_73645","run_1700983647_40761","run_1700942646_14737","run_1700959672_32049","run_1700923227_11996","run_1700933461_60817","run_1700972490_03701","run_1700957378_97745","run_1700919981_71514","run_1700961033_70806","run_1700900134_51258","run_1700981441_10965","run_1700897399_32176","run_1700893468_57449","run_1700896953_78311","run_1700946297_50475","run_1700936687_30819","run_1700996524_79803","run_1700968955_40898","run_1700943069_0623","run_1700851025_48997","run_1700919090_34126","run_1700906244_3726","run_1700936306_93298","run_1701011174_35908","run_1700860532_27996","run_1700976868_72503","run_1701000790_02091","run_1700912537_31353","run_1700929216_67468","run_1700908050_05588","run_1700864355_27781","run_1700844328_08705"
"1","a",0.0332479124501921,0.0338873911927095,0.0336665511241848,0.034138693647224,0.0338291094625779,0.0340555005892316,0.0343719921145231,0.0352904487350394,0.0344910755812733,0.0341272417582365,0.0340236246304196,0.0345479182992623,0.0349077556357851,0.034378894616944,0.0350331297205966,0.0346849635133924,0.0344762532050869,0.035513557166013,0.0353082022382387,0.0349947961993405,0.0359526222962643,0.0352807844045346,0.0346420987613352,0.034729257756146,0.0347796262457988,0.0347003218524112,0.0348798655723967,0.0360210830523678,0.0353959889298918,0.0360128416433862,0.0350292796644314,0.0347713334201572,0.0361195360766441,0.0352341822828929,0.0353473849198384,0.0350644371154122,0.0354630372262518,0.0350961943383069,0.0348654550603981,0.0354679216905327,0.035217222182575,0.0359580206899582,0.0356085256473934,0.0359713129005592,0.0356158582050795,0.0357660750580079,0.0372887128320324,0.0365934485250868,0.0358477781084183,0.0361761712873749,0.0363597668312635,0.036858505686835,0.0365693304388091,0.0371532893741409,0.036794998159684,0.0369237192916468,0.0380049577314493,0.0363101606133917,0.0377603292227221,0.038228013124627,0.0379520438001542,0.0381063331294777,0.0369838492196837,0.0381898399556588,0.0378626034217173,0.0381369144677157,0.0379941480643853,0.0397355795487939,0.0381997991161837,0.0381598146252614,0.0386237666017913,0.0392872536983706,0.0397893670758032,0.0405897429868563,0.0420068117750541,0.0407642422145416,0.0413637367517236,0.0417703291387877,0.0408518422025204,0.0436068475537002,0.0428590898600341,0.0417634950000517,0.0436110396880614,0.0425006333730206,0.0437679027321919,0.0457126689075016,0.0444113640372021,0.0454344659828392,0.044805133529325,0.044438259608619,0.0454591624793285,0.047481077984408,0.0483981621333569,0.0501988875265277,0.050932430509878,0.0496232459346758,0.0510113611620191,0.0526657453805434,0.0572265212528877,0.056247696617864
"2","delta1m0_pop",1.02605319293945,-2.33976849549218,4.05059291081582,0.0637247977868866,-1.75272709667565,-2.73567934502964,-6.47888719232934,-0.605949452544458,-1.08537917343589,-5.27814090438269,3.52971103573319,-2.3001929134776,2.65623478411062,-2.5561381370701,-0.652008732295949,1.29329059952815,-1.7077336465386,-2.45306308700913,-2.58276065832991,0.758531451271533,-0.178847691821824,-0.349184021723015,-0.5066558782093,-1.08795050762462,1.39376713748947,1.49894284475684,-2.51974408076012,-3.88023303178519,5.05897848960863,-3.84249067049772,0.217678697349953,5.18998511809459,2.74417949978259,-1.34220785376475,-2.12176016472989,0.476760918013291,2.45039664552995,7.87813448857151,0.803025305796405,-1.16535794205159,0.0934228520271155,-0.872430583104132,-1.48454801202772,-0.287577185510031,1.89261432126874,-1.18226331810216,3.68648495869893,-0.302453408530973,0.762003066955379,-1.66100817451349,-1.88968690549707,0.133154704746759,0.777387135976751,-1.96030956456226,0.45273181651148,2.53359378306992,-1.76453604021689,1.85802643410267,4.05049300920055,1.16825702864573,2.3380150426368,-0.845012783027494,2.62949728178339,-2.58389637617393,-1.20493922867427,-0.540005172970478,-1.62174999594347,0.323673296899953,2.47526324930842,-4.02616892164729,-3.73167430714407,2.13719430860583,1.14788640065771,-2.32312368203273,5.71799774578407,2.54570947560957,1.32099402155886,2.0692651257644,4.59939959157724,0.291649170979246,4.52777408828933,-2.6238336685819,4.00943216964735,7.17096612866336,5.00325432434168,0.676794015398772,1.56090385997169,-3.94795268782215,-2.73137883024969,-0.363144055326474,1.01704609643664,5.49916792503679,0.28282250041311,-6.24021181992154,3.49408030073363,7.52932134374011,2.24293692492935,4.54903266033556,-0.557553470401786,2.08861811727663
"3","delta2_pop",1.77526008836088,-1.04351763871862,-1.18258226725385,2.49659510865588,-1.54575472820042,0.724965705842669,-8.36566946532785,-1.10488418239849,-0.459409002358859,-0.112722128605716,1.09766931100004,2.99066363134825,-0.355957042154748,-2.04448958906764,-0.0440823008870775,0.586856860387084,0.135179671939669,-0.558069753024489,-0.227971821081222,1.60682605698406,0.212818085014757,-0.613850649853301,-2.20556396570585,1.3865805814873,1.02776549830831,0.861043162856308,-3.36366512994768,-3.06322614302529,3.0840606571718,-1.65983096230575,-0.119742697786913,0.831003561152977,0.96984141523496,-0.0525303558832003,-0.0968212632674916,-0.976963340280847,0.904353251387189,0.953367927766567,0.91681257879511,1.94024083582999,0.271299666359444,-0.283985659405007,0.614659752659499,0.504798451322576,-0.186157489516863,0.677085084003295,2.22693438980956,-0.922312453123785,0.921046083795723,-0.80086581547759,-0.71037984519288,2.16017900609478,1.1623035736052,-1.26998887906245,0.235607757071735,2.92364291627306,-2.77413056921712,-1.3240512894462,0.709648354982772,0.542267380036006,3.45518257666053,-2.17364287621055,-2.00454824211924,-0.396871233656753,-0.186881124837706,-0.133952171299077,-0.620870633811349,-0.932167376976091,-2.41822584839646,-1.46630749628598,1.07576284597362,3.11865304627802,-0.294937251348144,-1.78318585082124,2.38846979147439,-0.628197433815537,-0.723650992098142,0.0820935654296907,1.68688245703868,-1.10687722662296,2.86685356877311,-0.0852447579369279,1.73074034484239,-1.04208917271138,-1.35037136292015,-1.62740725221032,-0.718782040790626,1.50588023653547,-0.218252427785555,1.26788235108648,-1.26650424562282,-0.221021323328145,0.297483601076078,-0.458167214522885,-0.128459051201787,-2.87501463145657,-1.97823349018335,0.23075596678064,-0.0839055350669686,-1.39489971240387
"4","e0_m0_pop",-1.34804349181561,0.5539486236795,-2.36461731735391,-2.20318451733821,0.526449878050416,1.44136290118118,3.63052265804922,-0.460768201278353,0.0373696990126022,3.96531215593165,-2.09124185755702,-0.537597390328883,-2.59943069717884,0.800268864635556,-0.710798067542406,-1.62816956396902,-0.575686576249425,1.32146547960949,-0.654539131567239,-2.48304751510332,-0.435437528447565,-0.288300036973955,0.431611515870128,-0.878798639142778,-2.75683591241599,-0.766888620934427,0.472367898050709,1.75426049831723,-4.45518783369043,1.51082313793357,-1.34163083588104,-2.22750396612087,-2.90923675374556,0.0282022536983964,0.587624288737094,-0.319255374801663,-2.22977889233271,-4.91752701918386,-0.718018043587541,1.10848947074968,-0.510882373837308,0.993912828444262,0.502361648210423,-0.948344030605094,-1.82529567507916,-1.49945234178472,-2.3996309523571,-0.403162635521417,-2.5453415186425,-0.514770589212897,0.377717902486519,-1.0879839515654,-1.50159984950951,0.907815734614517,-1.87369005405897,-2.09487335149867,1.33588707974771,-0.298745812457787,-1.49108466771936,-2.23317100909526,-3.21213352335181,-0.191094764600319,-1.00238106699997,-0.28093473175124,0.927647099131933,-0.626046104399999,0.193030296191258,-0.747351797490068,-1.12216860186554,1.31805109503399,1.9508939219802,-1.1767674985922,-0.284814656563205,2.22604831595876,-2.27714262078155,-1.09906799614326,-0.253287515947966,-1.33864208866994,-1.89811795435833,0.850912139556308,-2.06302465679522,1.91091928911136,-2.75818508458373,-1.79926719715342,-0.730176762765166,-0.989238908309211,-0.451139153035781,1.20006211841648,1.47980210978941,0.778365178154404,0.353311611133165,-1.07365938954296,-0.639759843215937,3.28316737711407,0.0966053616001203,-0.658867916214957,0.709559131369096,-0.568412275604532,-1.13351031560803,1.99106501506055
"5","gamma_pop",-3.15918166781254,-1.93804930153726,-0.84583376750006,-3.06804558005375,-3.71994948846983,-3.61948786937592,-2.42167233373242,-3.52386359876263,-2.83152976964263,-4.13843458142853,-3.46550434878912,-2.35296482859523,-2.90197233814936,-1.99554188968312,-2.33806364413677,-3.91369608780946,-3.13134204623885,-2.93127522815231,-2.4553811468164,-3.04493106015904,-5.51366258439093,-4.56107789831717,-3.03063718254373,-1.75809985999885,-4.81497769375681,-4.41108624102558,-2.3075670193925,-2.18799045690881,-4.93873268808265,-3.3997441549347,-1.50501087336618,-4.55689978434804,-3.33357439671188,-3.00370277537819,-4.20410352394328,-4.27070116674492,-2.51209290138095,-0.294207166048392,-4.6208765586433,-3.09389385532697,-3.64948171916954,-3.7523807661952,-4.56242545306473,-2.39492859347183,-2.36458212784587,-2.29876986049532,-5.76626507063343,-3.89108377024774,-2.61550524467173,-2.42622181779658,-2.96269009588278,-3.43493797982816,-3.83704083431445,-2.89116669446653,-3.69260214446721,-3.45772557979843,-2.63562540122046,-3.89725926933053,-5.31976960784173,-4.24060114855231,-3.89297182366546,-2.29155905757956,-3.83344027174703,-2.42135884216263,-4.63962194559752,-4.30157443285383,-2.7756322185639,-4.02666363545096,-2.37793860616901,-1.98507303086641,-0.695741529146137,-2.79109506008338,-3.66210790744934,-2.98059017329573,-4.54515050130981,-4.99495230095023,-4.86838155617001,-4.23563874232443,-5.11264056739295,-4.8937031798628,-5.02040125459641,-4.39294290594771,-2.6237228290732,-5.09325849240301,-3.59211852479442,-3.1786602426741,-5.14296623485603,-2.97056736195344,-4.02704448788915,-3.62964843178214,-2.71250185554823,-3.64541375948709,-5.80882279175597,-2.48541150823641,-3.03411928202435,-2.62914828435034,-3.7682212828692,-3.74330110717894,-4.41073719601038,-4.46059245700035
"6","k1m0_pop",1.40804346639014,0.683098309606835,-0.820650607165426,0.534661238037152,0.340578186403667,1.30999660437924,0.91353772710044,-0.0984546409943125,0.873748426232823,1.01857164130475,0.708600245534862,0.359735618629608,-1.01841453524712,0.209642467079659,-0.41279706010498,-0.0341716378509065,-0.113719492784537,-0.139563917174908,-0.016372534947182,-0.692336230168781,1.06968244365367,-2.16019534080638,-0.348237607536217,-0.605823089053436,-1.39599634097933,0.527175109231044,0.0988009558221124,0.82479182687863,0.894119550580045,0.315489803555515,-0.704168124538694,0.777928532681145,0.390869842455662,-1.07427649511352,-0.155884659659625,0.192348196690676,0.897528780132548,-1.78022339207519,-0.113370665099544,-0.116418978359661,-1.93854175349639,0.35580503750337,-0.0763003299472866,1.14602625424216,0.835210545026652,-0.897024135983457,-1.32180755176265,1.52637606966386,-1.12398768759258,-0.789478180747349,0.663532544923864,0.200733994670884,1.77123759867971,0.530345774014647,1.2302534988626,0.932748785733104,-1.4726651451775,-3.25764056916911,0.0687833861190744,0.468869186471181,1.56414046527685,-2.55949147828268,1.44505196647094,0.118581302422012,0.607271903186343,-2.40328198294765,0.650658156994366,1.89007748160321,-0.137598490190986,-1.75519131250357,-1.42643222191368,-1.69999830603738,0.458239870184816,0.0901233669415075,-1.85535686077233,1.43637849670398,-0.603434424875787,0.129793209646426,0.234007215636625,0.252240190325387,0.222581767216612,-0.72874205210427,-1.46464315102651,2.51503940150027,-0.233643061817828,-1.05617739363512,1.24297562081171,-0.830056072157962,2.27660666717489,1.94340602362812,0.646300106554514,1.69955368515097,3.42512595016822,-0.78039021133505,2.45216090814063,1.60644887966203,0.944854436130348,4.19333822464225,2.65996124981124,0.945456428483302
"7","k2_pop",-2.44799061799949,-2.44591202766617,-4.13541151167163,-0.490513145090758,-0.686730094211458,-1.53094267502045,-1.10123921873324,0.0938964647023414,-1.93269317342368,-1.00934153821111,-2.19340677105435,-0.975842947667545,-0.459997628170644,-2.15372962446629,-1.74138888516053,-0.543618703034383,-0.241745388586452,-1.69190970963427,0.387183944125158,-0.384229106753562,0.00260827753737695,0.337500878465212,-2.15997673708851,-2.28587915647597,1.07810980117894,-1.46358892349199,-1.240905585322,-1.77914192920509,-0.11041134500461,0.160462707567812,-2.81468712775674,-1.52869249238122,-1.13151933445467,-1.03203808769608,0.10581723194249,-0.7463722273264,-2.50538337253295,-4.91119619733844,-0.864592316955519,-2.72241309853395,-0.868434461928462,-1.98277216657392,-0.122193784337676,-2.1860395879493,-2.29823846583091,-0.308211687441264,-0.0111716132368619,-0.54070269952863,-0.293031448684621,-0.742040966166961,-1.06046763753213,-0.923579239284558,-1.18896386414984,-1.42932683071176,0.146514079068399,-1.789493233065,-2.03995115214692,-1.48107261734508,-0.965297956651224,0.716093057126683,-1.03119138687551,-0.859970021543107,-0.408799656670312,0.152957096984372,-0.578997078418776,0.802031519032356,-1.25924683118053,-0.2575477111623,-1.09219819753482,-1.01353309392708,-3.51581218408123,-2.80338624963328,-1.79394060667854,-2.51244785351971,-1.89628632055859,-0.299787149256637,0.355766446245074,-0.0755712801880937,-0.924474260337911,-0.736889024882022,-0.736378240248641,0.0379152823780807,-1.97408060302954,-0.306433983662164,-2.23346316253605,1.21000892466714,0.287869068817179,0.907884154678712,0.508334722018585,-1.63861115257194,-2.63939998421947,-2.42954344142695,1.86311296146482,1.23521509430862,-2.66647611742727,-2.62552132793414,-1.77042351543407,-2.12787411086789,3.0939230442691,-1.72294583593952
"8","k2m0scale_pop",13.8516740516414,12.1384677994829,12.3211210831864,12.9792062927025,13.1883731667454,12.9590881263838,14.0333767166747,11.6100221974856,10.9171350848669,13.2386291916265,12.7364361062314,11.9340489144993,13.0121063198937,12.5416132599029,11.4747781879575,11.0003239756009,13.7647385042833,10.7459100755309,12.8336312510537,13.2245261876397,13.6665120590446,11.5929315615838,14.0530027307712,12.0913118610975,13.4092487755327,12.5161937294872,13.1713692907049,11.5800038063064,11.899319142771,11.9415487356508,12.4237164958029,13.7051673870176,11.4931857502993,12.3086934949416,12.7626609699415,11.4620600146165,12.3404557630101,12.770737034882,12.5089336646551,13.7674776883472,12.7813393479388,12.5178441649661,11.794893221984,12.875564789744,12.9203816914869,12.4908408691148,12.402885996016,11.9990719162351,13.5443051195346,12.4923584646612,11.5207219793451,11.8143018985139,11.8451120713797,12.0309904144252,11.9750693420862,12.2956280594025,12.9547276136399,13.04102361587,12.5153867870103,11.8403574427356,12.3972826868918,11.5119074933456,12.7984426998187,12.2766889347661,12.3208746344495,12.2022030936538,11.2531976842248,12.5735921635834,12.9803492331455,13.7658702225841,14.52399305366,11.7783058443598,13.6224206200748,13.1229829217198,12.0056857841948,13.6956741607386,11.9331767881714,12.735738206647,11.6583662326598,13.3172908184776,11.1085170626898,13.7660767338612,12.4303393901893,11.0084678401318,12.0270603466139,12.3026948430903,11.2210568561739,11.8454064298316,11.5573140275234,13.3804565464547,12.4282771097856,12.7680772858571,12.529657543344,11.4382410576708,12.5556797730091,12.7432952991236,11.9252712355606,14.2699280057432,13.0165377626825,12.7318624878857
"9","offset_pop",2.11786688308013,2.11717357676667,2.11865038164488,2.11719194660211,2.11729635810877,2.11732216969101,2.1182559307688,2.11974301383387,2.11898087019923,2.11852354457463,2.11800247893287,2.11746295948922,2.11918357546021,2.11716864626897,2.11828547245663,2.11808371827422,2.11679783555631,2.11663130651627,2.1204359943739,2.11786639357451,2.12047974533734,2.119117058545,2.11902291167323,2.1165601543534,2.118851805583,2.11906523064082,2.11739323962706,2.11942890505097,2.12022878149957,2.11927625588318,2.11825220459873,2.11783123469281,2.12178871369805,2.11777370757269,2.11791322971765,2.11749062668348,2.12278103642327,2.11899601655332,2.11768995196345,2.11789769737099,2.11688807972744,2.11917168285521,2.11700963348051,2.12130043784523,2.11923578340811,2.1178963603795,2.12261610736114,2.12363198758147,2.12013874695326,2.12072687148189,2.11964968088229,2.11950019168801,2.12354809511608,2.12085174261205,2.12080246756441,2.12002803396078,2.12055374072466,2.11800134054372,2.1233583200412,2.12222423978683,2.12325900082881,2.12131159443859,2.12096789214759,2.12530771303693,2.12048757735111,2.11863538764492,2.11838150965358,2.12518553308453,2.12107620159628,2.12242816179594,2.11837999870114,2.1254708656727,2.12171223987915,2.12064053734755,2.12474652420279,2.12498760701908,2.12177612893554,2.12305125521856,2.124637135967,2.12693400289434,2.12977103349765,2.12158384798315,2.13092671546946,2.13070416491108,2.12409953340611,2.12984854849045,2.12259249258936,2.12316097334187,2.13196337401589,2.12182797782394,2.12633108420031,2.12991164294416,2.1372566509539,2.1323841612354,2.13039492523111,2.12796259963902,2.13333202486257,2.13418836839483,2.14810108143543,2.13848454542098
"10","omega_delta1m0",2.08869927213933,3.01676592192498,3.85740981251464,2.55609628521574,2.28444995466972,2.44690241641986,2.52059061960022,3.07468700960234,3.25118968235398,2.62506125075688,3.54693582054237,2.8991768806803,2.8276116517709,3.15866803550413,3.83285539670313,3.8962122518755,2.93286616880486,2.91509382987409,2.66828345990325,3.04739525465317,3.11827842587959,3.0024337207756,2.61204820590243,3.40702802609768,3.40729957990714,2.66922525888227,3.1214328803056,3.09040839441064,3.1794247840674,2.47639230340001,3.76746238453268,3.38320414374173,3.19429415607801,3.26465926012931,2.75763042582647,3.20236353740986,3.57442459601669,3.89112726623836,2.94098406822073,3.0137779663009,2.96513062144696,2.63381375311562,3.12886125489786,2.9594786488901,2.99607320081642,4.02639855505349,3.18543584652737,2.54158978609187,3.70979585611502,3.23619302661604,3.29804837101907,3.38977286628738,2.60108414430636,3.67299000869445,3.22943633146809,3.94129128218184,3.49330456941773,3.29586312143641,2.84773687996562,2.8244627851719,2.80522712785624,3.91286948120812,4.35390676257289,2.85695002584776,2.91453811772128,3.30617627940262,3.30804863600348,2.81484632464086,3.74443746107895,3.90005036153264,3.51875811141005,3.43991490524685,2.91277721396717,3.37759706624774,2.90446135564421,3.33130961650071,4.00283545746382,4.01542648267672,3.8339798169456,3.46919809277606,3.58926774786773,3.58014341629607,4.17506474232034,3.89471846550306,3.51691299657278,4.44181654883145,3.47609625431221,2.77618318051171,3.28229659984948,3.85445559560172,4.01754165482247,3.68913393467074,3.10508180429275,2.65894206156365,4.79096422683221,3.84943998281397,4.47725022397578,4.31350064243855,3.19764523464328,3.96974221628739
