Unnamed: 0,run_aeu4ufJQFMTjCIlLYFT2,run_tyby0oawcBMiVpVNcIN4,run_TRgBbKjixJsIlz2bQl0m,run_Eq0jcKpPb0Lcz3Xc2z48,run_SMXr9k2YSw7y9FtNqUbv,run_8ZH6W0i8fpKWhbtZ1tap,run_Mhdk5vKyT199yTSr4cBe,run_BszTBRD2tzYB76xYCGRN,run_bjbUa59sxSkDgGXALsc1,run_ux8TW62IATuIVUqqZbhE,run_j4DmPa5bHshdLWbmQRQq,run_nLT4ngDbpM0TNQxO3Ws3,run_vfHyumdKldl6n8f3ojaZ,run_2oDTQEv7e4bLTTX3cAOg,run_RETMtARd1jcoMljvIhlT,run_tlO4Y0gUqgMjTOYKzpu1,run_vZ5KD0lfgx0Pqx3bqVub,run_zRPvfZY3evriEuDBDZ3N,run_Advo1YbRFAUZH22S23jw,run_ANf6nd6x31FRvPkDTswx,run_Weixe4oXbsTVXMEGkJME,run_bUEDEA2hSGiOfwOjyGII,run_bgDhCjO2aYPQvmA3AH1F,run_uOcb0qZ3g9EL3iO6FcsP,run_MfRJIRc8PuxqhbXL5MnH,run_dPVv4wZH09zFoNFFC3oF,run_07ZoPHlXYFoodRBCldCp,run_sL112b50AayEVxR1KiSK,run_B1XKPZaUNxxBP3sddIoL,run_B4X3hBVDV1Vitej3wowv,run_qMXO3Sgz1HUgAJwgcmsN,run_DEO39lZCUvY9Rr8gLOQR,run_rsJZk16T3XMziwIWFPMZ,run_FthdJtW0b6JGobmQlR5H,run_ntGk4aFxAzsyIQY5lftO,run_tfhYdY7J7BhiwTnR7We2,run_zeq0657bYc6NXd10sObj,run_pDnitc9naCiwAAEw1AWg,run_M3wkmi5oDyB4dFqEE1RH,run_8AJ8P4hU5dcGkeXnWhU2,run_SCiUyJsDcyjnE6yuOBqK,run_aW0mwZbChaU9VYtWcU8S,run_yLokgYjVvxYN5SGDQgwS,run_hUAD0mTaXlHHmPOlekY5,run_4DESU3YYus76UYpIu3XW,run_B4aq9Qg2QVnqRPHIJTNb,run_ujOi7WpsQBQU772gs9fz,run_5aM3ofGzkYchMbOqDzHg,run_nJ2xjrMzQEwgzvo7aikj,run_DPcZyVWWzmigwHXcD7IS,run_k7ciGn19r3A4PLodT3Rz,run_chu6bhB6Xie5YqrG5fBg,run_cKk8abOJ5xb9KycOpCDA,run_mPxNJxJwNcSw3gnLjKOZ,run_45VCxDFsyKpfefCo1zPQ,run_fxStkum5CKpsaxT5aYlZ,run_uUjjMie1HCAfzPGJJMrw,run_6A7fJtNVmGW69ELq4hp3,run_jxUnYvzzV7T9291erLth,run_8KEi3oOyBQg5tL9PM4na,run_BHR7MlEHFBu7Pr6ETISC,run_JWWN02trAoJ7J0gvButu,run_qoyjKmiSjTOaZ9Kjge0o,run_VOZtUdxxhWLFqMfWI0iB,run_IzlNVi8qqyFNGfcKVwwn,run_YDCYfk95j5dlrJGbGJuu,run_ZhgJkW8UEMAsLYBKngCN,run_nIPNpNG2NrWo9hdIB2GJ,run_fHQsAx0WZzc2mprIfMHi,run_z3N60CPFZBqbbx9kgw4i,run_69phj4sPjJVz4bl6EdEB,run_i54hJkNlW6cY6U4jJ7IB,run_JgWeswPqdfqkqjowahQw,run_86oddRZ6fmqJb4Wlmsxm,run_1lrNbUQNToxgPearFIr6,run_CIkxoKstAYHUB2cyghce,run_uqVE6k3j4Fb3IGAcLFYs
delta1m0_pop,-0.258823447168394,-0.894867518710257,-0.491547672760585,-0.709988250147843,-0.775610076990673,0.0138178789675679,-0.181535037334167,-0.0617966856050155,-0.221720847327384,-1.54825345712217,0.554567430825657,-1.2857092253032,-0.501089792326376,0.183549772982163,-1.0284381213324,-0.551406543053354,-0.369176826876346,-1.64442652557317,0.636213299990878,-0.0634159650140697,-0.0810482259169942,-1.33148610749146,-0.244193768666036,-0.0819574210398428,-0.774873261048099,0.808637521352488,-0.302423405157488,-0.872004507912591,-0.203978919996975,-0.305163419748313,-0.194249774522709,-0.552472282809777,-0.464852500115917,0.324687902942737,0.0239764980884363,0.765031315486464,0.420956411707794,1.35431681146628,-0.313765128434811,-0.46228702184882,-0.752827089985213,-0.234958916266727,-1.17564235689377,-1.91884354386801,-0.558973338605327,-0.643675210749316,-0.580265145128198,0.112785882076493,-0.201389718955845,-0.337078908315608,-0.0741617784575146,0.422551380653381,-0.884160035753665,0.362460448230689,-0.128156572650836,0.116162834338518,0.709665076542558,-0.175517168053951,-0.304157448864538,-1.10454073853437,-0.742527946730617,0.213874755272157,0.313726872341057,-0.44837963201147,0.731274816666369,-0.913364158157236,-1.11680455648053,-1.00563214665903,-0.789210019511064,0.126997729801735,-0.555138523944731,-0.380157322287362,-1.16243129099756,-0.927029225441908,-1.38126489970115,-0.0192509571197736,-0.185292809907323
delta2_pop,-1.9058669478933,-1.08030615626961,-1.24201300167873,-1.87454744965216,-1.72990564018021,-1.87229654600922,-1.50794590369978,-2.21073402148354,-1.33732033283345,-0.940666010924844,-2.36556500672111,-1.22451413279083,-1.11189756737257,-3.12109958652283,-1.04855999538995,-1.41906374135083,-1.13337747407255,-0.920225397479839,-1.38958171222039,-2.85809821416751,-1.85447174530045,-1.47193484786447,-1.34896071118695,-1.81400864983147,-1.57730069681113,-2.26525536721543,-1.65677780781976,-1.20789486715197,-1.85273524976951,-1.83199864523894,-1.857168286717,-1.86376780696699,-1.20868104664664,-2.5515592312283,-1.60592927724259,-5.50634345366154,-1.95650186251312,-4.53619082181974,-2.12881233586449,-2.09329719324707,-2.03616184910257,-2.46669249963678,-1.24065389161349,-0.738108027532515,-1.07269048082719,-2.89021389250392,-1.21635521892043,-1.60399564635793,-1.04026540036555,-1.74863315592348,-2.29801612358359,-2.57393529280767,-1.27768822542287,-1.61240625755162,-1.56226513196127,-1.85238203703925,-1.97658527338682,-1.75941922970324,-2.13955497947612,-1.01537269446651,-1.13564178152844,-2.44163877482407,-1.8572446691368,-1.19886804639615,-4.13848131606694,-0.955481160977777,-1.17766505148389,-1.40397196169271,-1.11685850709638,-1.61123369354268,-1.55355496509236,-1.33120000377167,-1.35116373215822,-1.07727842474998,-1.10139585480462,-1.02861369351974,-1.64754767114443
e0_m0_pop,-0.920630477505909,1.52242304407334,-0.0053027652498522,0.873372846208598,0.708696346199291,-0.787728593849498,-0.0192289930508444,-0.540108007035077,0.252913514462285,0.979005800162749,-1.31815017598098,0.703893834868973,0.291692871834149,-1.34386632284661,1.23794682694479,0.454208306590281,0.473772743671193,1.94293320853526,0.0143713571494848,-0.0750638889653673,-0.0775322888950621,0.234559842896279,-0.119300410789303,-0.888781590358154,0.182871206382685,-2.03232583962395,-0.925380906378787,0.238277183490953,-1.0351720072185,-0.467924001402409,-0.437216453541883,-0.262791855588887,-0.0771426910575657,-1.29250489394051,-0.921961148951297,-0.943350041407505,-1.05477788904696,-1.62738195290381,-0.394571629604338,-0.842133182320657,-0.348032199877688,-0.800416665589739,0.952229816813431,1.30815799250972,0.380670022877671,0.802612366200702,0.751033911155311,-0.814861510778718,0.0948366295021119,-0.588075011085885,-1.00408734620078,-1.06739799531102,0.518089800208723,-1.04143312102329,-0.388270024700403,-0.878111544069475,0.132136005486998,-0.829505624722008,-0.3879815109727,1.21903426296756,-0.447717153530072,-1.2214969283593,-1.62535338730074,0.408119257434046,-0.874197595964547,0.566823584327514,0.596248493713076,0.293631885606343,0.0289964576174598,-0.369505551858798,0.0902821624728519,0.135425218148212,-0.0837931073602956,0.926130461895988,0.620701386280491,-0.652718044718515,-0.289001697095315
k2m0scale_pop,13.345044442991,14.998064821792,14.0440940822978,16.6982565637824,16.1515168500924,13.4877536255402,15.0977898086163,14.5614583850633,15.531026094757,14.3189309982806,16.666694324221,15.3623357368272,15.536570207395,15.7501758689822,15.6031335234247,14.8541706244189,14.8783789738166,15.087775956581,15.8759446908006,14.8052903823872,15.9745066891529,15.3561329104494,15.4886481891605,14.9330796187728,15.1702073982522,15.6247438541373,15.4073275231571,14.9461085383598,14.259314198012,16.3096773336165,15.026685964484,15.6378259146772,15.5996211928722,14.1092079852067,14.5780155965855,16.0144680733483,15.5659309654293,16.7000153168239,17.0713869071539,15.561646113741,15.697771971709,14.6914832000499,14.9541755795417,15.0425284165209,14.859511483489,14.8007590949873,14.8397557728232,14.5875318680565,14.753060696787,15.3964682359794,14.1043605410737,14.8261764252076,15.0269526584246,14.7108488322327,15.1427522603499,15.6605075309058,16.5050994096396,16.5967411423983,15.1475353147626,14.5489970394518,15.8895399296457,14.4865212286587,15.3815085912223,15.6959899362419,16.4012745105261,15.2476226872483,15.1610956009635,15.2221465701414,13.4310589833019,15.7698225104877,13.9924990871898,15.3533022581026,16.6326359719513,15.9735544718592,14.7526164184367,13.5534092601485,14.1187023827694
k2_pop,0.904518517863665,-0.0741562227061364,0.290334474122157,-0.0271773538127187,0.0879896153417855,0.377427979640575,0.369915779729875,0.360324841441459,0.0315442379781502,0.666952254741368,0.0852132667883678,0.429520774816431,0.0075894362035745,0.651254109379362,0.0036038282279149,0.0889272893665037,0.0686652295811573,0.0227739026217406,-0.162516735832446,-0.268039128720263,-0.253795954600088,0.752572428353787,0.113739117655675,0.457562659737499,0.420556936325792,-0.323453337918608,0.919929475609373,0.784970039949054,0.915187828334795,0.478714645230772,0.349454045139585,0.237326997483877,0.304462574847549,0.462227343590083,0.368910362958385,-0.124066144225203,-0.0392014506193259,-0.116071581352099,0.505671878386296,0.673819460132439,0.940978784768099,0.659762190639989,0.385710001958334,0.856062374552259,0.0702389399898386,0.0969862229934161,-0.167335094858009,0.128985399472905,-0.0122187001030496,0.552195986756703,0.587624595963342,0.263179026529349,0.37897773675167,-0.427259937467544,0.207743472778669,0.253916541196378,-0.15323762428022,0.714883471967325,0.360892350044682,0.0930592059636221,1.3248382808989,0.25969327839187,0.37625400105969,0.0149497242787087,-0.144850182137424,0.319610267750991,0.584514854643416,0.756671875589917,0.781575104419985,-0.270511206969249,0.0916128004681583,0.0471462224644561,1.37343672225083,0.0616212390335227,0.947509815229623,0.238871225659943,0.23379984532678
k1m0_pop,0.222862820703318,0.77481101471909,1.27386578004408,0.705270166132438,0.930542201305132,0.634331855430541,1.10715998576637,0.264918599568784,1.34501253607109,0.506686604603654,0.276208830189686,0.88493409386364,1.72491591297285,-0.0147376642053002,1.21396437981964,0.83767999644934,1.18779146705848,1.55713354658043,1.0611701559452,-0.102236512021309,0.662075805425462,0.946885374144922,1.1859789957552,1.06204449489224,0.802168923143761,1.28799029947276,1.2739293171577,0.371895403051769,1.12678398289532,0.760938888289999,0.726798027871523,0.985847679788854,1.35067556785995,0.346384091975386,1.29955733434603,-0.305018922227614,1.06898791662759,0.487517530490536,0.560687902207069,0.803277774688125,0.15947646923106,0.492731952508294,0.907409736838155,0.919908974147857,1.07877840905906,-0.662342860890715,0.546335798578893,1.09577465541281,1.29968864945219,1.08984788389287,0.783227197949677,0.473844161762775,0.984026356728613,1.06365152565158,1.01932564620583,1.15298121759977,0.985657220145322,1.16570641158372,0.590465531270788,0.959436000366806,1.38880002542621,1.15308176913335,1.19722189128138,0.910906341981347,0.0436232836662892,1.12523103991607,1.20087357017791,0.0426533481292451,1.63220752559649,1.03111838810432,1.62256752355793,1.17796021365588,-0.0223307954229895,1.1707561733978,0.12488423815628,2.2359334399412,0.556183427317535
r0_m0_pop,-2.34538576473109,-4.21794030440812,-4.00064113250856,-6.21999790303712,-5.82727608304221,-2.95264197823456,-4.53188641043522,-3.68477179972757,-5.34234137221252,-3.62732541164078,-5.86903137146793,-4.99987933796524,-5.55621191088597,-4.62896165763284,-5.43557071439272,-4.47868156453314,-4.54275184553462,-5.08109874587529,-4.96757873927483,-3.70650354294193,-5.42870658654831,-4.93297191731296,-5.35586855183819,-4.72077535572435,-4.665444115398,-5.49252813276143,-5.22495509133571,-3.99380606319544,-3.96847916631452,-5.87836050870877,-4.54736962153248,-5.37079655971222,-5.59336958376238,-3.25004797518995,-4.55192660851337,-4.66790971841655,-5.39558188685393,-5.62489265138473,-6.48933565617063,-5.13285478673583,-4.64229470500308,-4.00412155741885,-4.5442182174889,-4.57215104099214,-4.67588294041357,-3.07929069447036,-4.20184135263651,-4.4504084644464,-4.56741607006562,-5.19787771419102,-3.66525653865215,-4.05122499541145,-4.77346144069015,-4.46563317998036,-4.93677726557031,-5.45526593921853,-5.51635558185921,-6.26883322889914,-4.53345251254521,-4.2046927394141,-5.56228200756247,-4.39166321400354,-5.27861975939844,-5.31625219647924,-5.28708428231501,-5.09427431273043,-4.996028147141,-4.08107080002385,-3.41509951977408,-5.46969725788195,-4.10282378686277,-5.24327860695456,-5.23594970487768,-5.83272441798258,-3.63165178168024,-3.85555549928447,-3.54825966335784
gamma_pop,-9.16517858636909,-7.65125807832616,-8.79340110968386,-7.56658246197231,-7.77174956729765,-8.38681779650881,-8.16874907224717,-8.19334590286549,-7.67770471819719,-9.95616852047591,-7.81777907240462,-8.69842218595683,-8.11402542347653,-8.63344633402908,-7.74855662455713,-7.94600290145807,-7.81158340302188,-7.58717153977575,-7.25803475898899,-7.80104421196732,-7.77836917974076,-9.04376402582515,-8.27117182615691,-8.9435949822911,-8.76945805510173,-8.84169072850962,-10.0483329859646,-8.44937552228439,-9.53046328557606,-9.0875316991566,-8.61409153745687,-9.37703331274287,-8.6071650932716,-8.5192053506539,-8.89063429523446,-7.26673453078616,-7.96051831921062,-7.30948272899934,-8.41641680320902,-10.2778203331593,-9.68746840498315,-9.34781442927899,-8.2612161066374,-9.8663621174862,-8.00948580272297,-7.45892832569865,-7.72479625740714,-8.45510912532734,-7.96388341194805,-9.05848704219354,-9.05645198754244,-8.30841940991656,-8.38901273171243,-8.19033734467529,-8.33674487191649,-8.59774273785297,-7.22229952909069,-9.29362567441932,-8.71229833732704,-7.68845515921178,-10.9674621165832,-8.76094426746909,-9.00691530524888,-7.98579974326646,-7.44099295188821,-8.49403709704751,-9.09446021590987,-9.10360738973031,-9.76964016480376,-8.35796892446779,-8.37481182525714,-8.16620336622017,-9.33740003776586,-7.82531320741094,-9.35143858921658,-8.61290187174593,-8.22603202324811
tBegin_pop,-0.320248742556895,-0.285528367527465,-0.295386612938144,-0.309296250688901,-0.309026349507815,-0.319634943649224,-0.279385010313989,-0.319001467767622,-0.289393218587095,-0.318687860142008,-0.331858350521701,-0.303330839780663,-0.289121694473588,-0.34506965558847,-0.295320705267695,-0.31427239081833,-0.287393159107621,-0.287265281631508,-0.273136786170389,-0.334136843162451,-0.315003290714964,-0.295748550947575,-0.296531934920036,-0.304742900817769,-0.306655630144289,-0.295511665077263,-0.295094399702872,-0.304026504193953,-0.297885559226613,-0.321217009115998,-0.313571993113902,-0.314059935957872,-0.296691834986862,-0.322711971292138,-0.309420027651218,-0.33221001609388,-0.313365298241146,-0.297983459071174,-0.322531808113257,-0.311464421266169,-0.32182596811678,-0.322238071961532,-0.303517050806203,-0.300468329504075,-0.31089329573219,-0.329953894158436,-0.308410514858335,-0.312315637366203,-0.293528120892688,-0.302543267317413,-0.314224548993471,-0.303087090781912,-0.305566822194547,-0.311574495411826,-0.308065397492302,-0.310509480075604,-0.274259751807161,-0.299535684292725,-0.315920055397123,-0.300313762349772,-0.281155022821753,-0.310340722245031,-0.302309380674251,-0.30544976541504,-0.325001862367868,-0.303835638276876,-0.292297665168943,-0.313186832393417,-0.280056749500295,-0.302684678904235,-0.285268869501928,-0.301864529822637,-0.308534984520928,-0.295396571742398,-0.309648696496894,-0.26886892153368,-0.32177158298236
offset_pop,2.07960184451957,2.08725459207607,2.08019157854837,2.07995380211354,2.07819766829792,2.07937716173906,2.08712182921773,2.07746742622436,2.08539016485892,2.07943330917028,2.07830486792855,2.0794751159749,2.07961824102522,2.07865402977488,2.08352771402176,2.07701746739743,2.08544652460892,2.07883967083709,2.0814590115601,2.0781013237691,2.07999513468968,2.07945034834741,2.07957648217842,2.07961047140785,2.07887980972186,2.0791805187912,2.07939835094883,2.08001539741627,2.07936148045118,2.07774470985771,2.08010123464789,2.0783600231734,2.08097350681185,2.08306037330794,2.07942827512997,2.08066146354375,2.07836456508583,2.08232512333146,2.07830697889995,2.07871411650852,2.07901098122282,2.07859244371288,2.07924019985644,2.08097702369333,2.07762210577719,2.07936870334317,2.07922494628837,2.07970719912728,2.08626279834688,2.07851741254398,2.07896426175356,2.08131240954381,2.07991479546357,2.07957898007768,2.07956941213442,2.07936026289493,2.08272002352896,2.08137462708637,2.07817926217616,2.0800137050759,2.08176103445744,2.0795315850018,2.07874278468074,2.07913690975879,2.07892432163294,2.07874951945571,2.07972349810642,2.07888586285585,2.08115722153009,2.08319164116523,2.07962687194377,2.07865905675794,2.08019429108806,2.0794829195093,2.07966594191461,2.07971128028531,2.07871390255723
