Unnamed: 0,run_tveqIaYt9ZVkzfZwmhWv,run_FwgYG8uWYbGSV44Kta2j,run_MuNPfHSfb1GC3WrQ6bAK,run_o4fymaJZFfOxg0iEnjyg,run_fTSnbqQ2eAEAd8NuLSXy,run_bYzjX7SC5KXt6C574Ugj,run_grtmgdtl4K5ZjGLIVcVZ,run_MVrPVa3nYGKaSUfZvNjy,run_MgAaBkS8L0SmxDb4coKj,run_DpVRDa1FShNCEqXNHaUA,run_lx1anlJlNGGb5RrGInuE,run_bMZJEGqIC9CVm1Ysql43,run_YEB9C6mj6w2eAYADDl19,run_3ZJMHEmZkJK7A3qKYmgo,run_B28oauUTfG3FzjA0ZjTG,run_6E4U8dhfRCwIOS4KO27Z,run_saeyLC0EALSDREpJgX9r,run_vt6mapVRFkDoDn9RKyOw,run_eY4Aa3B3T6WmH0zmo0BD,run_OtTK4qp6OwyjMI0Ix3ic,run_Cx14YvzaLM1m7BBYlOsr,run_xJN6ZtUMiqzjkstuOyiU,run_uETE7RmylGS1krT9YVRy,run_udiUeI1Om5zhYSvvYKRL,run_494HHXh1eGHtSvFEUcgW,run_capkYvBqFsxAjSOab1Pl,run_LurTmThpAFUypisBXQYx,run_kki7eqDrCLR0MV6gpy2j,run_CcuLx1vDtu8zPLqKXgUg,run_zeTmVR4erOKRzubBErpz,run_apJCZkIQl3twXS2kbCLF,run_PNySZK1B2BEmldyNTAqS,run_iw8gmzYTqc1XBq1cMJfF,run_1gXxzvFUPsUgvHE45JY2,run_LT14Yhb8W1OKnHSaSOnQ,run_XgB6QtmP8GmAwgOXG8V2,run_5oSL3P4x9OUoyBig92xD,run_7mADdwqB6x8QeaU0uNqd,run_aEvcL88xv6ch2NUzPtrx,run_IxwfI9AmLYQiAXOjojfM,run_xF5bKxRWGZfnxMfELMwy,run_0e1rc4B390LCzJ8qPfSQ,run_J35ACSCjYfswZVGJMzkR,run_Ms7AWU1VHwX0GSJGlsTZ,run_INQH2a2j2zz8abxBEkvB,run_q4xXDesvbzXFa0vOWfFi,run_SIASsZ4nKFFfRx3vP7GM,run_9C5PImTtgMBNcZuXBuvF,run_nDFfGfjBVX8N8floV9bd,run_zLRgDA9yGMuN1D8LMvUn,run_wFQPWhTEWMSiG0Q2uwe5,run_5tqlnThI6Sl58SXtn9bn,run_1NpOlRu8mYexQhkvWeEq,run_El9rdegsLpZlUWoNgu6m,run_p3G9y4AB1Osqq5JY9CN4,run_4qMQxZhJoAXHPd62gLCL,run_pGzjc260DCWfBaQy1Ex6,run_U6TkadpFXVmWRkRx0A35,run_S4VRFK91ObB0LWJpppYH,run_0OgGKKMy1vZFn8LPVnwU,run_M09n1seg0dmr6tbbhdx3,run_2WkZC98MogT6JwiWYTpY,run_2sENYtsiInQYWik21h1W,run_YHaTZXimtbby8aLdGFX5,run_0QWQ8SqxWevwkVuIeOXe,run_7rLKqMx4K6yE0N0YAe2A,run_JMZRnaDtXkW57nDE5s6A,run_UiCsl4MY4bVIOXMUyIUz,run_H3VGS7DiD0dq6i7oPVCk,run_7bQ1Jsnxp9HQYUqRNrM1,run_daClttmnoUVcEWtP9mu1,run_CKIJvojPWsxnbJnv30q9,run_m5diDOXeAFEKZoZGZEQJ,run_sID0geyXm4CD2YTJ30f7,run_1o5o6FvbsyBESyYgWVf4,run_tcOVSkVqNflrEVuoLpeN,run_3INkmnipP5z6C0UZpagU,run_GuD0n54bOFjfvIG2DkAC,run_HCZSQIPJZp91AzMLrLx5,run_zrphtJyHiZrZNIERKX0m,run_SpIrVvxRRJvZgM6quRWf,run_kNb2TVYPORdnPwxaR3V2,run_S8p1odHUPiKvC3GHz9ZZ,run_yFA8a2m6aK1yE7vAhNRa,run_6fEFJGiBIE12dIF1jLCg,run_zGn683N4EldVh3b5x7qp,run_a1DCIUAGHsCTIS9ldqKq,run_qcJO1Yhy6NkXeWtDhMu5,run_LOZCpdlTnQn1WU5ae2zq,run_wZycanVTfNfVfYKLfOCN,run_RLsMfwT1t7jSnHql5cvn,run_ZqLog7Wk8kDiWamfBXPB
delta1m0_pop,0.486393370732024,-0.518647737637189,-0.487532690014877,-0.897687108204715,-0.374421795921111,-1.21820562960501,-0.811735290957921,-0.414560395277632,0.27515365838198,-1.3325986166965,0.381564839492808,0.195670712315913,0.433766602522711,-0.458494931108476,-0.153868205713244,0.067747709616987,-0.802018795482667,-0.354061424245935,-1.17631132383464,0.497941829831035,-0.0698974200919878,-0.838890513309901,-0.424849314918229,-0.647926011804509,-0.934135583299372,-0.309104130540313,0.399342831798317,-0.383776745089784,0.151497271561333,-0.0826931583977568,-0.213003698636392,-0.526232179159269,-0.575392380674365,-0.572027178888562,-0.465268957954098,0.0588424506639335,-0.330817630315156,-0.108412843190263,-0.599046819049603,0.0333804625223227,-0.635551515067297,0.336719784366718,-0.662080303914606,-0.456056098123744,-0.636416766712451,0.639697880255395,-0.399773876993425,-0.713616072369726,-0.799682856785045,-0.273954396621308,-0.0876545730413815,0.303198340328147,-0.573358214938659,-0.358810347235652,-1.75747875039994,-0.427173027416803,-1.374145583631,-0.03612478389221,-0.204699794963703,-0.156604167283194,0.285103236704424,0.41617237137352,-1.06975678916469,0.433403023093712,1.04630741142957,-1.52359045358271,0.146970854641255,-0.561318912027231,-0.573195665244814,-0.457797104289419,-1.0737950587926,-0.363924137825736,0.685084418503688,-0.144019260379581,-0.585879701844818,-0.32280270905648,-1.48819529683865,-0.398316008946106,-0.77050901155411,-0.781062694347834,-0.771202313372475,0.676451322973897,0.374682000072569,-0.465126984506582,-0.580044277922141,0.8767121558632,-0.274829845027071,0.497064990549799,-0.297509980711989,0.67657625424971,0.0637596109742914,-0.529541793384245
delta2_pop,-2.18712640561111,-1.68872616210362,-1.82131757326417,-1.41780074549467,-2.13259569540439,-1.33741197923048,-1.65346791535932,-0.880896757998416,-2.71450485750354,-0.882128855879189,-2.82387275180824,-1.35921248184298,-2.03425602596042,-1.86417402831207,-2.31336838226655,-1.3051349144077,-1.01253448056818,-2.34833413447542,-1.21979192814828,-1.24342559439522,-1.16784042919894,-1.21024089044958,-1.82077151958817,-0.862430668016969,-1.31381806732196,-2.21465544910728,-3.37489938468318,-1.76154845761838,-2.59894116783635,-2.04242210918169,-1.78674170722508,-0.913535940200765,-1.63011725581808,-1.41775249049907,-1.86770437314729,-2.04134454410012,-1.77584580573129,-1.50524014437754,-1.51394330644981,-1.85361318542227,-1.76334085703324,-2.09337262556209,-1.70266050239604,-1.71806209275291,-1.54694758118756,-2.05930650051781,-1.08888479411848,-1.6061651304472,-1.55029771160845,-1.28939075036079,-1.75585235826778,-3.12549911723966,-1.59912277200624,-2.56824558895455,-0.764125457729798,-1.02127542345874,-1.05115740884896,-1.31979828291238,-1.23977101530254,-1.78949348956487,-2.07975977907503,-1.91301478391073,-1.35248847157269,-1.8466371974205,-2.47606455419706,-1.45565430530374,-1.68388478258616,-1.16411858054166,-1.21836071346804,-1.61460211106574,-1.07759179882559,-1.64598695631985,-3.09637073870964,-1.64759493601609,-1.38407698803002,-1.81995625619414,-0.997781923232857,-1.92475558047739,-1.01578485889563,-1.34032726797727,-1.58121832562057,-2.10993679212036,-1.87097274655665,-2.07485030487654,-1.4935074888547,-3.1374035609062,-1.03633765707913,-3.15162345529797,-1.6000250950142,-1.76533655235416,-2.43632117413829,-1.30809105101824
e0_m0_pop,-1.39548586495296,-0.231386873166876,0.247123208724301,-0.167655221278802,-1.39393178337835,0.668612132783062,-0.325745114810718,0.168933690633724,-0.869389957256562,0.25178421243299,-1.86307084263674,-0.930166509693544,-1.77032055360182,-0.810553841595191,-0.127023466978211,-0.52312564490251,1.23017979765174,-1.40192368111658,0.646459277090907,-1.5243617333373,-0.505945859501657,0.36077013856409,-0.0761847940644348,0.80270095163093,0.223045304815878,-0.479918452010449,-1.35300949477664,-0.24147824142234,-1.44247950783129,-0.507134087531396,-0.0043287904502607,0.30084055700501,-0.575081036398012,0.11633335874366,-0.0103927243452452,-1.70775212550277,-0.521976137777948,-0.536222565555482,-0.451502463688934,-1.46217873138574,0.349184731921636,-0.985566334734172,-0.260212619669891,-0.321806891359356,0.461731820126436,-1.76852983747288,0.293338120737239,0.518731894190091,0.214131661564359,-0.302040368404505,-0.605202253515092,-0.791779184943859,-0.173185999749208,-0.241095578859715,1.82919028391475,0.270981984217005,1.16252377044135,-0.774380377172735,0.0164510944190888,0.0193807856512343,-1.31414762338187,-1.27009592785244,0.797028194958999,-1.05086641150269,-2.71970095141093,0.910379742295964,-0.154944953056265,-0.0022411614245995,0.122952034811474,-1.13937064683328,1.23665671299492,-0.834754993568301,-1.887640425896,-0.139732605167563,-0.506527867535501,-0.564661910121905,0.87625011906799,0.0290802386617002,0.82335599495777,0.562005998378087,-0.798855247561276,-1.62686898728275,-1.35708379111066,-0.461373171336924,0.529114681817145,-1.00113667980777,-0.350327723689691,-1.81631207857891,-0.335094205717796,-1.82287103193863,-0.0093846023827465,-0.114202216372553
k2m0scale_pop,14.9210014588413,14.6414553827813,16.0413805140506,14.3927444227852,15.3532147655164,14.5718327771689,15.6289378805779,14.9672091816788,14.6258738848817,14.9215505051948,15.3976703527335,14.7810158897942,16.2375659281902,15.4946093644288,15.4364653537723,15.9642847893093,15.4669679048895,15.5326109215934,15.6909058636504,15.1433234748052,14.2961630701915,13.4490901571024,14.9253191375966,13.3938682842922,14.2982896385224,15.0175588687785,16.7543922108007,15.8909458075871,14.7932611035362,15.8474750579933,14.7117271145998,15.2031974138732,14.7463556455776,14.1990842008913,15.2048418719145,14.6528989238058,15.7945249877122,15.1626914544246,15.7399048747133,15.6726903201958,15.3218666557939,15.5640708501668,15.3535558442578,14.5406788969097,16.1854202783724,14.5883035365716,15.8141146880676,15.8632266857864,16.7919976013107,15.0211711730284,16.8681368086744,15.7215399259704,16.0436111549378,16.1364982232016,16.2575899821183,14.7205611308333,15.3286944850916,14.2003130011871,15.7195079497946,15.3180911083435,13.6047415591961,15.9322783264825,15.5677745092965,15.33288559979,15.0269663390425,15.5001435390934,15.0069827010716,14.662374714814,14.8245580642295,16.9102746241973,15.0375388631619,17.260042578675,16.0999482716823,15.9102362104381,13.6931679821905,15.4910017839098,16.4134290526671,16.6795013765439,15.0492839408402,16.0208827747753,16.4725347275128,14.5817738300764,16.3029828432708,15.3526104292868,17.0900003028322,17.0884950238884,15.2501096818066,14.0028922980035,14.5861075829816,13.9230244047595,14.9893976077423,15.6728814292491
k2_pop,0.229787195130969,0.541803244121424,0.362074447268686,1.12330757632999,1.49735341380698,0.662325146128495,0.726093217272496,0.100470780315391,0.176543607675684,1.38679413249006,0.341534323317958,0.122593015645243,0.311364554015046,1.17137600252691,0.0676938716601365,0.114208970164506,-0.072308984663619,1.0044305966936,0.594073387369891,0.076645775115447,0.175996390053965,0.4502758307242,0.459649655009597,0.01864692916251,0.727029307092137,0.594133029447319,0.523923166357309,0.477845418824158,0.835210241917867,0.330403322620503,0.0990305041091198,0.127806701654618,1.3884458749491,0.267923643189132,0.498423013932349,1.30476293333287,0.755150964554809,-0.306898043469188,0.884283962920427,1.03539461484257,0.288047642362407,0.121882782311857,0.780351471525699,0.643018293885539,0.204528998615057,0.130806297757032,0.0554589993330222,0.044986069175379,0.726970646575962,0.307479412224346,0.311672670721612,0.144419518838788,0.712634104195633,0.583875738120341,0.191969635786564,0.137062497068056,0.37598703812129,0.299494037416442,0.0869703458943686,0.0515798261551055,0.232795303990937,0.174559586564898,0.233851887304332,-0.0841590313307543,0.193533466935672,0.649266164494647,-0.320034438784441,0.282585658009448,0.418404988034079,1.980519321799,0.134487760207248,1.17668238711066,-0.02183861556021,0.0299039379375924,0.995746206010792,0.703127012281626,1.00343653623384,0.280878359357015,0.177228570816929,0.347283022383549,1.68117496839694,-0.0460324707092781,0.220534441014461,0.480927730881678,0.0899886292090778,-0.609178368927135,0.311751356880321,0.156380826558024,0.316671624834771,0.0908195473052962,-0.43215901798432,0.593623041458174
k1m0_pop,0.943581800118354,1.26190316667149,-0.044484875622539,0.361066590454248,0.908121930293468,1.12605685917816,0.652123487631407,1.65079615594451,0.399524259553488,0.88586978914494,1.18821064878912,1.54423157259882,1.62917019285433,-0.175083347570417,0.524376228126516,1.12854301690961,0.589227570605186,1.76969445398419,0.675826324123896,1.32658812195759,1.61634865038899,1.16558674450102,0.767720689268053,0.873105413185098,0.948146548151576,0.0003515504798368,0.489143369890373,0.837845491604747,0.669870006352906,0.99831847782235,0.804877898199293,1.33204893552114,2.06087913403925,1.37184334918519,0.221715700624324,2.11317552935214,1.02724195822268,0.940522445278315,0.453452844191432,1.49162002487207,0.968520975975657,0.834379476092339,1.18246633900957,0.973003203713744,1.07862850126656,1.39602687821211,1.08629511742024,1.28083574543293,1.43759499019176,1.38052284475937,1.49314709688838,0.340045576710595,0.640766309867836,-0.740635829229495,1.21350584259921,0.859031413072581,1.87419824973791,1.20283893150829,0.736299319038833,0.755359114723971,1.46381779237057,1.41814409334736,1.40657293667059,1.10974413217224,1.03068485929283,1.8385932359459,0.118316943198116,1.30754299016201,0.697240482548051,1.06054006717284,0.149509976167664,-0.509248542794357,1.4130280205941,1.13602853843343,1.09039540904341,0.674462457062271,-0.330852938867577,1.05108790800462,0.342761028168802,0.486304148593365,-0.195799859978098,1.0373212931717,1.29728243398493,1.04070179931884,0.774172699333731,1.59059196490153,1.39274377833531,0.957532676421573,1.08064022866026,1.24348080237123,0.558884904444591,1.1964160888647
r0_m0_pop,-4.37109152262054,-4.23063145412829,-4.5757931022069,-3.12550408424394,-4.31816489426234,-3.99671027303127,-4.71687514056578,-4.78315019355905,-3.61579273186446,-3.91405661976056,-4.97460601990166,-4.64510641246838,-6.13835622027631,-3.75375300718806,-4.50919479668881,-5.45109913081597,-4.29848351452462,-5.2978756086771,-4.84123783460382,-4.8818079112942,-4.10802195671483,-2.9074783403487,-4.14470235386454,-2.67242499894026,-3.60555454766925,-3.57984226675863,-5.75147361634265,-5.12887877525384,-3.81690225164996,-5.27338732509638,-4.04405193272114,-4.86796509816936,-4.41578507916962,-3.88520761373849,-3.97416051060068,-4.33570926888205,-5.08204246037383,-4.4873758219143,-4.60539888011481,-5.17258105058259,-4.65606222863979,-4.86121037232601,-4.83376324802496,-3.91751339493746,-5.58259760516689,-4.28581824929821,-5.2906781365659,-5.49514967468514,-6.34576565240701,-4.71767066919362,-6.58401488466763,-4.67542005122461,-5.12888020105535,-4.03015772010238,-5.84798769452441,-3.96498979055453,-5.14129396593809,-3.68855951209627,-4.91990599670905,-4.57143351272976,-3.36222719459262,-5.61672969077905,-5.29951494970835,-4.83173282924667,-4.42598252858825,-5.12319932153567,-3.65947211723961,-4.27379642889878,-3.99761169344359,-5.53384227640135,-3.75479230517624,-5.15620335427977,-5.87586456454441,-5.43343387968798,-2.98977901837745,-4.53188716930525,-4.5627118528026,-6.15681492970296,-3.92406863738425,-4.99036095121868,-4.43206139043461,-4.11832393691734,-5.94738385797121,-4.77716383466026,-6.32166794724818,-6.57576821811451,-5.00262871619836,-3.41417220755529,-4.08568554070404,-3.59695405168981,-3.98553349707044,-5.10121963055737
gamma_pop,-7.73516448367746,-8.25731422277408,-7.79567527792202,-8.25185242863235,-9.05582632438884,-8.0363504732309,-8.63403147386894,-8.00389225219002,-7.59255001564827,-8.23465953429528,-8.62379135293415,-7.87097301171477,-8.29366724120846,-8.79961653802896,-7.34077068796446,-7.52039347939435,-7.27379847056186,-10.5436253560949,-7.98624996278003,-7.72666490493571,-7.60174124948387,-7.92349482029189,-7.75665203668788,-7.13722053407163,-8.02322874532307,-7.86687527794935,-8.14167001270613,-8.15439008730827,-8.53502733894025,-7.72253042746038,-7.4636113067335,-7.65510842041399,-8.69812968446606,-7.90456686261862,-7.88227830773628,-9.82730343606624,-8.29325997450276,-7.40438553233259,-8.59575993326512,-8.92429899736919,-7.80495343062618,-7.56704067292787,-9.19683855574075,-8.2510253213568,-7.60797091810788,-7.83898170158847,-7.60112342029517,-7.48400255017669,-8.51881514798898,-8.19563497231817,-8.30211200842564,-7.63079389857564,-8.56994981849102,-7.67362923472469,-7.60967588605049,-7.46431864108584,-8.02081357013865,-8.30895774735061,-7.59178232831137,-7.37004462325563,-7.84884413467304,-7.82119331097344,-7.92304713120496,-7.7240309172458,-7.77572476094408,-8.21423811920484,-7.06254259101857,-8.25415899670664,-7.98747732793051,-9.19353278764405,-7.29469285692498,-8.43107240427351,-7.70433142040744,-7.42543063697834,-8.77098994369724,-8.29726259796096,-7.84308747070708,-7.96077006009061,-7.32527917622134,-7.66834369169445,-8.80382492257787,-7.4448043598912,-7.77700567743203,-8.31160311332178,-7.32941431598312,-6.82439273653423,-8.10692511643858,-7.79581730630647,-8.30909906907577,-7.66034488309441,-7.08184280836647,-8.29885019516831
tBegin_pop,-0.37847329651212,-0.384563400586789,-0.380706317281583,-0.372331578375934,-0.346736783485514,-0.365152247191212,-0.375805427773939,-0.352164412167319,-0.389166784194724,-0.349963119802168,-0.382733052131703,-0.360293670851153,-0.363775279485041,-0.406386005859643,-0.385865206477753,-0.365655964840159,-0.3824347393862,-0.342124322671022,-0.379892871557558,-0.369316057751377,-0.353077134966089,-0.367960418102179,-0.377784282135635,-0.373630223758696,-0.366435024503314,-0.387009808125337,-0.382309662661379,-0.372853876129189,-0.365182505425196,-0.375891239726772,-0.386610552456209,-0.371866524994457,-0.334359123223155,-0.363691805583564,-0.393916609078933,-0.330927804179748,-0.369112937258185,-0.369736070830104,-0.374482946256573,-0.356811462412673,-0.369573033930853,-0.379045784474654,-0.362960140614738,-0.394100311519843,-0.379262096709506,-0.365219064038367,-0.36855005809015,-0.366697007336647,-0.353539185151205,-0.365946176239872,-0.357394604522793,-0.386206791245627,-0.375217635106193,-0.384272262274663,-0.365089146950877,-0.375060200753606,-0.350918612813739,-0.367266182944669,-0.368609480591086,-0.392568703055891,-0.370167246605495,-0.376393237611831,-0.366608560499393,-0.382108336115103,-0.38174053364196,-0.332648137946585,-0.384833816674431,-0.363943232133531,-0.40493792864309,-0.333414586944785,-0.386714970207906,-0.398962502468027,-0.367968496743297,-0.36534249642842,-0.35877090675468,-0.36947067421063,-0.401144582568982,-0.375615753628848,-0.388065436523601,-0.375100668050065,-0.367324160319063,-0.373978431880197,-0.374703943573761,-0.371620394624245,-0.370043204068666,-0.353670200309626,-0.371004749676008,-0.377996990777618,-0.397494224223374,-0.372188355680247,-0.373364608807132,-0.362860109811404
offset_pop,2.0785383668546,2.0775264764019,2.07708949384872,2.07926623281176,2.07953844243349,2.07958299074359,2.07838949056257,2.07841072187642,2.07778237121643,2.07796372467076,2.0772516326089,2.07919080660321,2.07976883961239,2.078644640116,2.0771637223235,2.07726877763947,2.08414426721048,2.08068384496877,2.07774955576133,2.07757003744774,2.0772130165909,2.07796259156261,2.07725590508487,2.07914170944683,2.07840404838665,2.07661567060968,2.07930060052502,2.07717805884866,2.07969397767906,2.0785693865282,2.07808393861229,2.07832960158929,2.07887981177582,2.07775290014664,2.07681132920667,2.0800392602116,2.07737851396357,2.07743502496911,2.07930920758726,2.08058860708988,2.07911535861975,2.08012808451329,2.07832748040717,2.07784615661879,2.07712556671259,2.07761448696537,2.07686407599612,2.0777439282882,2.07713530444611,2.07797446098191,2.07651004717659,2.07655448183444,2.07795936029782,2.07681334600573,2.07853208609608,2.07843443475207,2.07820588835943,2.08049974855683,2.07794497460558,2.07863803697134,2.07820388705681,2.07833653181408,2.07930181771613,2.07727702419708,2.07954144386349,2.08341677478933,2.07683331065665,2.07656122933223,2.07614524727102,2.08040117029903,2.07616992116807,2.07822838846276,2.07867603089332,2.07813397866744,2.07889292290743,2.07908188642321,2.07888177446874,2.07781266950658,2.0779416903633,2.07843241668472,2.08072318726655,2.07771523809914,2.07693866293058,2.0745880639842,2.07790759856034,2.08048492507125,2.07673187126256,2.07589795068749,2.07942282926698,2.07745287512922,2.07801855785313,2.07715535548832
