"","X","run_1701021494_18584","run_1700948947_46843","run_1701064248_42509","run_1700986542_53526","run_1700892784_51286","run_1700930231_70351","run_1701046801_77654","run_1701060236_92795","run_1700838043_48774","run_1700873746_0922","run_1700855443_14355","run_1700910568_31375","run_1700873712_96781","run_1701004509_62743","run_1700893064_97261","run_1700966792_1903","run_1700838043_46367","run_1701009450_44574","run_1700855614_26661","run_1700929984_06162","run_1701026921_22845","run_1700948763_85761","run_1701039380_50744","run_1700989820_30199","run_1700968094_45382","run_1700910762_168"
"1","a",0.0345374975876735,0.0337900963433933,0.0341977766856765,0.0343488692550933,0.0348600925922437,0.0350742972637629,0.0345375068037456,0.0349088509747439,0.0353744034254299,0.0350349612292692,0.0359412974375649,0.0360362642256889,0.0362752968838873,0.0365319095163602,0.0364612047725302,0.0368382609373104,0.0371685242667332,0.0384903550754616,0.038597452074578,0.040908893853434,0.0417757402192007,0.045084498068326,0.0477606033595125,0.0474235486973685,0.0489607266333199,0.051465234115635
"2","delta1m0_pop",1.86232853099181,2.46033154645403,2.01591520160911,4.23041457467657,-0.203982827006448,0.247661441540616,0.550169638878833,-2.39090750365574,-1.71219528423284,-0.0616561398400245,0.706721518785744,-1.08925625069223,-0.30118078155072,-4.2093469005136,3.41839024501944,-1.56503183146925,1.03614589558565,3.88093628388592,1.83084041619688,-2.72719747844479,-0.115883785963662,-4.5958141879077,3.03095878230905,0.925348042766986,6.92373733054625,1.41101988356537
"3","delta2_pop",4.20030316987218,2.5173314232716,0.574429641488948,1.71576434670403,-3.07182907320354,-0.525718344764091,-2.18792781988159,0.60403471628798,-0.635769216471711,3.69107145855836,2.49554142607037,-0.31886188876615,-1.03366163138973,0.756608192631486,1.95810110039956,-1.42900112112472,1.28679232140103,1.82295036062749,-0.12562577392265,-6.01928370947978,-1.12256506980508,-0.237541403199408,-1.99449781552872,-0.81460494660275,1.94381451441995,0.93404190096951
"4","e0_m0_pop",-3.84271917317106,-2.14019432077329,-1.528057330024,-2.83704793744617,-0.209610529550803,-0.192446576220253,-0.996636045117388,0.382423419857975,1.2605331704771,-0.162263826960256,-0.603669304916421,-0.843091862269239,-1.64394830095219,1.34341216667908,-3.52319181932525,-1.0318229680853,-0.450502973551417,-3.56852821254054,-0.338819998052865,0.656539647836819,-0.95884158911228,2.0421648879311,0.708092499406005,1.45993332034729,-1.7768797904833,2.1878090623034
"5","gamma_pop",-2.17854940075886,-5.09404949721737,-2.70797214513732,-6.16404842719288,-1.76942185180804,-4.4413322022472,-2.50062330286782,-3.87848747513457,-5.05161383706112,-4.32511040352416,-3.12150396146331,-2.53123975562551,-0.0958471675328342,-1.96539362990723,-2.08674825204767,-0.132004190065666,-3.70896312506265,-4.09337181675947,-4.49993014753041,-2.64453637441729,-3.60967757141765,-3.29413407527614,-3.91272741033787,-4.72123805189489,-3.64305783403345,-4.52649758252798
"6","k1m0_pop",0.756779693097397,0.918893576543483,0.444877899786273,-1.29333120239228,0.447717793074406,1.80984402946245,-0.162686671302708,-0.181581860042901,0.401461720599097,-2.93581326244206,0.985449305251281,0.449674220096489,-1.86633141989276,-0.702380401390658,-0.193483090787632,-3.30172104022129,1.08081832795161,-0.970650408722257,0.797542624226073,1.42028865498478,0.731745595279133,0.868077651553894,0.276095699921861,1.62130972488449,1.1578575614105,0.155125487760287
"7","k2_pop",-1.72779366195763,-0.558218002159525,-2.34107980782684,0.261353026255721,-2.59105616462119,-0.899689549228632,-1.20149046543276,0.223454698147418,-0.336131611164005,-0.87751210213238,-2.45155774225276,-0.768763279114303,-2.43171867145745,-1.00590393492,-2.37919854342415,-2.11334433922002,-1.82470648810246,-0.0859402690077137,-0.997694124349154,-0.396502569341582,0.562003481204027,1.26161954241783,-1.79587578762273,-0.75695881883268,-2.25987351666486,-1.75709672754909
"8","k2m0scale_pop",12.5116576499145,12.6788797226386,13.8094744076131,11.9951368155234,13.7010820783607,11.8593397503936,11.8469557179353,12.1965732368127,13.8262751944487,13.536975660205,12.0179160309948,13.1212169501355,14.4272516664313,12.4353838298081,11.6061886241663,13.4580068028058,13.2136530995472,11.5227640890511,11.9477924419801,14.1216888876477,11.9807489838665,12.6543288065606,11.3291081204397,12.2515085554302,12.9888875080175,12.7570323856293
"9","offset_pop",2.1383990862325,2.13869605965878,2.13795899184262,2.13965893632575,2.13928076470766,2.14089313816187,2.13806316113809,2.13845534604768,2.13961394675443,2.13743237225957,2.1399354454866,2.13896915167538,2.13935120743131,2.13892626784917,2.1397868174844,2.14014109194168,2.14213697932115,2.14241075816487,2.14309623215686,2.14548626027948,2.15209330203629,2.15170702556764,2.15176848224292,2.14759085057846,2.15208385834537,2.15201246377712
"10","omega_delta1m0",2.67994712223958,3.41227086390673,2.55167273263523,2.93260722422835,3.26052247858436,2.70333107247182,3.26799583552311,2.9385770696195,2.50468382575638,3.19249299306206,3.24969637821608,3.06094366013791,3.83942651508308,3.03694561970626,3.01205411777845,3.69964581466882,3.45912984351611,3.57971507023333,3.67694825913929,2.43695741592181,3.54997204447675,3.15349396213561,4.2030617362466,4.29504203345046,3.82208051864447,3.61568993026752
"11","omega_delta2",3.23518737836245,3.22324780195092,4.59947642606296,2.69867018208232,4.53187555193953,2.41035336850557,3.18791127195556,2.41118280037299,3.4062264021365,4.50277596363648,3.88058549414353,5.1421609352671,4.42907412142748,4.82774672560963,3.95841764462513,3.32615183327886,3.51525230022765,3.06676695654967,2.82838543347469,7.76353045063108,3.55018750581471,4.8192354268208,2.05755507901997,1.80757103299046,4.88227260310286,3.39712934134969
"12","omega_e0_m0",2.00813354742642,2.22308965189498,1.60527998840025,1.8169547658208,1.76536991691597,1.78021479476688,1.50648144969296,2.28741671250658,1.93363100539134,2.38071586503682,2.02513295473711,2.07171942947079,2.13325821577447,2.20926600161763,2.23059355726611,1.87641008034541,2.05401341213159,2.23665450971979,2.29907079323554,1.6972674119786,1.80959041009324,2.39201247713358,1.83623322584829,2.25198104374947,2.24906362078665,2.01527284652355
"13","omega_gamma",2.49414003999908,2.4089222667756,2.54036558310631,2.62905649519778,2.45518643042651,2.4998428014291,2.64889293909186,2.51950111275025,2.1709964100951,2.28986594322562,2.49646518746862,2.64421500152369,2.426997029896,2.58142487656296,2.59995612897999,2.59431416879289,2.58190510003771,3.26855938801254,2.28959028154228,2.72009950406669,2.98008350039455,2.40739204596783,2.14746924278883,2.02222769581174,2.97281643369173,1.46924757067342
"14","omega_k1m0",1.9162637145933,1.62573232406659,1.98146237329221,2.03889319305081,2.03716944872525,1.76263857506022,2.00849678159803,1.88462353442104,1.73077651891363,2.12400134927436,1.89288142708151,1.90183660222679,2.34070148648627,2.12644474374719,1.94807368456225,1.98866630745852,1.676653135362,1.98462201254706,1.94751757737829,2.23274477959894,2.23493762299124,2.22680627122033,2.0912138062896,2.4298146377227,2.70632065460394,1.93623837371566
"15","omega_k2",2.2081965857151,1.57490854998382,2.24906374202622,1.68652249145848,2.29390481679734,1.32619887028085,2.14406633444782,1.54241418178887,1.41849924037402,1.98801353731311,2.09367465028073,2.0874976456915,2.73582456292585,2.13724891763201,2.43357679313255,3.05743174170177,1.86804370696039,2.72453055290438,1.5546823109599,2.30867314149306,2.59438073652365,2.68271720370141,1.6435131265203,1.93941010857086,2.04415380065982,1.51898527912378
"16","omega_k2m0scale",1.26687936649934,1.1957829595968,1.17430575213205,1.20428054187704,1.26852576126103,1.28388598102793,1.25325759249977,1.03469132994307,1.14251325584605,1.27775477982969,1.20790444826167,1.18336819221816,1.38672791419135,1.30033006234532,1.21016676029227,1.54996052260486,1.10444009375732,1.25924034372051,1.26839996661406,1.16359923288483,1.2451716471218,1.13904950246219,1.12440167917893,1.19612042738917,1.40572218802676,1.14487882878815
"17","omega_offset",0.416978890072293,0.416880472742381,0.416727030517426,0.416730437629052,0.4165719439108,0.416923405629356,0.416724619729212,0.416804832942857,0.416907139454204,0.41724002656048,0.416535302542696,0.416887159730574,0.416616758406036,0.417174877730989,0.417610511878459,0.416853639483856,0.416422205933801,0.416794569023972,0.416851937826456,0.417003225510989,0.423842673553945,0.419448141945419,0.419801899305485,0.415598470210212,0.417905246582194,0.416953912225015
"18","omega_r0_m0",1.51856369325949,1.80635776614672,1.71985857816245,2.03104541488778,1.81384218156922,1.5883481306483,1.62003529140271,1.73437243861732,1.74826443763558,1.88636899553064,1.51268283306577,1.60114740270866,1.89411404846078,1.7474417087274,1.65489690260893,1.55042025528962,1.71258569976451,1.83768075669281,2.16521928460405,1.56768229901571,1.78107685626738,1.86304672423253,1.99236478824245,2.21838430209072,2.18427241444522,2.15199184226884
"19","omega_tBegin",0.712187000358315,0.707502559571163,0.708649548797273,0.696075207597741,0.708978000019238,0.683184393881508,0.705255128289361,0.697414012811413,0.70966802622862,0.718499636756511,0.692311654163054,0.706867549184917,0.715510157574957,0.711679918192252,0.707620124288626,0.707397103962226,0.695463407718238,0.697106076412459,0.689164424616077,0.683262469224399,0.680880955651527,0.66803375777913,0.666303787427536,0.672167624053731,0.669160074024158,0.653595434146538
"20","r0_m0_pop",-1.95684220601911,-2.17860645586766,-2.9229083630779,0.770108256182444,-2.7409923561013,-1.84331081794311,-0.327747481440965,-0.750008696374262,-2.89453934053278,0.454239219804905,-1.34536432729588,-2.20314987643508,-1.31645909732046,-0.544480666413013,-0.103284373706866,1.16406682724504,-2.55279456800244,1.06028188434821,-0.69463011382288,-3.7013908836071,-0.607595099489078,-1.1663754651436,1.93921820007294,-0.465059968732579,-0.453733485463609,0.681981006954007
"21","tBegin_pop",-0.372416831131778,-0.366093972332422,-0.371408731939328,-0.360009883509882,-0.367215183961763,-0.345194920607382,-0.370116658487692,-0.366615604109434,-0.367818241237136,-0.383864033787038,-0.354518779105277,-0.367816412265569,-0.374889231269934,-0.375255724718476,-0.370098900139764,-0.368211327021431,-0.352282261568614,-0.356475266706567,-0.343929396030739,-0.343073974844111,-0.333457630373459,-0.320585738815867,-0.306570339681323,-0.310969711663397,-0.307808947891377,-0.296670071122148
