run,a,delta1m0_pop,delta2_pop,e0_m0_pop,gamma_pop,k1m0_pop,k2_pop,k2m0scale_pop,offset_pop,omega_delta1m0,omega_delta2,omega_e0_m0,omega_gamma,omega_k1m0,omega_k2,omega_k2m0scale,omega_offset,omega_r0_m0,omega_tBegin,r0_m0_pop,tBegin_pop
1700854316_30864,0.0332479124501921,1.02605319293945,1.77526008836088,-1.34804349181561,-3.15918166781254,1.40804346639014,-2.44799061799949,13.8516740516414,2.11786688308013,2.08869927213933,3.97058761037931,1.71200262043982,2.30017878570601,1.09136718517255,2.05133912775746,1.36054519924808,0.261671663633646,1.58053293674455,0.698142705665617,-3.80227079510235,-0.358559738801815
1700864499_97542,0.0338873911927095,-2.33976849549218,-1.04351763871862,0.5539486236795,-1.93804930153726,0.683098309606835,-2.44591202766617,12.1384677994829,2.11717357676667,3.01676592192498,3.16185846907949,2.15102052170405,2.09208308959254,1.64812294280841,1.80964567690875,1.43404501773896,0.262272565572214,1.62490567487682,0.689550421346453,-1.43322287097875,-0.359819712082475
1701007386_02697,0.0336665511241848,4.05059291081582,-1.18258226725385,-2.36461731735391,-0.84583376750006,-0.820650607165426,-4.13541151167163,12.3211210831864,2.11865038164488,3.85740981251464,2.42738776819158,1.57934823971826,2.39620252289639,2.49103387971377,2.62719865643556,1.56953436518639,0.262438911160915,1.38824566695277,0.675623144108929,0.0601395098725585,-0.346898926146348
1700988146_91112,0.034138693647224,0.0637247977868866,2.49659510865588,-2.20318451733821,-3.06804558005375,0.534661238037152,-0.490513145090758,12.9792062927025,2.11719194660211,2.55609628521574,4.37191145033629,1.9658691997195,2.44499145849558,1.64077827639625,1.89583057513213,1.15309126457047,0.261689450811427,1.46550407726748,0.680000010470347,-2.11067646876545,-0.354615444233672
1700838034_71293,0.0338291094625779,-1.75272709667565,-1.54575472820042,0.526449878050416,-3.71994948846983,0.340578186403667,-0.686730094211458,13.1883731667454,2.11729635810877,2.28444995466972,5.44998455808893,1.67031758070455,2.27525215341742,1.78735763434073,1.67958039631001,1.18406040852815,0.262322403083426,1.62556470469378,0.683269572909311,-2.15959291357712,-0.356544114556941
1700994560_77725,0.0340555005892316,-2.73567934502964,0.724965705842669,1.44136290118118,-3.61948786937592,1.30999660437924,-1.53094267502045,12.9590881263838,2.11732216969101,2.44690241641986,3.09720935027403,2.42494903301387,2.27731156096491,1.14133837335528,1.45451726109827,1.35392506936522,0.261966639020159,1.60482859060044,0.677857105654642,-2.82693843120382,-0.351456333285127
1700953401_57241,0.0343719921145231,-6.47888719232934,-8.36566946532785,3.63052265804922,-2.42167233373242,0.91353772710044,-1.10123921873324,14.0333767166747,2.1182559307688,2.52059061960022,10.3137643476208,2.14061370184555,1.89950383745101,1.43179102271172,1.57919717552647,1.23756208909894,0.262550081137852,1.59729755931923,0.700761768379663,-3.62422919783367,-0.365032306959944
1700972677_35535,0.0352904487350394,-0.605949452544458,-1.10488418239849,-0.460768201278353,-3.52386359876263,-0.0984546409943125,0.0938964647023414,11.6100221974856,2.11974301383387,3.07468700960234,3.29005145279184,1.49523349468357,2.07794761196082,1.61376526986206,1.6498595161851,1.06274127619435,0.261722909844453,1.59963653569349,0.672938199864196,0.0922644461851595,-0.343787275676942
1700939993_73471,0.0344910755812733,-1.08537917343589,-0.459409002358859,0.0373696990126022,-2.83152976964263,0.873748426232823,-1.93269317342368,10.9171350848669,2.11898087019923,3.25118968235398,1.91032534399171,1.94138192309991,2.19242405578452,1.49348139796623,1.55646628965134,1.15765882888936,0.262258219169157,1.42965501018784,0.673804652085058,-0.19021301247043,-0.344547784324892
1700909397_65769,0.0341272417582365,-5.27814090438269,-0.112722128605716,3.96531215593165,-4.13843458142853,1.01857164130475,-1.00934153821111,13.2386291916265,2.11852354457463,2.62506125075688,2.77701165863769,2.24415956231554,2.52598113352659,1.40063512622852,1.68007312704714,1.14479768282746,0.262628572894838,1.43108980932049,0.677569492918017,-2.77898168054975,-0.349819955073793
1700871247_57832,0.0340236246304196,3.52971103573319,1.09766931100004,-2.09124185755702,-3.46550434878912,0.708600245534862,-2.19340677105435,12.7364361062314,2.11800247893287,3.54693582054237,2.5261948365568,1.68438928821437,2.42774756554253,1.90559330575893,2.06430163463239,1.14860858640781,0.262320777951259,1.88625715527406,0.683735735463062,-1.89172999690146,-0.354866046710593
1700848166_14722,0.0345479182992623,-2.3001929134776,2.99066363134825,-0.537597390328883,-2.35296482859523,0.359735618629608,-0.975842947667545,11.9340489144993,2.11746295948922,2.8991768806803,3.36185657427794,2.33870834968752,2.02520577435792,1.78658713709607,1.61663438679498,1.12257750608913,0.262420343640315,1.38741181786013,0.687944039843927,-0.98112269329874,-0.36136770734213
1700860417_5334,0.0349077556357851,2.65623478411062,-0.355957042154748,-2.59943069717884,-2.90197233814936,-1.01841453524712,-0.459997628170644,13.0121063198937,2.11918357546021,2.8276116517709,3.84722903097197,1.72123438355506,2.8553478294771,2.02556978509325,2.14757972186606,1.2802387908223,0.26381962119615,1.68214316683821,0.682039681196302,-0.590116336646518,-0.356465967637589
1700887362_60681,0.034378894616944,-2.5561381370701,-2.04448958906764,0.800268864635556,-1.99554188968312,0.209642467079659,-2.15372962446629,12.5416132599029,2.11716864626897,3.15866803550413,4.46904815110129,2.00141228243481,2.25529433149148,2.1636874063282,1.95403630483862,1.3147434160054,0.26326457268764,1.84590504200037,0.69648391769268,-1.38121238963714,-0.364103730830015
1700867908_31912,0.0350331297205966,-0.652008732295949,-0.0440823008870775,-0.710798067542406,-2.33806364413677,-0.41279706010498,-1.74138888516053,11.4747781879575,2.11828547245663,3.83285539670313,2.9325048633185,2.20557680342799,2.35090631348654,2.18958875836999,2.14611814920099,1.26507932837805,0.262284765018434,1.65126507680901,0.686681302804836,0.382547783998377,-0.355736317851451
