X,OFV,AIC,BIC,BICc,chosenDegree,standardError,run
11,-321158.551178741,-321116.551178741,-321028.044408674,-320970.921883314,5,441.344378929039,1701021494_18584
7,-321023.538782464,-320981.538782464,-320893.032012397,-320835.909487037,5,287.630462096493,1700948947_46843
13,-319835.959599671,-319793.959599671,-319705.452829604,-319648.330304244,5,505.860881803411,1701064248_42509
9,-318139.760500579,-318097.760500579,-318009.253730512,-317952.131205152,5,944.413279852719,1700986542_53526
4,-317871.865552295,-317829.865552295,-317741.358782228,-317684.236256869,5,277.955724594784,1700892784_51286
6,-317066.717648454,-317024.717648454,-316936.210878387,-316879.088353027,5,296.454743878892,1700930231_70351
12,-316975.663207538,-316933.663207538,-316845.156437471,-316788.033912111,5,294.035965433745,1701046801_77654
13,-316809.216062969,-316767.216062969,-316678.709292902,-316621.586767542,5,270.079571279799,1701060236_92795
1,-314337.646298514,-314295.646298514,-314207.139528447,-314150.017003087,5,2326.59759849753,1700838043_48774
3,-314010.734404822,-313968.734404822,-313880.227634755,-313823.105109395,5,406.168312280195,1700873746_0922
2,-311344.814706391,-311302.814706391,-311214.307936324,-311157.185410964,5,309.354534476137,1700855443_14355
5,-309965.026897824,-309923.026897824,-309834.520127757,-309777.397602397,5,311.524550909148,1700910568_31375
3,-308954.471920496,-308912.471920496,-308823.965150429,-308766.842625069,5,278.219479977992,1700873712_96781
10,-308785.644034379,-308743.644034379,-308655.137264312,-308598.014738953,5,278.5257772216,1701004509_62743
4,-308539.886316108,-308497.886316108,-308409.379546041,-308352.257020681,5,320.910938830633,1700893064_97261
8,-307345.598592918,-307303.598592918,-307215.091822851,-307157.969297491,5,305.937324890542,1700966792_1903
1,-304250.40297101,-304208.40297101,-304119.896200943,-304062.773675584,5,285.216711875846,1700838043_46367
10,-301050.573050466,-301008.573050466,-300920.066280399,-300862.943755039,5,1510.72129638733,1701009450_44574
2,-300104.69672531,-300062.69672531,-299974.189955243,-299917.067429883,5,1515.89952530001,1700855614_26661
6,-291035.451437651,-290993.451437651,-290904.944667584,-290847.822142224,5,362.301140307885,1700929984_06162
11,-290994.469969479,-290952.469969479,-290863.963199412,-290806.840674053,5,1088.77815140759,1701026921_22845
7,-274739.572443073,-274697.572443073,-274609.065673007,-274551.943147647,5,575.935072069423,1700948763_85761
12,-264660.685440556,-264618.685440556,-264530.178670489,-264473.05614513,5,381.598091605509,1701039380_50744
9,-262967.652753986,-262925.652753986,-262837.14598392,-262780.02345856,5,414.630401822618,1700989820_30199
8,-257053.903349091,-257011.903349091,-256923.396579025,-256866.274053665,5,392.099939356889,1700968094_45382
5,-251801.632275253,-251759.632275253,-251671.125505186,-251614.002979826,5,2037.35627412069,1700910762_168
