"X","OFV","AIC","BIC","BICc","chosenDegree","standardError","run"
1,-3226499.76493332,-3226457.76493332,-3226320.9038763,-3226263.78135094,5,863.894594695244,"1709655900_16236"
1,-3222743.19523446,-3222701.19523446,-3222564.33417744,-3222507.21165208,5,2772.72006646396,"1706206076_41173"
1,-3217252.39410237,-3217210.39410237,-3217073.53304535,-3217016.41051999,5,1231.80399580345,"1711102688_01003"
1,-3213555.26944712,-3213513.26944712,-3213376.4083901,-3213319.28586474,5,776.386269553559,"1703163605_31637"
1,-3212099.41124398,-3212057.41124398,-3211920.55018696,-3211863.4276616,5,1744.1161829503,"1703924901_67844"
1,-3210015.86687772,-3209973.86687772,-3209837.0058207,-3209779.88329534,5,830.550908178037,"1709440563_85341"
1,-3202145.30569162,-3202103.30569162,-3201966.4446346,-3201909.32210924,5,1764.86171955534,"1703671381_02647"
2,-3202005.32518905,-3201963.32518905,-3201826.46413203,-3201769.34160667,5,1064.21070197443,"1702291085_27364"
1,-3201011.05105003,-3200969.05105003,-3200832.18999301,-3200775.06746765,5,1728.29615944835,"1703682241_31777"
1,-3199657.79378896,-3199615.79378896,-3199478.93273194,-3199421.81020658,5,2224.66850203706,"1708551400_83977"
1,-3195506.00013039,-3195464.00013039,-3195327.13907337,-3195270.01654801,5,871.475287685708,"1706481488_46013"
1,-3193239.3548384,-3193197.3548384,-3193060.49378138,-3193003.37125603,5,865.681204065608,"1703606116_52543"
1,-3192371.84813153,-3192329.84813153,-3192192.98707451,-3192135.86454915,5,863.003779684969,"1703168765_74481"
1,-3190671.95697806,-3190629.95697806,-3190493.09592104,-3190435.97339568,5,891.418645305847,"1703808444_66179"
1,-3190258.44193977,-3190216.44193977,-3190079.58088275,-3190022.45835739,5,1316.95283894544,"1703168765_29399"
1,-3188160.1227556,-3188118.1227556,-3187981.26169859,-3187924.13917323,5,6354.33668519862,"1709206129_04022"
1,-3180885.13921587,-3180843.13921587,-3180706.27815886,-3180649.1556335,5,1018.57405139485,"1703850686_73043"
1,-3177515.67938749,-3177473.67938749,-3177336.81833047,-3177279.69580511,5,1500.0153877371,"1707232221_92419"
1,-3175759.47365197,-3175717.47365197,-3175580.61259495,-3175523.49006959,5,1033.55150063445,"1704876132_86188"
