"X","run","convergenceIndicator","exploratoryNumber","smoothingNumber"
1,"1700838034_46562",-64382.827778269,2539,1000
2,"1700839225_21572",-65271.0912054746,2022,1000
3,"1700840277_86604",-53864.7897470874,1144,1000
4,"1700841502_19501",-64391.7165812242,2914,1000
5,"1700842741_4548",-66206.5727401771,1698,1000
6,"1700843903_37153",-65518.2700030313,1905,1000
7,"1700844968_87256",-63049.7430689094,1348,1000
8,"1700846096_47233",-63218.3934009757,1497,1000
9,"1700847409_36078",-61511.7626465185,1887,1000
10,"1700848556_23323",-67218.5668534367,1656,1000
11,"1700850003_70497",-64262.9578444067,1369,1000
12,"1700851009_41105",-54698.6701098313,1328,1000
13,"1700852566_23145",-63264.2969830415,1640,1000
14,"1700853835_67215",-58920.3996863164,2702,1000
15,"1700855780_25811",-66688.3147484047,1049,1000
16,"1700857322_81691",-67066.4662562799,1987,1000
17,"1700858855_91348",-67624.0404218597,1754,1000
18,"1700859844_0629",-67021.4132715007,1371,1000
19,"1700861048_19177",-66164.4111456107,1365,1000
20,"1700862242_06022",-66819.6154520171,976,1000
21,"1700863302_76761",-64071.3613921699,2716,1000
22,"1700864442_21126",-67048.7872379605,1512,1000
23,"1700865662_76514",-67077.0985228482,1098,1000
24,"1700866798_03152",-62605.1937734819,1830,1000
25,"1700868036_73954",-65533.2315940733,2258,1000
26,"1700869383_99597",-66055.2952139841,4425,1000
27,"1700871109_07208",-59188.4456522814,1904,1000
28,"1700872226_59744",-63819.7150014207,2024,1000
29,"1700873229_02728",-59031.785011756,1750,1000
30,"1700874478_38901",-62690.986082021,2195,1000
31,"1700875559_75646",-66242.2180534859,2053,1000
32,"1700876626_13649",-67744.7244269715,1445,1000
33,"1700877746_82828",-66553.4248566659,2458,1000
34,"1700879234_36362",-67028.0737122206,1388,1000
35,"1700880496_76717",-62586.8311646532,1048,1000
36,"1700881673_79884",-65443.9571589931,2238,1000
37,"1700882964_69985",-63207.0225171671,1748,1000
38,"1700884146_69021",-65973.7758062865,2031,1000
39,"1700885237_55634",-65209.5415505038,2299,1000
40,"1700886285_92989",-66764.0323874897,1447,1000
41,"1700887342_12109",-66451.5438321427,1373,1000
42,"1700888354_91419",-67367.5760574543,1627,1000
43,"1700889524_00287",-64782.7466083476,2193,1000
44,"1700891099_06577",-65391.3582687523,2434,1000
45,"1700892521_9018",-64853.8620820961,1345,1000
46,"1700893463_91956",-55014.2129739813,1820,1000
47,"1700895076_69956",-65072.3537830336,1692,1000
48,"1700896362_12855",-64393.999764115,2033,1000
49,"1700897619_03764",-64323.9554432908,1747,1000
50,"1700899068_32675",-65621.4513419927,1355,1000
1,"1700838034_5113",-65121.6141384287,1776,1000
2,"1700839517_43502",-66712.2666141883,1099,1000
3,"1700840550_44164",-62496.580050109,2406,1000
4,"1700841666_89791",-64815.8742960158,2563,1000
5,"1700843067_37205",-60579.7262007856,2454,1000
6,"1700844916_85055",-57726.5332444276,1974,1000
7,"1700846030_44696",-53961.9527561865,2374,1000
8,"1700847454_51257",-65848.6524190323,1674,1000
9,"1700848626_56711",-52339.3456235816,2067,1000
10,"1700850122_46754",-66123.0546785611,1199,1000
11,"1700851144_28209",-64288.5509215422,1451,1000
12,"1700852512_89111",-65401.4196096406,1926,1000
13,"1700853609_94267",-64985.1375185764,1579,1000
14,"1700854855_29945",-63541.9907606234,2373,1000
15,"1700856157_7905",-62319.8736541541,1526,1000
16,"1700857062_99329",-54196.3014006205,1512,1000
17,"1700858522_26621",-67297.8265837379,1454,826
18,"1700859694_48979",-65935.3372457898,1749,1000
19,"1700860809_06465",-66041.2884425179,1989,1000
20,"1700862012_05292",-63804.8526307728,2136,1000
21,"1700863745_1199",-64798.7323791516,1725,1000
22,"1700864852_05117",-63318.9134604344,1775,1000
23,"1700865842_38162",-65067.9514902785,1719,1000
24,"1700866963_85799",-67472.7085333932,1338,1000
25,"1700868001_1556",-59470.943407432,2233,1000
26,"1700869346_36551",-45803.2025270221,1166,1000
27,"1700870933_15971",-62259.8303041856,1410,1000
28,"1700871883_06306",-65766.2002307723,2685,1000
29,"1700873286_55188",-66460.5067304712,2022,1000
30,"1700874732_35313",-64747.295562597,1051,893
31,"1700876134_7479",-67178.5289245506,1422,1000
32,"1700877252_99466",-65170.712068466,2545,1000
33,"1700878423_48696",-58085.5334566144,1665,1000
34,"1700879985_45419",-67303.3294411385,1619,1000
35,"1700881136_41818",-66871.9179938607,2084,1000
36,"1700882623_59691",-58596.5691906076,2235,1000
37,"1700883860_29714",-66628.3007763818,2962,1000
38,"1700885304_06816",-64176.2226110915,1463,1000
39,"1700886418_04629",-66600.7101676013,2779,1000
40,"1700887799_57391",-68223.2140084246,2247,1000
41,"1700889132_99388",-63955.2994982722,1396,1000
42,"1700890232_1402",-65812.9060058438,1609,1000
43,"1700891533_07764",-66148.0488801015,1799,1000
44,"1700892547_16622",-63002.3830375307,1124,1000
45,"1700893881_26421",-67074.0630259615,2025,1000
46,"1700895485_92978",-59403.4230441682,1636,1000
47,"1700896580_19315",-51604.7072741678,1743,1000
48,"1700898327_74868",-51857.9060699099,771,1000
49,"1700899676_61728",-67341.9478840104,1820,1000
50,"1700900587_46669",-67349.0606521736,1480,1000
