"X","run","convergenceIndicator","exploratoryNumber","smoothingNumber"
1,"77tADYwVkHPmpfi2bqUZ",-726318.214430025,1305,298
2,"G6WuKug2WKzc1AYnR1N0",-733997.973499956,959,1000
3,"YuIHaW8xH0Pxt32JSou5",-733085.368668064,1262,340
4,"nWpldaeol3zXAHqMeqmU",-734241.466339347,1251,830
5,"XGWj0JwwzoIxRCIMY012",-733170.329236061,973,684
6,"4HTuilV3cNkbecSJLud8",-732627.918560262,1244,425
7,"cWJhAiv6sKaxGhRmCvc0",-734310.169422784,2522,1000
8,"A2Sa6FqNLtjdYHwgyc5k",-730140.397538236,1305,1000
9,"r3B3Ul4xlsxzTSGrD64z",-729960.451707346,1425,1000
10,"SH3MrLQnqmrD7v1Rcp24",-731368.338026342,1302,1000
11,"klBYKKLqKzFIUPGTUqDz",-734607.897598854,1642,781
12,"Ut3BKbzfNBh97fJADlmp",-731205.997302492,1111,1000
13,"fn7jhr5Lfy61dCKORCPQ",-733767.801890939,1115,1000
14,"CYkd8GbrDzZAfYaX3Aa3",-734226.103897513,1106,701
15,"tx381zRidxWOs2useJz5",-735691.100011873,1773,720
16,"aZOgubZtPjIh1ickLRbd",-730811.238980944,1466,1000
17,"PhJwA3Qw2NjHc3KIVzFn",-725393.60748582,1018,1000
18,"9OnbtZmHTWwWrbGdqqCw",-734789.037494708,1127,919
19,"qdqEmMtp7F4KbKCAXLjW",-728501.642463262,1754,1000
20,"vZ2fqXwQB6TuugOWNzRC",-727020.480188839,1957,1000
21,"b8lq1m6jwDwRcCyjr45l",-734481.368080719,1012,1000
22,"iSGHiAt0PaD6f9UzqmkS",-734893.627055577,941,1000
23,"jw4VOqX0vTcs8kmq5Mtf",-733966.573227642,958,1000
24,"1rEeHSFHTMcYXvdSiXQ1",-733490.234835525,2393,1000
25,"EnRswEb7FBeVc5mRHysJ",-733216.794978248,1243,1000
26,"RwJESUrFQtmN3tePPNaw",-734902.562360755,980,909
27,"mc9Ot7VsP1LbgXmlLuta",-735459.02159895,1129,1000
28,"q5BW5BYSp5JG2sxophWU",-715399.211136345,1247,1000
29,"iUC6JiXiU4i2PImHQgNY",-735387.731813788,1113,1000
30,"UjNcaCL8wkxjOJO4THs7",-732884.955589826,1756,1000
31,"mPE01AREsFx9hLlqOVM1",-732063.89757655,1529,1000
32,"QyHgxb9pbZsqhObKru9o",-705327.76774407,1790,1000
33,"uITkL59SNsmghSMDp6CH",-735552.220857072,1010,1000
34,"0LUIq1ZjiUAbAVYVqKSC",-733347.880382836,1244,190
35,"48HQzPR8EOffc9VmOZFE",-732264.763307813,2696,1000
36,"hQuA1TIFRo6q5xHvdDFv",-733791.668123145,1244,424
37,"3wlbkI6L1VrLnpCiYJIJ",-732650.420900756,2011,1000
38,"uXZ6P3fF2He8yT1reSAz",-733979.390492391,939,469
39,"oinFdBdGAgPfICI0JBsW",-733959.362252448,1252,1000
40,"evdlzEMMG44om3i20oHA",-722658.914813269,1444,1000
41,"28JSf2pBSwPjwclhkBTA",-734668.799266568,1128,552
42,"jkidIKQRUnQCqAtMxQrM",-735080.204186658,1238,996
43,"fDSnw29Lr2zY9RBN6gXg",-734355.998093407,1252,407
44,"0dATCyYXzi6T3ydB5enK",-734502.58578748,1266,821
45,"kD325x6LdgeATkYKjX0q",-735592.853727817,805,1000
46,"ppGjR4ICEhCzhWKgGNgI",-732501.484236634,1011,1000
47,"bHlN0Y0406LXFOIY0qXL",-725410.139643153,2816,1000
48,"zPHiczy7fmCnwhpazVyy",-729962.536018187,1692,1000
49,"ID4vpd5tNdAPsV7HNZyr",-730016.030347273,1444,1000
50,"zVrGB0g5kaSuUI300GhM",-726652.709773038,2269,1000
51,"lbtSouL643wwVBktAVq8",-735600.619421276,1442,619
52,"zkkJVactfQzmmf5Cg6FX",-731904.434271573,958,1000
53,"no5Jyu4iCQKHZ3hDGcD5",-734840.128030346,1560,619
54,"Fg9VlUy8mMQ2QW5aL5EG",-729731.911386085,1489,1000
55,"Frx55gIPWJL127ALN7HH",-720268.02882945,1719,1000
56,"M9RUdJi97O6kNWBLrCwS",-733468.638124363,947,456
57,"T0WbMy3gt7fk84XkzUEE",-736704.166236985,1350,670
58,"8nand6wPOUoNzolCXofj",-732699.013764262,1240,634
59,"GKiwZDi9CU5Hsld9L8Zz",-734822.265249217,966,1000
60,"IacByfIH6dxgYnXQIvQI",-730763.298662444,2134,1000
61,"d3QGkjTycpm48wpNRpmN",-732793.279559545,1216,722
62,"csR1Pji9W706S4EwS5vK",-721216.472180938,1466,1000
63,"nI2J5eRYId1Qf5XeeSqs",-723588.326218041,1349,1000
64,"X5HZFFtehUcz58VzEQ4W",-725930.053829804,1213,1000
65,"mis2poXrUQbHBq050Ah2",-732529.974374035,1052,1000
66,"qgj7OVC5VBy8Q0INZkdZ",-693682.360460217,2385,1000
67,"eZ4d1TDQH8AIkVhPKISN",-721754.61766601,1112,1000
68,"1j8JmvEvqy2zxc8fX0LP",-722882.814143031,1235,1000
69,"bXH2EVhCvkZlatMEqcfR",-724868.409755987,1562,1000
70,"fJRZa0WqFe5ZyUPXCjax",-733973.055900031,1270,717
71,"fMnOHJVlHESMi9MHLt2g",-733209.95809217,715,954
72,"Zq3pr1468E3kmSeXLRtT",-734934.414792366,1022,1000
73,"arANAIrCd0s3aC6cCvNl",-734770.912207477,1285,1000
74,"sKScjaazfc7LL444C2l9",-735674.377124288,1300,482
75,"IwD57s3G4E9jvGRFHQuV",-735084.667920322,1300,1000
76,"veQlzFNTI4VAC3osccnI",-735900.659640547,1264,401
77,"4o5ZYgNXffA6CVAxgjxS",-735250.998538959,1089,1000
78,"jkPQZVfnKOnjiRuPlrSD",-733959.087474663,962,857
79,"9fC6xghVnmfyE9pfHJgK",-713730.733438037,3128,1000
80,"CVNAsbRTGj653iPZxKkE",-702751.488167888,1245,1000
81,"iKoFkhvx0dR31ksgo3My",-728809.806980851,1736,1000
82,"NQpZ98bj4CdeFOTokDwh",-724931.732314199,1331,1000
83,"smqHN5KfiijLhDxkhhL5",-732277.38740338,1229,1000
84,"IFa9V0SqCtSCgJGe0U0s",-731142.57276786,1223,1000
85,"jjVlw2bqWFrot1RJO9OZ",-732152.572715224,2295,834
86,"PJTUWmeHvL4ANUJLwH1L",-723932.417157427,1756,1000
87,"ktfcD0MUZH6RoVzcEyy3",-734030.013088162,1349,512
88,"eN79Bv3NHfh4BP13UZ2C",-719767.805559461,1460,1000
89,"lGKuEpwDI0kcT9XEvBAQ",-731617.508754271,1006,475
90,"MtqP8haJHSwiSxNKXmPH",-731738.688131314,1247,1000
91,"2wOL8I51h1ZlZkiUVa6j",-734110.85199589,1345,671
92,"GQHdgSNFqu3E9cyLvVgZ",-730910.345818826,1468,1000
93,"KY4grxD9bLtb3pv5AmQc",-733733.12239269,1301,1000
94,"cSbMs9fvz7R12Y93JmK5",-732093.250585919,1469,1000
95,"l9IMIbLrpBqrrb1wLEPx",-725472.078710345,1220,680
96,"nfcdClqpmUQG5v5I3Jtr",-733213.891587431,1306,1000
97,"T5gynIlowgezBqpSp73n",-733498.988356091,924,205
98,"oSokNEuMeTXxZTEt9Rdy",-733792.228554527,883,1000
99,"BxpHjxcmgEgBh1IpqFKy",-733323.352004344,1480,435
100,"XOinsXJTYWq51dGL6095",-734163.767039607,932,1000
