"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1703622326_29596"," 0.03398587"," 1.32611330","-0.13936666","-1.47477935","-3.84899134"," 0.49296961","-0.74938119","11.23514208"," 2.13861546"," 2.90828897"," 3.05907491"," 1.66641453"," 2.63104012"," 1.52409223"," 1.65513461"," 1.18431950"," 0.41667957"," 1.59831624"," 0.70542406","-0.36443419","-0.36811217"
"1703700064_52748"," 0.03400834"," 0.28103781"," 1.15796440","-1.11096400","-3.11781364"," 1.09528783","-1.62600776","11.38482289"," 2.13904612"," 3.37129733"," 3.75283090"," 2.57891130"," 2.23162923"," 1.22768007"," 1.68123517"," 1.13534988"," 0.41663529"," 1.57662052"," 0.69726737","-1.14423574","-0.36414673"
"1703326199_19178"," 0.03388273","-1.62660954"," 1.29875773"," 0.47946603","-4.22535530","-0.01449539","-0.49731353","13.09435377"," 2.13776968"," 2.69879610"," 3.86391426"," 2.13464312"," 2.56412403"," 2.02762546"," 1.65911841"," 1.14123323"," 0.41726458"," 1.84940870"," 0.71602169","-1.88897414","-0.37758888"
"1703574098_73867"," 0.03445369"," 2.27485899"," 0.34391074","-1.20066944","-4.04696398"," 1.58260358","-1.87706995","12.87133954"," 2.13886576"," 2.70407148"," 2.77107913"," 1.53070695"," 2.45350502"," 1.22050816"," 1.77459880"," 1.10189730"," 0.41652044"," 1.67434065"," 0.69230563","-2.88007612","-0.35622838"
"1703833580_96"," 0.03383257"," 1.09604244"," 0.08456408","-2.04229323","-2.73435475"," 0.49883776","-1.16321801","11.42740024"," 2.13815552"," 3.04179494"," 3.63091755"," 2.02737131"," 2.41562099"," 1.60707192"," 1.81774034"," 1.15828923"," 0.41694477"," 1.61806609"," 0.71137191","-0.65268296","-0.37373567"
"1703845654_16089"," 0.03369653"," 0.83713414"," 2.91529032","-2.07454743","-4.57380936"," 0.65022046","-0.06962618","13.85117680"," 2.13787233"," 3.18113342"," 3.53455578"," 2.57958665"," 2.72189504"," 1.76161021"," 1.52456492"," 1.20441935"," 0.41705311"," 1.65097963"," 0.70670916","-3.21570174","-0.37059033"
"1704037856_86827"," 0.03374949","-0.72774686","-0.22174999","-1.15004436","-2.89772563"," 0.55230121","-0.24808688","13.46267501"," 2.13832230"," 2.58261787"," 5.99263306"," 1.89559360"," 2.35881059"," 1.62485706"," 1.61006037"," 1.25819188"," 0.41704905"," 1.67524608"," 0.70697415","-2.78496793","-0.37193348"
"1704098311_70792"," 0.03395022","-4.64232086","-3.37026599"," 2.26966695","-2.78536275"," 1.08991939","-0.96697954","13.38858139"," 2.13769175"," 2.69572735"," 6.45211262"," 2.11783007"," 2.29543768"," 1.49277819"," 1.65906004"," 1.25015474"," 0.41715420"," 1.55295879"," 0.72593761","-3.22373203","-0.38112990"
"1701021494_18584"," 0.0345375"," 1.8623285"," 4.2003032","-3.8427192","-2.1785494"," 0.7567797","-1.7277937","12.5116576"," 2.1383991"," 2.6799471"," 3.2351874"," 2.0081335"," 2.4941400"," 1.9162637"," 2.2081966"," 1.2668794"," 0.4169789"," 1.5185637"," 0.7121870","-1.9568422","-0.3724168"
"1700948947_46843"," 0.0337901"," 2.4603315"," 2.5173314","-2.1401943","-5.0940495"," 0.9188936","-0.5582180","12.6788797"," 2.1386961"," 3.4122709"," 3.2232478"," 2.2230897"," 2.4089223"," 1.6257323"," 1.5749085"," 1.1957830"," 0.4168805"," 1.8063578"," 0.7075026","-2.1786065","-0.3660940"
