"X","saem","cond","mode","se","ll","run"
4,3155.27571702003,774.249062776566,30.2034056186676,48.5847353935242,13564.4288275242,"1703622326_29596"
2,4273.52357363701,947.557018756866,31.0748844146729,60.3972551822662,13917.4722964764,"1703700064_52748"
4,3465.22678399086,2309.34427523613,29.6462397575378,55.7270703315735,13216.3539097309,"1703326199_19178"
1,3427.77696633339,896.686181306839,27.3809821605682,55.7864339351654,15113.6261334419,"1703574098_73867"
3,3439.61759471893,1007.8789293766,24.9588060379028,56.1802451610565,15163.8758442402,"1703833580_96"
5,2867.72468400002,817.156578063965,26.8602845668793,57.1436722278595,14931.5086057186,"1703845654_16089"
2,3733.92917656898,931.18674659729,25.3501410484314,59.6665289402008,15398.0692613125,"1704037856_86827"
5,3509.23965716362,836.596224784851,24.2008757591248,53.8800187110901,15231.8618297577,"1704098311_70792"
11,2633.82222104073,579.37037229538,18.9202363491058,37.8011684417725,14610.0579948425,"1701021494_18584"
7,2823.20259261131,776.666146755219,19.36483502388,52.9277076721191,14168.2221398354,"1700948947_46843"
4,3185.48886942863,915.616560459137,23.665191411972,59.1786613464355,14956.4028716087,"1703718463_37505"
5,3861.75417613983,940.078002214432,33.2268080711365,60.6532599925995,14059.9517991543,"1703661520_21394"
4,3855.11912941933,865.998069286346,26.7885932922363,57.6628150939941,14899.0169687271,"1703747706_3387"
4,5037.40403795242,834.794518709183,26.8571140766144,51.7631616592407,14786.3143436909,"1703427601_95023"
2,4387.34336280823,1219.33336901665,28.4393241405487,56.5525562763214,14929.6354751587,"1702077257_8336"
5,3131.48917937279,1339.01850056648,24.3705892562866,51.3877782821655,14743.5429856777,"1703348599_58448"
13,1957.4504442215,555.638567686081,16.5311028957367,35.5912504196167,14187.3453226089,"1701064248_42509"
2,2307.17112088203,761.132766962051,23.4885010719299,51.753114938736,14996.5177640915,"1703885890_87837"
2,3467.83288598061,632.836248874664,29.2866938114166,47.2752957344055,13428.9782395363,"1703289713_867"
3,3387.66438817978,889.409167528152,25.4205400943756,58.0422008037567,15136.8664560318,"1703698962_8867"
