,$\log$ $\delta$,$\log$ $\gamma$,$\log$ $k$,$\log$ $m_0$,$\log$ scale,$\log$ $t_0$,$\log$ offset,$\log$ $\sigma$
0,-0.3054655406314317,-2.341651747145284,0.8312814485804874,5.717674459716088,0.7514160886839212,0.6010037912562118,2.0794415416798357,-3.4538776394910684
1,-0.2953370373082669,-7.286930259627181,0.14538764838349086,5.709427059158042,0.7514160886839212,0.33261732308454717,2.0794415416798357,-3.4538776394910684
2,-0.892647553021466,-3.056648597400733,0.28427992008059816,5.684726099351587,0.7514160886839212,-0.4549742861187011,2.0794415416798357,-3.4538776394910684
3,-2.1044324076208003,-1.0023505185912471,0.0646238286564916,5.715179200704923,0.7514160886839212,-0.22743087688227992,2.0794415416798357,-3.4538776394910684
4,-2.6150928929635167,-9.364776164516076,-0.2588673381366968,5.712924615606058,0.7514160886839212,-0.11022104735851884,2.0794415416798357,-3.4538776394910684
5,-2.071113626740928,-9.790551845550421,-1.375071477670299,5.699956027330865,0.7514160886839212,0.5020186100696565,2.0794415416798357,-3.4538776394910684
6,-0.9000024347004711,-11.287810467048828,-0.7088094613209526,5.699947433824943,0.7514160886839212,-0.03155857816573793,2.0794415416798357,-3.4538776394910684
7,-0.40022448851202,-6.837401470544165,-0.49421910532374835,5.6987425430174445,0.7514160886839212,-0.28732920952949625,2.0794415416798357,-3.4538776394910684
8,-1.0833799922228529,-6.543670437292981,-1.3125609287483808,5.696992188843432,0.7514160886839212,-0.005669193032390885,2.0794415416798357,-3.4538776394910684
9,-1.891469317546125,-3.9959783616893803,0.3576390329377896,5.697264249059717,0.7514160886839212,-0.3972157813111515,2.0794415416798357,-3.4538776394910684
10,0.18020516840663858,-10.099346853363686,0.4096716600614523,5.714847320498249,0.7514160886839212,-0.6877160799813969,2.0794415416798357,-3.4538776394910684
11,0.32922825094192776,-9.849345385624247,-0.3042801041590584,5.705307066119649,0.7514160886839212,0.25351986858457953,2.0794415416798357,-3.4538776394910684
12,1.038735876740165,-6.985757351597923,0.13131019119699122,5.717790679277273,0.7514160886839212,-0.026411096339120754,2.0794415416798357,-3.4538776394910684
