,$\log$ $\delta_1 m_0$,$\log$ $\delta_2$,$\log$ $e_0 m_0$,$\log$ $k_2 m_0 scale$,$\log$ $k_2$,$\log$ $k_1 m_0$,$\log$ $r_0 m_0$,$\log$ $\gamma$,$\log$ $t_0$,$\log$ $offset$,$\log$ $\sigma$
0,1.305466976147554,1.052630308365953,-1.1342227375098464,13.81551023155259,0.32093727308017694,2.1573655456063348,-2.8818837333713385,-3.123046503884915,0.3130187593300681,2.0794415416798357,-3.4538776394910684
1,0.14993124918684012,-0.5007505034653312,0.6580407000586745,13.815507857071285,0.6292968592289396,1.1217867866105857,-2.323055239892767,-3.788539165694906,-0.4879831453639447,2.0794415416798357,-3.4538776394910684
2,-0.06696721121786532,-2.1416092627363748,-0.5612352375843873,13.815511047946076,1.3970279340163636,3.717285248467135,-4.650785573428934,-5.055676719266394,0.7170332833874402,2.0794415416798357,-3.4538776394910684
3,0.8043617582001209,0.1790496837303962,-0.7063817823945424,13.815506067468087,-0.2747648658995261,1.163682901798649,-4.040279525717161,-11.168042131861384,-0.5553392522674302,2.0794415416798357,-3.4538776394910684
4,-1.3172525298595428,-0.21235799973259017,-0.5797691265738896,13.815508942651531,0.6783202141663571,-0.5389690511791838,-4.179896871036412,-8.007607641705091,-0.9666153457591953,2.0794415416798357,-3.4538776394910684
5,-0.3747063116121573,-1.4327507644135566,-0.9131647725661396,13.815505098974139,-0.1184642330123975,1.3402414591225624,-3.3985298864953717,-5.992552301920992,-0.5950344004728185,2.0794415416798357,-3.4538776394910684
6,0.44781406613309505,-0.8395304120341733,-0.3319465770246022,13.815511830275309,-0.39844260009614607,-0.1215092337216892,-2.784907977877743,-10.414858093561215,0.4442803235646596,2.0794415416798357,-3.4538776394910684
7,0.5771895862575804,-1.8916065721231283,-0.0877817633519406,13.815516553287509,1.4095724126790976,1.0426322440166755,-3.9839761533878333,-8.15626342887465,-1.4109046096785904,2.0794415416798357,-3.4538776394910684
8,0.05546291904727568,0.1722678154282674,0.28278577877900923,13.815510591163255,0.8905687682299073,0.4876145431213628,-1.868699582109739,-9.21301026506584,-0.09864437449383595,2.0794415416798357,-3.4538776394910684
9,0.6288462681360707,-1.9826599300750742,-1.2762527157629266,13.815508194299523,0.1468059336824064,-0.6537125361309817,-0.5854477148307038,-6.049143466170776,1.0018946959857735,2.0794415416798357,-3.4538776394910684
10,-0.3033365529309817,0.7666571976777751,0.15646603448640184,13.815512499848827,0.3185119035124996,-0.06584017568789591,-2.0985099895501484,-2.900684987544688,0.3110520783686876,2.0794415416798357,-3.4538776394910684
11,-0.21416459285107364,-1.4848281469412012,-0.7410664147150527,13.815511846466789,0.8678092726500479,2.5774242898093584,-3.039706773598898,-9.274554644126924,0.9364710041118207,2.0794415416798357,-3.4538776394910684
12,0.3329299268554693,-0.2997133038787122,-0.5765480693314936,13.815505842188507,-0.30431676074869174,0.20648326168375675,-3.452242667724724,-8.361387940602313,-0.07115936309137111,2.0794415416798357,-3.4538776394910684
13,0.7400539840513898,-1.6734906345597436,-1.3798017203003357,13.81551597602491,0.3761227129354945,2.115971420240541,0.18880006042392505,-5.548503105226414,-0.6657789277887756,2.0794415416798357,-3.4538776394910684
14,-0.965872818236309,-1.8179425126091697,-0.7430001936236086,13.815513560291604,1.702564610334987,2.3360688251558477,-4.528938072668512,-7.124234344262908,-0.6910504082809877,2.0794415416798357,-3.4538776394910684
15,0.1373265807596692,0.14251871078130052,0.24233317008383148,13.815508499235499,0.9903337079777422,-0.8917597824593706,-5.0503800895209014,-5.098799684952403,-0.12474157633641128,2.0794415416798357,-3.4538776394910684
16,-0.3681166558234824,-0.8693235662139107,-1.422621189343639,13.815512535114806,-1.0548184541937613,0.4243539609688691,-4.569310139260399,-8.638681893038262,-0.7919938923435803,2.0794415416798357,-3.4538776394910684
17,0.09974114163830591,-2.0019985600864563,-0.4539752922554085,13.81551001548212,0.7688672099502993,2.8391741115381364,-4.6467563030949615,-6.800665083319323,-1.1556439740010431,2.0794415416798357,-3.4538776394910684
18,0.7269784957103993,-1.0913559301047278,0.04971980684568561,13.81551048103331,-0.6521618024692744,0.5286904198682332,-1.4319006330411352,-2.265487092876638,0.09810703144756405,2.0794415416798357,-3.4538776394910684
19,-0.45281103101493614,-0.20471863463041107,-1.110412773860536,13.815511756942385,0.4101315377493575,1.3580592551343722,-2.092108046276431,-7.123585273198983,-0.6300466785401269,2.0794415416798357,-3.4538776394910684
20,-1.2621827573709403,-0.4682327075027863,-0.3796083264469743,13.815508669079934,0.5755913448411157,0.4146109668829533,-4.037290315339936,-8.966370986693347,-0.23721921785054062,2.0794415416798357,-3.4538776394910684
21,0.4870687534571728,-1.8838550035502224,0.6583347536738726,13.815512698530519,0.7044511805190676,1.477476554488626,-4.342161266275723,-7.9725212401819965,-1.7809795346840485,2.0794415416798357,-3.4538776394910684
22,0.7666583901807269,-2.333196730629511,0.3574680265248499,13.81551220571116,-0.5522147565412128,0.6013917322984497,-3.962666042969375,-7.198195550951565,-0.9096888889787123,2.0794415416798357,-3.4538776394910684
23,-1.1435821563271211,-1.5116505482916058,-1.5734564142506198,13.815508955265171,-0.36792263894199706,1.8142252839512514,-2.430675366709836,-7.598738304081292,0.07747808111689003,2.0794415416798357,-3.4538776394910684
24,-0.33564187669049794,-0.8079993895569612,-0.35485083540603246,13.815516743097326,-1.419458410925934,1.6077794959804894,-3.2092064498017145,-11.072407735930302,-0.06905180299640029,2.0794415416798357,-3.4538776394910684
25,1.4538258674307516,-2.6397882422407317,-0.5056524970930079,13.81551541641031,-0.038061038539782654,0.8344813668396422,-2.736966728253692,-7.752608994968007,0.36161240953881896,2.0794415416798357,-3.4538776394910684
26,-0.5746023306707582,0.24090341940464943,-0.7743345819526921,13.815510128048555,-0.2823757454339615,1.80826724185639,-1.6260574234484453,-9.158230644286675,1.2517092127172569,2.0794415416798357,-3.4538776394910684
27,1.147697032185282,-2.0138150717843435,-0.5111810871171254,13.815509101035321,0.8638841566379865,1.421902372320905,-4.120085100234226,-5.660380873671658,-0.8173429981595179,2.0794415416798357,-3.4538776394910684
28,-0.9503217409756576,0.04718577908384969,-0.955384795544392,13.81551042460143,0.4840780984807497,0.8132183758738003,-3.7486344151095965,-5.422309266643648,-0.6125948863225288,2.0794415416798357,-3.4538776394910684
29,-0.7726007842917486,-0.6471365911279398,-1.2648174306326696,13.81551769434587,0.31674781273772956,-0.007561195178152014,-4.615850121596404,-7.1432525619772145,-0.5622655729376043,2.0794415416798357,-3.4538776394910684
30,-2.104699408616558,-1.9077977681169687,0.014224767799258131,13.815508394926802,0.7208348801111009,1.9090805113963643,-5.342630508996878,-5.3075583319401645,-1.5631989947955556,2.0794415416798357,-3.4538776394910684
31,-0.3126419006582067,-1.265573244869086,-0.6899678088284167,13.815511663663797,0.8055475747844048,-0.4921866147301819,-4.566658825307217,-7.886731529832621,-0.23708240591133634,2.0794415416798357,-3.4538776394910684
32,-1.4898967116757837,-1.3349570185857424,-0.7721204196725322,13.815512766674804,0.8333255389869378,0.18660992144470667,-4.569154369292382,-3.981329659784842,-0.6783087824235685,2.0794415416798357,-3.4538776394910684
33,-0.3988948105196056,-1.049236686701279,-0.6196510234967029,13.815507417426534,0.6076345010911226,1.169215892486575,-3.5258166970610296,-6.182389396198299,-1.1278526009138716,2.0794415416798357,-3.4538776394910684
34,-0.2573077164900982,-2.2421042665189885,0.21283151582300808,13.815503425238605,0.6785711761496972,1.7520773874260782,-2.736819621088152,-6.806401209040721,-1.5231333475357591,2.0794415416798357,-3.4538776394910684
35,0.022280389882394988,0.540240790555864,-0.014079800435594036,13.815505446218847,0.18676785121564,-0.8036319928896152,-5.027609797119991,-10.471823592434754,-0.5001286202894921,2.0794415416798357,-3.4538776394910684
36,-0.5524288090076683,-0.14747359274331429,-1.234751297448446,13.815504965349408,0.6579966092647217,2.7468175676540714,-1.734520637025312,-5.069666929023999,0.18583902733984675,2.0794415416798357,-3.4538776394910684
37,0.5014574302855521,-2.1348400454250607,-0.6496610502197215,13.815512722541921,1.5718900574284302,-0.0011034997022262294,-3.7880909096619044,-6.786141593733187,-0.5076110576584686,2.0794415416798357,-3.4538776394910684
38,-1.6793869430111574,-0.38114878082207315,-0.3357619270101203,13.81551354013297,0.48381360340095125,2.0978780644495543,-0.8387247988346469,-3.6473510883539677,-0.43594556508729876,2.0794415416798357,-3.4538776394910684
39,0.10713972004644212,-0.1332871944334746,-1.1297457651445004,13.815510574696091,0.9669325025305662,-0.737262077982092,-4.224449542735787,-6.332899465053424,-0.12745292508046605,2.0794415416798357,-3.4538776394910684
40,0.5583608163109839,-0.7164829699383697,-0.5089644139847073,13.815508083068476,-0.21903142770613904,0.8709392436357194,-5.296911505364411,-7.761794210468997,-0.02858088915781931,2.0794415416798357,-3.4538776394910684
41,1.4210937772893224,-0.5914787977657154,-0.7655138506571555,13.81551039793682,0.5537597811528778,1.3119963615314618,-2.784368980774203,-5.1506058320273445,-1.8721260549375012,2.0794415416798357,-3.4538776394910684
