,$\log$ $\delta$,$\log$ $\gamma$,$\log$ $k m_0$-scale,$\log$ $t_0$,$\log$ offset,$\log$ $\sigma$
0,-0.3054655406314317,-2.341651747145284,6.357642093852673,0.17036954219486383,2.0794415416798357,-3.4538776394910684
1,-0.840458217917991,-4.497352713392758,6.242459415198699,-0.19878289165135782,2.0794415416798357,-3.4538776394910684
2,-0.5756052303759881,-4.998034311175989,6.237618483029257,-0.012124167088313209,2.0794415416798357,-3.4538776394910684
3,-1.5221447827185026,-6.184437514999477,6.2577529662198295,-1.0346192981838769,2.0794415416798357,-3.4538776394910684
4,-2.1044324076208003,-1.0023505185912471,6.204840242365892,-0.14795336078221114,2.0794415416798357,-3.4538776394910684
5,-0.3268013336278417,-6.603203039793343,6.091966011707544,-0.46646896701360646,2.0794415416798357,-3.4538776394910684
6,0.4727248841484146,-3.7552654188296195,6.197595669484366,-0.29571757841682317,2.0794415416798357,-3.4538776394910684
7,1.1987007153595135,-11.532449255385966,6.1890514001070365,-0.3374537221060212,2.0794415416798357,-3.4538776394910684
8,-0.9000024347004711,-11.287810467048828,6.240968196747753,-0.46908958081891744,2.0794415416798357,-3.4538776394910684
9,-0.2781349079464667,-7.088203367644039,6.235654876058649,-0.14087070623431125,2.0794415416798357,-3.4538776394910684
10,-1.042417236685198,-8.794508931861703,6.107982879850081,-0.44100275665501526,2.0794415416798357,-3.4538776394910684
11,-0.24471655450854335,-11.330980687615726,6.219888937594844,-0.47312646916722906,2.0794415416798357,-3.4538776394910684
12,-1.891469317546125,-3.9959783616893803,6.173524015813551,-0.02629090283587221,2.0794415416798357,-3.4538776394910684
13,-0.6391524287141787,-7.838680896608212,6.273310060479864,-0.5611027145456567,2.0794415416798357,-3.4538776394910684
14,1.1454587248161718,-3.072080496815399,6.205297060987912,0.2386216538144862,2.0794415416798357,-3.4538776394910684
15,0.49218901110267477,-8.08133887285663,6.278081036729457,-0.09250443246571956,2.0794415416798357,-3.4538776394910684
16,1.038735876740165,-6.985757351597923,6.241917631608282,-0.12026460381795118,2.0794415416798357,-3.4538776394910684
17,0.24672122875878988,-10.378316342433624,6.338934403303714,-0.5638232118718731,2.0794415416798357,-3.4538776394910684
18,0.7425277272274549,-1.9208485323595825,6.2736384463684045,0.47362602690452593,2.0794415416798357,-3.4538776394910684
19,0.08478195399336186,-7.723345357100905,6.20686497614875,0.15962684047570003,2.0794415416798357,-3.4538776394910684
