2023-11-19 03:04:50.540817: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-11-19 03:04:51.544003: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2023-11-19 03:04:51.544125: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2023-11-19 03:04:51.544131: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
2023-11-19 03:05:20.255872: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-11-19 03:05:20.641020: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1613] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 38402 MB memory:  -> device: 0, name: NVIDIA A100-PCIE-40GB, pci bus id: 0000:21:00.0, compute capability: 8.0
INFO:root:Performing 2 pilot runs with the PharmacokineticModel model...
INFO:root:Shape of parameter batch after 2 pilot simulations: (batch_size = 2, 11)
INFO:root:Shape of simulation batch after 2 pilot simulations: (batch_size = 2, 25, 4)
INFO:root:No optional prior non-batchable context provided.
INFO:root:No optional prior batchable context provided.
INFO:root:No optional simulation non-batchable context provided.
INFO:root:No optional simulation batchable context provided.
INFO:root:Initialized empty loss history.
INFO:root:Initialized networks from scratch.
INFO:root:Performing a consistency check with provided components...
2023-11-19 03:05:36.986327: I tensorflow/compiler/xla/stream_executor/cuda/cuda_blas.cc:630] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
2023-11-19 03:05:37.101448: I tensorflow/compiler/xla/stream_executor/cuda/cuda_dnn.cc:428] Loaded cuDNN version 8303
INFO:root:Done.
[PhysicalDevice(name='/physical_device:CPU:0', device_type='CPU'), PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
training on gpu
using a split network with 2 splits, in each 2 layers of MultiConv1D, a  LSTM with 256 units and a dense layer with output dimension 22 as summary network
using a 8-layer cINN as inference network with 3 layers of design spline
prior mean: [-5.   6.5  2.5  2.5  6.5  0.   6.5 -3.  -1.  -1.   0. ]
prior covariance diagonal: [4.5 1.  1.  1.  1.  1.  1.  4.5 2.  2.  1. ]
Using the PharmacokineticModel
amortizer-pharma-split-sequence-summary-LSTM-8layers-3coupling-spline-750epochs
max epochs 750
Model: "amortized_posterior"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 invertible_network (Inverti  multiple                 1188408   
 bleNetwork)                                                     
                                                                 
 split_network (SplitNetwork  multiple                 618668    
 )                                                               
                                                                 
=================================================================
Total params: 1,807,076
Trainable params: 1,806,900
Non-trainable params: 176
_________________________________________________________________
INFO:root:Generated 1000 simulations for validation.
2023-11-19 03:06:34.324559: I tensorflow/compiler/xla/service/service.cc:173] XLA service 0x7f4e3c0fc920 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2023-11-19 03:06:34.324743: I tensorflow/compiler/xla/service/service.cc:181]   StreamExecutor device (0): NVIDIA A100-PCIE-40GB, Compute Capability 8.0
2023-11-19 03:06:34.328643: I tensorflow/compiler/mlir/tensorflow/utils/dump_mlir_util.cc:268] disabling MLIR crash reproducer, set env var `MLIR_CRASH_REPRODUCER_DIRECTORY` to enable.
2023-11-19 03:06:34.429275: I tensorflow/compiler/jit/xla_compilation_cache.cc:477] Compiled cluster using XLA!  This line is logged at most once for the lifetime of the process.
INFO:root:Validation, Epoch: 1, Loss: 13.316
INFO:root:Validation, Epoch: 2, Loss: 12.895
INFO:root:Validation, Epoch: 3, Loss: 12.757
INFO:root:Validation, Epoch: 4, Loss: 12.120
INFO:root:Validation, Epoch: 5, Loss: 12.143
INFO:root:Validation, Epoch: 6, Loss: 11.765
INFO:root:Validation, Epoch: 7, Loss: 11.689
INFO:root:Validation, Epoch: 8, Loss: 11.327
INFO:root:Validation, Epoch: 9, Loss: 11.217
INFO:root:Validation, Epoch: 10, Loss: 11.280
INFO:root:Validation, Epoch: 11, Loss: 11.131
INFO:root:Validation, Epoch: 12, Loss: 11.327
INFO:root:Validation, Epoch: 13, Loss: 11.346
INFO:root:Validation, Epoch: 14, Loss: 10.894
INFO:root:Validation, Epoch: 15, Loss: 11.155
INFO:root:Validation, Epoch: 16, Loss: 10.816
INFO:root:Validation, Epoch: 17, Loss: 10.726
INFO:root:Validation, Epoch: 18, Loss: 11.196
INFO:root:Validation, Epoch: 19, Loss: 10.977
INFO:root:Validation, Epoch: 20, Loss: 10.538
INFO:root:Validation, Epoch: 21, Loss: 10.293
INFO:root:Validation, Epoch: 22, Loss: 10.769
INFO:root:Validation, Epoch: 23, Loss: 10.562
INFO:root:Validation, Epoch: 24, Loss: 10.160
INFO:root:Validation, Epoch: 25, Loss: 10.910
INFO:root:Validation, Epoch: 26, Loss: 10.347
INFO:root:Validation, Epoch: 27, Loss: 10.285
INFO:root:Validation, Epoch: 28, Loss: 10.450
INFO:root:Validation, Epoch: 29, Loss: 10.235
INFO:root:Validation, Epoch: 30, Loss: 10.255
INFO:root:Validation, Epoch: 31, Loss: 10.126
INFO:root:Validation, Epoch: 32, Loss: 10.131
INFO:root:Validation, Epoch: 33, Loss: 10.132
INFO:root:Validation, Epoch: 34, Loss: 10.222
INFO:root:Validation, Epoch: 35, Loss: 10.010
INFO:root:Validation, Epoch: 36, Loss: 10.157
INFO:root:Validation, Epoch: 37, Loss: 10.101
INFO:root:Validation, Epoch: 38, Loss: 10.093
INFO:root:Validation, Epoch: 39, Loss: 10.025
INFO:root:Validation, Epoch: 40, Loss: 10.577
INFO:root:Validation, Epoch: 41, Loss: 10.119
INFO:root:Validation, Epoch: 42, Loss: 10.070
INFO:root:Validation, Epoch: 43, Loss: 9.851
INFO:root:Validation, Epoch: 44, Loss: 10.006
INFO:root:Validation, Epoch: 45, Loss: 10.109
INFO:root:Validation, Epoch: 46, Loss: 9.816
INFO:root:Validation, Epoch: 47, Loss: 9.955
INFO:root:Validation, Epoch: 48, Loss: 9.727
INFO:root:Validation, Epoch: 49, Loss: 10.145
INFO:root:Validation, Epoch: 50, Loss: 9.762
INFO:root:Validation, Epoch: 51, Loss: 9.898
INFO:root:Validation, Epoch: 52, Loss: 10.184
INFO:root:Validation, Epoch: 53, Loss: 10.190
INFO:root:Validation, Epoch: 54, Loss: 9.672
INFO:root:Validation, Epoch: 55, Loss: 9.981
INFO:root:Validation, Epoch: 56, Loss: 10.291
INFO:root:Validation, Epoch: 57, Loss: 9.814
INFO:root:Validation, Epoch: 58, Loss: 9.676
INFO:root:Validation, Epoch: 59, Loss: 10.172
INFO:root:Validation, Epoch: 60, Loss: 9.746
INFO:root:Validation, Epoch: 61, Loss: 9.717
INFO:root:Validation, Epoch: 62, Loss: 9.616
INFO:root:Validation, Epoch: 63, Loss: 9.678
INFO:root:Validation, Epoch: 64, Loss: 9.646
INFO:root:Validation, Epoch: 65, Loss: 9.801
INFO:root:Validation, Epoch: 66, Loss: 10.020
INFO:root:Validation, Epoch: 67, Loss: 9.643
INFO:root:Validation, Epoch: 68, Loss: 9.842
INFO:root:Validation, Epoch: 69, Loss: 9.533
INFO:root:Validation, Epoch: 70, Loss: 9.913
INFO:root:Validation, Epoch: 71, Loss: 9.915
INFO:root:Validation, Epoch: 72, Loss: 9.580
INFO:root:Validation, Epoch: 73, Loss: 9.669
INFO:root:Validation, Epoch: 74, Loss: 9.496
INFO:root:Validation, Epoch: 75, Loss: 10.402
INFO:root:Validation, Epoch: 76, Loss: 9.603
INFO:root:Validation, Epoch: 77, Loss: 9.892
INFO:root:Validation, Epoch: 78, Loss: 9.835
INFO:root:Validation, Epoch: 79, Loss: 9.822
INFO:root:Validation, Epoch: 80, Loss: 9.703
INFO:root:Validation, Epoch: 81, Loss: 9.811
INFO:root:Validation, Epoch: 82, Loss: 9.622
INFO:root:Validation, Epoch: 83, Loss: 9.554
INFO:root:Validation, Epoch: 84, Loss: 9.664
INFO:root:Validation, Epoch: 85, Loss: 9.519
INFO:root:Validation, Epoch: 86, Loss: 9.495
INFO:root:Validation, Epoch: 87, Loss: 9.453
INFO:root:Validation, Epoch: 88, Loss: 9.577
INFO:root:Validation, Epoch: 89, Loss: 9.499
INFO:root:Validation, Epoch: 90, Loss: 9.480
INFO:root:Validation, Epoch: 91, Loss: 9.448
INFO:root:Validation, Epoch: 92, Loss: 9.657
INFO:root:Validation, Epoch: 93, Loss: 9.529
INFO:root:Validation, Epoch: 94, Loss: 9.498
INFO:root:Validation, Epoch: 95, Loss: 9.785
INFO:root:Validation, Epoch: 96, Loss: 9.930
INFO:root:Validation, Epoch: 97, Loss: 9.433
INFO:root:Validation, Epoch: 98, Loss: 9.482
INFO:root:Validation, Epoch: 99, Loss: 9.376
INFO:root:Validation, Epoch: 100, Loss: 9.395
INFO:root:Validation, Epoch: 101, Loss: 9.435
INFO:root:Validation, Epoch: 102, Loss: 9.406
INFO:root:Validation, Epoch: 103, Loss: 9.812
INFO:root:Validation, Epoch: 104, Loss: 9.460
INFO:root:Validation, Epoch: 105, Loss: 9.495
INFO:root:Validation, Epoch: 106, Loss: 9.434
INFO:root:Validation, Epoch: 107, Loss: 9.484
INFO:root:Validation, Epoch: 108, Loss: 9.328
INFO:root:Validation, Epoch: 109, Loss: 9.440
INFO:root:Validation, Epoch: 110, Loss: 9.469
INFO:root:Validation, Epoch: 111, Loss: 9.568
INFO:root:Validation, Epoch: 112, Loss: 9.380
INFO:root:Validation, Epoch: 113, Loss: 9.387
INFO:root:Validation, Epoch: 114, Loss: 9.431
INFO:root:Validation, Epoch: 115, Loss: 9.505
INFO:root:Validation, Epoch: 116, Loss: 9.281
INFO:root:Validation, Epoch: 117, Loss: 9.523
INFO:root:Validation, Epoch: 118, Loss: 9.600
INFO:root:Validation, Epoch: 119, Loss: 9.461
INFO:root:Validation, Epoch: 120, Loss: 9.426
INFO:root:Validation, Epoch: 121, Loss: 9.247
INFO:root:Validation, Epoch: 122, Loss: 9.299
INFO:root:Validation, Epoch: 123, Loss: 9.279
INFO:root:Validation, Epoch: 124, Loss: 10.526
INFO:root:Validation, Epoch: 125, Loss: 9.409
INFO:root:Validation, Epoch: 126, Loss: 9.383
