run,delta_pop,gamma_pop,km0scale_pop,tBegin_pop,offset_pop,omega_delta,omega_gamma,omega_km0scale,omega_tBegin,omega_offset,a
lbtSouL643wwVBktAVq8,-0.703900531025495,-7.20849468129323,6.2170614951064,-0.172167783311459,2.07969307824638,0.970985836171292,2.65555978023917,0.0642664413919132,0.3352466500238,0.0045703303247137,0.031575879499447
tx381zRidxWOs2useJz5,-0.714669008575855,-7.13993524934299,6.21639829585826,-0.172249337360011,2.07939840650297,1.01266652940781,2.61993287316327,0.0632738343125301,0.335301244175459,0.0041879959441977,0.0315672838830261
YuIHaW8xH0Pxt32JSou5,-0.704709674251477,-7.1338527837123,6.21625375750834,-0.172290625548253,2.07967668323146,0.976711006118215,2.56849297212459,0.0645092544354819,0.335275179857543,0.0070046314241986,0.0317050285261223
uITkL59SNsmghSMDp6CH,-0.720408146343708,-7.16294986194827,6.21980715705749,-0.172006558408285,2.07952765570054,1.03079711192962,2.66270105859159,0.106165294614314,0.335161849520334,0.0026880720652395,0.0316034684673454
b8lq1m6jwDwRcCyjr45l,-0.980856643579687,-6.92895808998499,6.21651777092901,-0.172207476470699,2.07943829106618,1.57313091574148,3.06322454319149,0.0664091715152327,0.335233944789151,0.0037387543326717,0.0315969838793151
RwJESUrFQtmN3tePPNaw,-0.976179030796303,-6.97447061818316,6.21606058731915,-0.172325000415991,2.0793071867221,1.52156191963385,3.13418926275454,0.0627432183155386,0.335354249691443,0.0033382160276901,0.0315861536316525
kD325x6LdgeATkYKjX0q,-0.981022196552362,-6.91352634694464,6.21524382142449,-0.172420329838685,2.07989700491064,1.53697529276152,3.08774041686573,0.0628166569087355,0.335302055991991,0.0023549055880071,0.0315896335302302
nWpldaeol3zXAHqMeqmU,-0.891809014705759,-7.04999048429551,6.21704615417766,-0.172179155395731,2.07957677219669,1.40114836741993,2.98428827944553,0.066015111792986,0.335377968759971,0.0053574502979239,0.0315908144008089
IwD57s3G4E9jvGRFHQuV,-0.957025567289849,-7.00310539268983,6.2171400220624,-0.172194750041029,2.07929915854227,1.52502257128859,3.09492573588316,0.0702182801214716,0.335309991431159,0.0028795342121664,0.0315834779107275
T0WbMy3gt7fk84XkzUEE,-1.10618756227889,-6.87459918976341,6.21597056900371,-0.172334059408292,2.079443399667,1.74582600183236,3.30941590343431,0.0624596895430983,0.335346042921245,0.0012032499507514,0.0315814514741251
4o5ZYgNXffA6CVAxgjxS,-1.15833017309711,-6.8368994503773,6.21563682129703,-0.172351869680695,2.07975413676002,1.78191197150552,3.42242422306248,0.0626678582498222,0.335250074229821,0.002025838084792,0.0315908438316491
CYkd8GbrDzZAfYaX3Aa3,-1.17240279242976,-6.82029636550511,6.21588565899003,-0.172336325434844,2.07947202128183,1.81878007146622,3.41244841152808,0.0628865213655116,0.335308611429989,0.0032155036061165,0.0315834136507781
oSokNEuMeTXxZTEt9Rdy,-1.17247686093542,-6.7232606856048,6.21569649652943,-0.172327963771116,2.07995853402164,1.87110483301026,3.27667655012043,0.063384447142333,0.335289550223683,0.0045044899996028,0.0315892519726017
UjNcaCL8wkxjOJO4THs7,-0.727645081394221,-7.1813646789301,6.2252449493471,-0.171771854028783,2.07947990900836,1.08985117821497,2.71682564002533,0.157455046067398,0.335316969571663,0.0037299067746551,0.0318054283786467
lGKuEpwDI0kcT9XEvBAQ,-0.825477443951561,-7.09309314711108,6.21526138756922,-0.172431232404413,2.07988033094812,1.24945588934682,2.86028745996563,0.0649190702704143,0.335189953274802,0.0098287240828183,0.0317512087002914
jw4VOqX0vTcs8kmq5Mtf,-1.48777697845829,-6.43580761010509,6.21564015405909,-0.172372250036299,2.07942024039945,2.19644727810631,3.63275091853894,0.0632144848756363,0.335345237513621,0.0032397962676064,0.0315829429760333
arANAIrCd0s3aC6cCvNl,-1.50192319978976,-6.35908906039696,6.21574792328969,-0.172380157955173,2.07940166537392,2.27347522889531,3.5304638157909,0.0626367644829106,0.335391382172767,0.0019043305891926,0.0315859531598803
Zq3pr1468E3kmSeXLRtT,-1.55301716489694,-6.43336693895576,6.21576245007313,-0.172334745709738,2.07914363143535,2.23862350401275,3.768174049288,0.0628379400724601,0.335266288209188,0.0019943537932234,0.0315866307108593
fDSnw29Lr2zY9RBN6gXg,-1.70355151509876,-6.21013574070398,6.21572498704254,-0.172362651871213,2.07916386643129,2.40989676811698,3.77752628653946,0.0634546390528515,0.335330753566592,0.0021714066416567,0.0315854247765995
fJRZa0WqFe5ZyUPXCjax,-1.74757346533582,-6.11787008057205,6.21617238617073,-0.172362536038082,2.07953920785729,2.48668687747045,3.70543225215719,0.0627098437395648,0.335445427193694,0.0026250159966935,0.0315800945803795
jjVlw2bqWFrot1RJO9OZ,-1.76693525458673,-6.22702085930552,6.21612611691911,-0.172268924391066,2.07995705374815,2.46436673645442,3.88919089372659,0.0629208930078637,0.33536079093873,0.0044343885197046,0.0316430911735197
G6WuKug2WKzc1AYnR1N0,-1.91115916066686,-5.91226991508543,6.21541224505133,-0.17241755367648,2.0793440704416,2.62076090647997,3.76360756329394,0.0627346555800528,0.33539848655853,0.0025488215269535,0.0315867281199237
1rEeHSFHTMcYXvdSiXQ1,-1.84573169450947,-6.12001040972917,6.21890464304622,-0.172006978239277,2.07941100942774,2.63590102954549,3.82974349638969,0.0879629308884306,0.335499139703836,0.0028933743429709,0.0316323706962003
0dATCyYXzi6T3ydB5enK,-1.24069680273581,-6.68930681872526,6.21660887082096,-0.172260091878705,2.07951499350717,1.9713055883436,3.37296460733136,0.0653151657902756,0.335384561737374,0.0029021330022599,0.031584060058348
jkPQZVfnKOnjiRuPlrSD,-2.00121671672143,-5.84069747387437,6.21524978807577,-0.172436167280383,2.0793837037625,2.65233993838754,3.8545551595486,0.0625592345105426,0.335385882009306,0.0024171664299667,0.0315912106744962
3wlbkI6L1VrLnpCiYJIJ,-1.38204788814072,-6.60677412859227,6.2241806869792,-0.171845967152243,2.07946848334087,2.17162753680055,3.55680226367654,0.133532012582237,0.335433115014204,0.0032406403124995,0.0317378869772758
oinFdBdGAgPfICI0JBsW,-1.67125550515598,-6.19139994669211,6.21653341060727,-0.172298111013699,2.07963020197639,2.45854397295817,3.63803358459911,0.0648289841621748,0.335367898170216,0.0030160577364913,0.031584349916388
fn7jhr5Lfy61dCKORCPQ,-2.61831564663886,-5.20577689226645,6.21567691809806,-0.172373318864376,2.07930278484445,3.07073114822452,4.00999062249838,0.0624401786486926,0.335381615502962,0.0022473295453572,0.0315733656738717
8nand6wPOUoNzolCXofj,-2.96105679645038,-4.84462214310248,6.21638980640235,-0.17225664465,2.07921783139264,3.41492940464523,3.87421618110493,0.0648647980220756,0.335310053550763,0.0037468492902961,0.0315794745380361
2wOL8I51h1ZlZkiUVa6j,-2.98642228011381,-4.86181455361464,6.21597242322524,-0.172332398753552,2.07950798795491,3.45183772313333,3.90815292125526,0.0625672078457887,0.335403571870352,0.0019208001658489,0.0315720915674802
GQHdgSNFqu3E9cyLvVgZ,-1.43918356290498,-6.61140586124122,6.22135133627326,-0.171768038265897,2.07982034814983,2.16102810389823,3.72120654177766,0.125480371623931,0.335081066091944,0.0059567712395112,0.0316709706111886
T5gynIlowgezBqpSp73n,-2.6840376559101,-5.09193540935958,6.214945307225,-0.172397310486811,2.07931284360688,3.08937862350895,3.98781022251549,0.0632264389630157,0.335262767345138,0.0028319155383907,0.0315843283438766
mis2poXrUQbHBq050Ah2,-1.94513665996038,-5.90222179834043,6.21653339570258,-0.172236545232662,2.07982668942183,2.68410644486442,3.77481287544473,0.0679672622181919,0.335325308999725,0.0049375381970375,0.0315922175422884
XOinsXJTYWq51dGL6095,-2.23867432266007,-5.54188935767414,6.2153480195192,-0.172419940805493,2.0795633353883,2.86255254774862,3.85058360463244,0.0628013830426757,0.335316604545897,0.0019716320103563,0.0315828375841422
0LUIq1ZjiUAbAVYVqKSC,-2.91839358194205,-4.86751724002787,6.21574120472752,-0.172304268224135,2.07943083880942,3.35112305990709,3.88634586393705,0.0637555143323285,0.335339132188809,0.0026257891400653,0.0315866629159156
28JSf2pBSwPjwclhkBTA,-3.19357122627204,-4.62525187760899,6.21549628921593,-0.172391516118571,2.07939253641344,3.46188538942181,3.95037147661043,0.0629967693861796,0.335389501594964,0.0012436160672831,0.0315829960796262
ktfcD0MUZH6RoVzcEyy3,-3.29464849658328,-4.52003839712993,6.21597314456115,-0.17235490426775,2.07983958537234,3.56106915253127,3.87674592431359,0.0625352936621225,0.335470091625305,0.0018461612020782,0.0315743127734646
no5Jyu4iCQKHZ3hDGcD5,-3.1158101811409,-4.74358706385794,6.21657256734387,-0.172260754097384,2.07975510481425,3.47851695925481,3.95922546334892,0.065287967762225,0.33538160455119,0.0012545161153623,0.0315881097712757
4HTuilV3cNkbecSJLud8,-3.55072551654875,-4.26268416622254,6.21630611905341,-0.172264438475794,2.07936860223444,3.70553043668067,3.81044493903539,0.0626563365469417,0.335357192459195,0.0035837469870409,0.0315729311528268
XGWj0JwwzoIxRCIMY012,-3.98099648109337,-3.85781351122254,6.21556301977669,-0.172368445431818,2.07933715219784,3.88767355665938,3.70555671761563,0.0626459823261004,0.335309808452854,0.0025676082194623,0.0315753271888305
sKScjaazfc7LL444C2l9,-3.83094704641063,-3.99742419618492,6.21568456506982,-0.172382165087551,2.07967379444754,3.8923310877335,3.67095253414585,0.062955648847212,0.335392665249865,0.0008327926562853,0.0315749132387853
M9RUdJi97O6kNWBLrCwS,-3.47806370052026,-4.31611471847817,6.21492276514484,-0.172421676441381,2.07919058648802,3.69549244534292,3.78842422416035,0.0627681088994201,0.335231727737477,0.002457819558407,0.0315852671992263
SH3MrLQnqmrD7v1Rcp24,-2.43407555278886,-5.40324015071014,6.21939330051794,-0.171999088081763,2.07959111789967,3.04492967191034,3.92482295765239,0.101408280602891,0.335416095745818,0.0044512791889389,0.0316223898772305
BxpHjxcmgEgBh1IpqFKy,-4.60563955926075,-3.28064692505511,6.21576333994844,-0.172397089703114,2.07957083436014,4.02279699029736,3.51593983791778,0.0624423245350112,0.335506678031964,0.0026322062894398,0.031574900701419
