saem,cond,mode,se,ll,run
230.231431722641,,,7.59192514419556,0.405447006225586,1674399001_99574
565.274022340775,,,7.59061622619629,0.406798839569092,1674399240_43523
335.021077871323,,,7.58180117607117,0.406439781188965,1674399813_78572
244.978851318359,,,7.52630281448364,0.401593923568726,1674400156_84981
311.117196559906,,,7.58875036239624,0.405956029891968,1674400409_81256
207.413878917694,,,7.5751473903656,0.405209541320801,1674400728_97917
187.931608200073,,,7.55380749702454,0.403383255004883,1674400944_42823
295.39954161644,,,7.52252459526062,0.401946783065796,1674401140_3641
177.201414108276,,,7.58861708641052,0.40581750869751,1674401443_74576
305.836152076721,,,7.54002380371094,0.403856992721558,1674401628_99867
199.556339025497,,,7.58876705169678,0.406406879425049,1674401942_84037
325.346301555634,,,7.53275227546692,0.402940273284912,1674402150_44546
340.662640810013,,,7.5260124206543,0.402575969696045,1674402483_80141
312.148244380951,,,7.5302038192749,0.401551961898804,1674402832_46313
356.588499307632,,,7.58762621879578,0.404431819915771,1674403152_61788
274.49872136116,,,7.59685802459717,0.405745029449463,1674403517_27095
264.821244716644,,,7.5372748374939,0.405116319656372,1674403799_83953
209.245260238647,,,7.59807443618774,0.405279159545898,1674404072_67825
218.319926023483,,,7.53645610809326,0.404181241989136,1674404289_99073
304.969450473785,,,7.52842903137207,0.408581495285034,1674404516_32446
347.076245069504,,,7.53169894218445,0.402016878128052,1674404829_30689
291.373502731323,,,7.54236888885498,0.402212619781494,1674405184_39793
168.483507871628,,,7.52897095680237,0.402430057525635,1674405483_80024
333.09668302536,,,7.54563021659851,0.403749704360962,1674405660_28302
304.062879800797,,,7.51206469535828,0.403996229171753,1674406001_41836
259.291111946106,,,7.52018976211548,0.402594804763794,1674406313_47637
225.985356092453,,,7.53750681877136,0.402275085449219,1674406580_76624
388.543645858765,,,7.53494834899902,0.404015302658081,1674406814_76871
338.54207110405,,,7.56531667709351,0.403034925460815,1674407211_3425
260.995742082596,,,7.51254892349243,0.402441740036011,1674407557_94452
215.123285531998,,,7.56560301780701,0.404454946517944,1674407826_93735
273.123557329178,,,7.52260041236877,0.403015851974487,1674408050_11032
289.124620199203,,,7.5082266330719,0.402039766311646,1674408331_24854
320.203330278397,,,7.57959485054016,0.403049230575562,1674408628_37143
235.458303689957,,,7.5412757396698,0.401853322982788,1674408956_65318
264.205018281937,,,7.52678036689758,0.402025461196899,1674409200_14099
143.303053379059,,,7.52705645561218,0.404811382293701,1674409472_36471
238.283492565155,,,7.52131247520447,0.403043746948242,1674409623_68076
295.410335063934,,,7.52713203430176,0.402838706970215,1674409869_97968
212.406112670898,,,7.57980418205261,0.404411554336548,1674410173_41933
223.222801446915,,,7.57767009735107,0.404595613479614,1674410393_89998
388.171503543854,,,7.53239250183105,0.401998519897461,1674410625_19835
205.651170730591,,,7.52668905258179,0.402420282363892,1674411021_41732
275.835361719131,,,7.52984952926636,0.402495861053467,1674411235_09117
453.017071008682,,,7.55045294761658,0.403541803359985,1674411518_96435
281.860039949417,,,7.5292375087738,0.403100967407227,1674411980_054
259.458078384399,,,7.52466034889221,0.40353536605835,1674412269_95532
308.898090362549,,,7.52756452560425,0.402750730514526,1674412537_44612
235.547307014465,,,7.52956604957581,0.402604103088379,1674412854_38749
227.639966249466,,,7.52577376365662,0.402595043182373,1674413097_97157
384.244873523712,,,7.54938817024231,0.407089471817017,1674413333_64462
343.384387493134,,,7.53754305839539,0.401761293411255,1674413725_97801
409.838529109955,,,7.53777503967285,0.402606248855591,1674414077_41906
237.234228849411,,,7.52954936027527,0.403207540512085,1674414495_32653
371.736184597015,,,7.55965137481689,0.405255317687988,1674414740_60483
384.836046218872,,,7.51787376403809,0.403515100479126,1674415120_43034
341.638080358505,,,7.51839375495911,0.402245998382568,1674415513_3177
309.747594833374,,,7.53728795051575,0.401636600494385,1674415863_00043
306.010772228241,,,7.53381729125977,0.402796030044556,1674416180_81314
306.91912484169,,,7.532794713974,0.401532649993896,1674416494_8863
390.513653516769,,,7.52762985229492,0.403427600860596,1674416809_86858
341.658501386642,,,7.52560377120972,0.401900768280029,1674417208_44858
324.200553655624,,,7.59494209289551,0.405835628509521,1674417558_16828
303.149946212769,,,7.57788491249084,0.403220891952515,1674417890_50163
229.454889059067,,,7.52340793609619,0.403381824493408,1674418201_76296
315.655747890472,,,7.5827362537384,0.404200077056885,1674418439_27325
301.927428722382,,,7.52301859855652,0.402682304382324,1674418763_04852
383.527205467224,,,7.52070713043213,0.402076721191406,1674419073_03934
