saem,cond,mode,se,ll,run
32899.9376118183,,,375.39327454567,19.5542991161346,1674406328_34794
32915.0040977001,,,375.556940555573,19.4654636383057,1674439623_63654
41671.5933053493,,,375.859200954437,19.4906945228577,1674472933_96635
32915.623180151,,,375.579540729523,19.4169001579285,1674515001_27996
30610.5509195328,,,376.210786819458,19.688215970993,1674548312_3243
57597.9718389511,,,376.40686416626,19.6315891742706,1674579319_25959
31933.6479129791,,,375.695463418961,19.4325227737427,1674637313_87468
24216.6669578552,,,374.925077438354,19.530641078949,1674669643_25911
37030.4065754414,,,372.065878629684,19.2535727024078,1674694255_03453
49974.5271375179,,,372.306498527527,19.2711670398712,1674731677_48785
25214.5738687515,,,373.507408380508,19.3122115135193,1674782044_40446
30041.3105976582,,,369.883023500443,19.1795420646667,1674807652_68649
20666.4868183136,,,375.30529499054,19.5440924167633,1674838083_93864
59149.5479567051,,,369.386286735535,19.0828156471252,1674859146_24891
31862.7226271629,,,374.33212852478,19.5478737354279,1674918685_35203
29811.3694643974,,,373.24579834938,19.2319371700287,1674950943_09985
24483.3438074589,,,374.811864614487,19.7020306587219,1674981148_09058
26682.3612382412,,,377.704214811325,19.8880457878113,1674321592_00733
31604.2372670174,,,375.385754108429,19.5282819271088,1674348672_35229
42172.6894788742,,,377.345815420151,19.7071607112885,1674321588_78123
21454.4072158337,,,375.925971984863,19.4133033752441,1674364158_94625
53401.6000220776,,,373.446221828461,19.4799089431763,1674386008_97938
33675.3666698933,,,375.945512056351,19.4912927150726,1674439803_93208
39345.085236311,,,376.66126871109,19.4828269481659,1674473875_15618
52457.6490476131,,,376.128082036972,19.4212276935577,1674513616_87977
49725.9242892265,,,376.125452756882,19.4102041721344,1674566470_66582
27477.1494164467,,,376.031787157059,19.4208102226257,1674616592_76218
