"X","run_1700838053_61601","run_1700838053_63081","run_1702059867_53786","run_1702291085_27364","run_1702059868_24226","run_1702335922_37296","run_1702664681_58336","run_1702892516_485","run_1703162829_06139","run_1703162829_05945","run_1703162829_93393","run_1703163605_31637","run_1703163604_4765","run_1703168765_34755","run_1703168765_74481","run_1703168765_29399","run_1703168765_92347","run_1703367678_97749","run_1703379700_73382","run_1703380667_53379","run_1703400251_19353","run_1703424484_03185","run_1703599626_99992","run_1703606116_52543","run_1703609226_86413","run_1703668584_29054","run_1703671381_02647","run_1703682241_31777","run_1703808444_66179","run_1703850686_73043","run_1703855491_08328","run_1703869540_79076","run_1703892400_77143","run_1703924901_67844","run_1704040010_36676","run_1704876132_86188","run_1704876138_78848","run_1704876141_59057","run_1704876139_03197","run_1706206076_41173"
"a",0.037333966163938,0.04191445826042,0.0356606492507625,0.033892827238301,0.0382298819017245,0.037343694689905,0.0371384142703096,0.0346794603481872,0.0358121653163902,0.034477197244287,0.0471249629583283,0.0337695209005786,0.0343408914830486,0.0455696550411257,0.0342967908903876,0.0342121108250531,0.0355784538923067,0.0460729174496766,0.034482271422404,0.0380676899440631,0.0357574197241424,0.0373164067324722,0.0373971207436107,0.0340364557390093,0.0373209905950194,0.0349086726005907,0.0340827874061493,0.0338980759037876,0.0345922967391379,0.034370569965328,0.0421042210375139,0.0360610103056392,0.0349283397022359,0.0338296869924202,0.034360674712199,0.0342706442890679,0.0435033677586833,0.0354104158523182,0.0390439558216249,0.0337214002369243
"delta1m0_pop",-0.501714228877692,0.843900922883073,-1.26951305343339,2.6424732160907,0.316257819957784,1.72822701455679,-0.493632504453777,2.49544360871415,1.17802355834497,2.48610775247758,1.48264097454982,-1.19151148832257,3.41315702368335,7.15723358830215,0.534661897996493,-1.0301900814424,0.559404395157001,4.57576816734985,1.74460503042123,-1.56956824964571,5.33160434544335,-0.736874947532783,0.269154771790108,0.685806758387328,-0.430436250948465,-2.03357058674995,0.910894914830308,4.00309545772714,1.14283048557934,0.58588280859032,3.55479015343835,-1.68568377911436,0.477146010558995,-0.768305152754159,-1.11290371919604,1.77075330103699,6.76708378993458,-0.394588715576419,2.79282169699447,2.48906797195782
"delta2_pop",-2.65570771065021,-1.39855934506621,2.43280881859343,-0.500328767083872,-1.36533538489849,-0.817494272253744,-0.833431328307801,1.9501112440332,2.36806676915351,-0.556640980249923,-1.5683494897868,-0.954585097104565,-0.289154209166197,-2.61082358295501,-1.42654902059701,-2.88497154100435,-1.93338177930596,-1.51678578768308,1.99275519007823,-0.764451684960213,1.32634505183047,-1.5119668064631,-2.82069381641035,-3.30420797702065,-2.07731213268501,-0.897726340478137,2.17065321082053,4.29355663194673,-0.707486121801869,1.03484580734756,-0.0794089446670012,-4.65384889469555,-0.80576902500789,0.0836446541564188,0.402466335891214,-0.128836616324964,0.26552259645272,-3.08283428768546,1.06370267769338,0.676414341255937
"e0_m0_pop",-0.553359352303798,-1.42913554576205,0.538486070299191,-2.22951823298629,-0.253020267694879,-0.332359579205344,1.14902256954509,-1.76714628342967,-0.826273864207467,-1.88393989232569,1.72933595129197,-0.450186348839619,-2.42349086658467,-0.351502685947538,-1.1307139091846,0.242871550338829,-0.780325770770739,-0.131180338527905,-2.33377470402645,1.79947102844608,-3.39830376964439,0.64896319205378,-0.856795844233262,-1.21609245108564,-0.76317299713039,1.15875528166505,-1.7156635468099,-4.56774223733297,-1.64306650821398,-1.37962756041978,-0.449376150088383,-0.367692293840491,-0.0641434138814262,-0.23143854924863,-0.389908680985313,-2.57390936896139,-1.44112076964332,-0.517368148725621,-1.56288356582813,-2.16839647869203
"gamma_pop",-1.71879098713206,-3.8275291759237,-3.64893787429422,-3.66961451794574,-2.18884580273082,-4.90164836479925,-4.65512389377413,-5.17262572997393,-4.30672966335382,-4.03918733864833,-4.98900661335454,-2.22807902520651,-3.32593035550514,-4.38735110443498,-1.40568282077702,-2.92541832680673,-3.4004241338752,-4.03620784123679,-4.12383207656393,-3.91842125019961,-2.51643827870719,-4.2392857426037,-0.747256110366219,-1.58678055268232,-2.71527325641711,-3.50218866596128,-5.35646036350459,-2.31311799468962,-1.51482434199614,-3.63905793965027,-5.0489816551079,-1.77414942995107,-4.57066841028187,-4.13004713713876,-2.95264120361787,-1.45966793473974,-4.87051914303398,-0.962543778593837,-4.36857557285321,-5.97032619714875
"k1m0_pop",-0.883848232697392,1.88555181072184,-0.217964038949878,0.0499350738482597,-0.828801253506991,-0.0289359434443433,0.730015938927557,1.77734276354893,0.473606442378113,0.843477019688711,1.01579059394547,0.952611903880529,-1.74470956598348,1.18992323735661,-0.771128283058696,0.592622167496209,-0.373981709763491,-0.99568290202272,1.22841019827168,0.657144950522753,-0.200294005667926,0.344339947951129,-2.0407469247594,-1.39181021558552,1.20241549729951,-0.180099302523059,0.952173489954437,0.302739849575333,0.0825385349364669,0.662870261901309,0.815493655356462,0.254677747643826,1.54263477489906,0.702375828802506,-0.150398077869338,-1.3489353448494,1.84076357022297,-0.701342487251252,1.08715733744715,0.888771492397625
"k2_pop",-1.39462481867339,1.10505746539338,-1.41125556805071,-0.487675443123099,-2.05465242585525,-0.781809391438913,-1.2537436199795,-0.873129514021791,-1.35644985279188,-0.498189875369032,-1.04411948731321,-1.81448706209056,-0.983198377342005,-1.44911578600808,-2.93862673097817,-1.32671523926712,-0.594095333704898,-1.92756395398263,-0.80899808490257,-1.7222862232355,-2.68374898074497,-0.605544624290266,-2.28511230833882,-1.51133244150927,-0.837184463667981,-1.29694096167202,0.203531502744357,-2.17996507966501,-3.05773227566994,-0.90429620449073,-0.978286720882834,-0.934883743217743,-1.16675045229302,-0.62629207788931,-1.04208915831629,-1.89452272091124,-1.34157503493157,-2.77221324007035,-0.982208739754477,0.4127466220164
"k2m0scale_pop",12.9869269408026,13.3836241796651,13.1294711182889,12.1532391482452,13.5944243879732,12.7048786488073,12.200615479493,13.9489543655386,12.8626897829713,12.6004011166441,12.9231724839733,13.0566047657046,12.0580880329302,12.1878578144113,11.4482577846583,12.6584552572897,13.7249248926523,11.7784464905426,12.4211832928126,13.1621984252315,11.5808869980439,11.5866200306526,13.5300487676768,12.2032029513524,11.5587126123957,13.0689956794767,12.6631065454368,13.2965806515276,10.7969991274751,13.0110672951763,10.9669214084492,13.2130481464406,12.7254226735082,11.7020850622773,13.8834218536931,13.1649569802321,11.5803602888224,12.8456376352947,11.5693645608274,11.6274529918689
"offset_pop",2.11846122295822,2.12691134023423,2.1144846392357,2.11353496581401,2.11782219103377,2.11606714254861,2.11681553923271,2.11624144610236,2.11521192645979,2.11443943174246,2.12842006516229,2.11305047994886,2.11419216832545,2.1252738399919,2.11299347189157,2.11354033219345,2.11604408094006,2.12699257423992,2.11440882701854,2.11746487537642,2.1153394914828,2.11660744310165,2.11789977954195,2.11268974550782,2.11780753240361,2.11312020865486,2.11591348312558,2.113131854618,2.11301655288588,2.11443190495789,2.12378275917808,2.11577636134894,2.11588546066678,2.11350141352148,2.11233946179953,2.11351592191946,2.12573648352015,2.11388307978166,2.12011796733746,2.11573353308786
"omega_delta1m0",3.76027063931785,2.9902010812614,2.96777163384686,2.6110232257155,4.09415544419135,3.13633998131878,3.08404040762973,2.5815749190724,3.04392277608845,2.59354861259457,4.06891785398041,2.74445068752209,2.68282852862643,3.58498350988529,3.50093852058981,3.0953743966038,3.08665222955269,3.9364873932666,2.81292603820808,3.33465927000543,3.33466366361509,3.50356917342597,4.17512474392988,2.9715162126406,2.88264086356834,2.93890584071102,2.93543154316339,2.84155771563921,4.38054420138896,2.76811788897294,3.86786182513298,2.92456300102528,2.75514292839049,2.85116468032738,2.98114953191506,3.1867599320386,3.72769598867265,3.41373537261556,3.832399569562,2.49240551755803
