Unnamed: 0,OFV,AIC,BIC,BICc,run
181,-35275.5872800798,-35253.5872800798,-35232.5550270201,-35201.3972859147,1674323085_79572
495,-35266.5643406284,-35244.5643406284,-35223.5320875687,-35192.3743464633,1674308747_84222
810,-35266.4183744209,-35244.4183744209,-35223.3861213612,-35192.2283802559,1674300357_23936
162,-35260.79963637,-35238.79963637,-35217.7673833103,-35186.6096422049,1674321515_29992
745,-35260.4855247006,-35238.4855247006,-35217.4532716409,-35186.2955305355,1674323218_54841
575,-35259.9988657025,-35237.9988657025,-35216.9666126428,-35185.8088715375,1674330292_82331
455,-35259.6313408047,-35237.6313408047,-35216.599087745,-35185.4413466397,1674305632_60072
354,-35259.1863744213,-35237.1863744213,-35216.1541213616,-35184.9963802563,1674313352_8338
44,-35258.7458412833,-35236.7458412833,-35215.7135882235,-35184.5558471182,1674314738_16068
856,-35258.5329197108,-35236.5329197108,-35215.5006666511,-35184.3429255458,1674303431_66684
803,-35258.0450631351,-35236.0450631351,-35215.0128100754,-35183.85506897,1674299864_93001
60,-35257.7669553501,-35235.7669553501,-35214.7347022904,-35183.5769611851,1674315833_93666
189,-35257.2730001122,-35235.2730001122,-35214.2407470525,-35183.0830059472,1674323835_29977
160,-35255.7488546214,-35233.7488546214,-35212.7166015617,-35181.5588604564,1674321403_19626
728,-35255.0292817946,-35233.0292817946,-35211.9970287349,-35180.8392876296,1674322060_89601
311,-35254.8435355325,-35232.8435355325,-35211.8112824728,-35180.6535413674,1674309829_98464
602,-35254.3839825176,-35232.3839825176,-35211.3517294579,-35180.1939883526,1674293231_55804
108,-35254.3085325689,-35232.3085325689,-35211.2762795092,-35180.1185384038,1674317565_50246
437,-35254.2247690762,-35232.2247690762,-35211.1925160164,-35180.0347749111,1674304269_58723
690,-35253.7710310317,-35231.7710310317,-35210.738777972,-35179.5810368666,1674319408_87911
77,-35252.5685407685,-35230.5685407685,-35209.5362877088,-35178.3785466035,1674317123_20843
550,-35252.1903741177,-35230.1903741177,-35209.158121058,-35178.0003799527,1674328397_11605
921,-35252.1375331129,-35230.1375331129,-35209.1052800532,-35177.9475389479,1674296636_2641
435,-35252.0803280286,-35230.0803280286,-35209.0480749689,-35177.8903338636,1674304152_8177
203,-35251.7123602249,-35229.7123602249,-35208.6801071651,-35177.5223660598,1674304963_35256
888,-35251.3676396169,-35229.3676396169,-35208.3353865572,-35177.1776454518,1674294080_84368
43,-35250.8101707781,-35228.8101707781,-35207.7779177184,-35176.6201766131,1674314651_65344
881,-35250.6332121358,-35228.6332121358,-35207.6009590761,-35176.4432179707,1674293543_52823
221,-35250.219265002,-35228.219265002,-35207.1870119423,-35176.029270837,1674306217_2072
434,-35250.2065192668,-35228.2065192668,-35207.1742662071,-35176.0165251017,1674304089_97989
734,-35249.8879411902,-35227.8879411902,-35206.8556881305,-35175.6979470251,1674322447_71519
163,-35248.876499719,-35226.876499719,-35205.8442466593,-35174.6865055539,1674321567_71411
965,-35248.5853758448,-35226.5853758448,-35205.5531227851,-35174.3953816798,1674300362_27111
366,-35247.8984870082,-35225.8984870082,-35204.8662339485,-35173.7084928432,1674314324_12387
197,-35246.3252718116,-35224.3252718116,-35203.2930187519,-35172.1352776466,1674324413_94735
171,-35246.2684601298,-35224.2684601298,-35203.23620707,-35172.0784659647,1674322350_2055
802,-35245.9984294746,-35223.9984294746,-35202.9661764148,-35171.8084353095,1674299782_69683
144,-35245.8181839368,-35223.8181839368,-35202.7859308771,-35171.6281897718,1674320179_17424
704,-35245.6521050503,-35223.6521050503,-35202.6198519906,-35171.4621108852,1674320494_32989
866,-35244.2034518206,-35222.2034518206,-35201.1711987609,-35170.0134576555,1674304120_71054
609,-35243.5772459687,-35221.5772459687,-35200.544992909,-35169.3872518036,1674293610_86745
458,-35243.5084985923,-35221.5084985923,-35200.4762455326,-35169.3185044272,1674305938_70321
386,-35243.1295765861,-35221.1295765861,-35200.0973235264,-35168.939582421,1674315935_44129
351,-35242.7209060653,-35220.7209060653,-35199.6886530056,-35168.5309119003,1674313170_91116
865,-35242.1826012463,-35220.1826012463,-35199.1503481866,-35167.9926070813,1674304044_80707
505,-35241.9106202462,-35219.9106202462,-35198.8783671865,-35167.7206260812,1674325012_85425
471,-35240.9271675088,-35218.9271675088,-35197.8949144491,-35166.7371733438,1674306904_6363
118,-35240.6902540768,-35218.6902540768,-35197.6580010171,-35166.5002599118,1674318368_70125
302,-35240.5721272389,-35218.5721272389,-35197.5398741792,-35166.3821330738,1674309254_07359
320,-35239.0131454612,-35217.0131454612,-35195.9808924015,-35164.8231512961,1674310642_69862
520,-35238.4726046226,-35216.4726046226,-35195.4403515629,-35164.2826104576,1674326147_34106
799,-35237.312986073,-35215.312986073,-35194.2807330133,-35163.122991908,1674299630_64224
584,-35236.2098037512,-35214.2098037512,-35193.1775506915,-35162.0198095862,1674331046_60519
649,-35236.0101231989,-35214.0101231989,-35192.9778701392,-35161.8201290338,1674296239_00976
759,-35235.6796385168,-35213.6796385168,-35192.6473854571,-35161.4896443518,1674324237_27243
129,-35235.4679969234,-35213.4679969234,-35192.4357438637,-35161.2780027584,1674319097_48509
