run,1706343453_77936,1674886857_75526,1674355031_17877,1674878065_9159,1674375960_26887,1674686889_99755,1674508994_89958,1674470243_60069,1674547225_61243,1674342593_27439,1674649944_50249,1706397646_51044,1674321577_1541,1706494517_5054,1674437458_91463,1674480678_69547,1674353194_58459,1706475797_34806,1706363350_6049,1674417855_39486,1674663382_20899,1674332681_3369,1674697071_23942,1674449511_72386,1706369380_49889,1674764942_5687,1674535998_34833,1674401290_92559,1706470090_81613,1674631237_9512,1674562930_42688,1706437857_72697,1674363267_05724,1706485598_50826,1674768661_34636,1674807726_71266,1706445299_13451,1674853660_26001,1674575979_67557,1674617502_45773,1674522216_32424,1674795128_51714,1674495217_23514,1706388164_40594,1674587012_58369,1674753437_87378,1674865248_95459,1674600215_987,1674481491_93332,1674636454_57705,1674426305_98274,1674405064_49122,1674459184_12144,1674573876_9813,1706333041_38918,1674382535_77492,1674726259_12675,1674318653_47431,1674774559_18823,1674556073_12956,1674607798_302,1674757567_62537,1706289009_07432,1674343691_03641,1674682908_70602,1674736782_38407,1674617704_87985,1674408709_55397,1706277166_20293,1706312362_84127,1674331513_70905,1674676161_39852,1674715570_14961,1706524891_91813,1674522085_7989,1674839192_85647,1706429096_2072,1674662691_87617,1674737950_3473,1674816866_58545,1674785440_65921,1674387524_92691,1706297627_02467,1706320676_0138,1674784321_63292,1674709402_07786,1674439035_17397,1706456280_99655,1674365583_50609,1706377182_10169,1674588534_89408,1674533385_17286,1674393408_95519,1674695121_9996,1674646395_61913,1706405750_1938,1706508219_22383,1674454649_90659,1674495488_86732
delta_pop,-0.72136244037487,-0.736071351667546,-0.81007346263799,-0.803777765536853,-0.90225490555534,-0.919588783175901,-0.815104564899409,-0.992099397298309,-1.13296786694748,-0.864033112684635,-1.19373958208726,-1.25543597126681,-1.24696257933779,-1.44887673007441,-1.44450392297601,-1.54708578737639,-1.30978820465404,-1.67661487039939,-1.16974713296441,-1.28906677636808,-0.971809269184866,-2.11926587390277,-1.00333058046807,-1.7487356604136,-2.36961856045627,-2.43445023552698,-2.77450346985207,-2.59944674494369,-2.24090136351411,-2.48718451138452,-2.48467923538209,-2.90314072534071,-1.87991723445892,-3.70798440873696,-1.01496401574027,-3.91022559941031,-0.814656085512913,-1.67360190776776,-6.61154887153422,-4.24273281093809,-4.39935239706335,-1.48072911770804,-4.46724820869797,-6.48152971812844,-4.60083997305984,-4.83606520856234,-5.64980081994172,-3.39507137202172,-1.28556859913069,-4.05115579445817,-5.05274287751092,-4.75512596569069,-6.34835965522716,-6.79607729511962,-2.49815957564546,-5.09514626012385,-6.15410667618763,-4.55781978127897,-2.30231670311124,-5.1168586844634,-5.78408450785712,-2.12248931696682,-5.31882616959134,-3.00416879241574,-6.37588489098152,-3.12769004990876,-0.7665003198439,-4.71057837559108,-2.83128730686373,-6.12007328733633,-4.89949049586864,-4.95597217572387,-1.25138156911404,-6.97119743624688,-0.874975693399928,-1.22496108430657,-2.55879266959704,-1.24716273510415,-4.46348901056363,-1.26863102722084,-4.7482011472982,-0.801714504920488,-6.90426133714873,-0.706997464468981,-4.81283254947164,-6.6859412415562,-4.414394797392,-6.66620383125241,-0.766590405901101,-6.27593216218081,-5.43108517604045,-2.99677705768222,-3.69483084416221,-6.81453027991867,-6.15908257242354,-0.847367466805535,-2.5674413967152,-5.97515158591238,-6.74104022241757
gamma_pop,-7.01304044199404,-6.99278547016844,-6.94818745358318,-6.91480734781209,-6.87460033711502,-6.85252718231305,-6.94773926179652,-6.78948628649387,-6.67327461992635,-6.89654415067506,-6.57967420743073,-6.53695754039307,-6.54880552868182,-6.37102764328957,-6.33370831901454,-6.27323815319693,-6.48753782767424,-6.10257755621305,-6.6039093538052,-6.50031139178402,-6.82109124745118,-5.57790927788063,-6.786712120403,-5.97957842243953,-5.27464056884841,-5.21192910736928,-4.90386101554895,-5.02534205244404,-5.40369222602706,-5.20446764628804,-5.20046209690584,-4.72086599423584,-5.84493343567009,-3.9490281160772,-6.79826901119701,-3.71946518091448,-6.93963308384055,-6.04056727859314,-1.19026003201385,-3.42015945628103,-3.23230511472769,-6.28183152760903,-3.21691432408491,-1.32930166018505,-3.07696606236508,-2.8554970307222,-2.05475843055872,-4.20092703230664,-6.51616598989082,-3.58259451046983,-2.59810782456621,-2.88047289141785,-1.42266472758522,-1.01088152941381,-5.22608112197035,-2.54162252034714,-1.5771264569672,-3.11210524873371,-5.3708426045699,-2.56681948503239,-1.89744293747274,-5.56980416595016,-2.3881650920641,-4.64250251144499,-1.38895758567794,-4.55123166499864,-6.96998556444161,-2.95741301008245,-4.84941802004177,-1.65453063653399,-2.76325982360781,-2.71461011668951,-6.55587769101252,-0.786579327975653,-6.89032658900268,-6.57341021238168,-5.15005278549115,-6.56875272641726,-3.22100349544545,-6.58808239919718,-2.9235142030621,-6.97128250634731,-0.877496552443322,-6.99123690385899,-2.81773203901167,-1.12621128296873,-3.27740961096991,-1.17177148687,-7.00143016814353,-1.54562928960568,-2.34623345562252,-4.71539134649243,-3.95286836025857,-0.965441691545014,-1.63206742984216,-6.91539222016084,-5.21287735907618,-1.81356676966782,-1.09257778902184
km0scale_pop,6.21704345941936,6.2167204720482,6.21672342914358,6.21636941638667,6.21676851450487,6.21631111506627,6.21706061777835,6.21660961949973,6.21695310092942,6.21665600227108,6.21656808874775,6.21682100612653,6.21670649155092,6.21651937496661,6.21676456593277,6.21662968481442,6.21625043618973,6.21666471373917,6.21602989402036,6.21760688667844,6.21973860362785,6.21618197855839,6.217989516744,6.21610855269751,6.21606871761587,6.2159396926048,6.21647715217184,6.21585740960166,6.21548416036415,6.21642365668549,6.21636731501232,6.21604162665252,6.21633895046558,6.21646149226166,6.22153787034663,6.21599451006365,6.21954654794803,6.21612038710566,6.21638258643792,6.21640487396811,6.2162642446248,6.21646346354072,6.21661472483267,6.21650112389375,6.21712307322426,6.21660598396004,6.21617702017792,6.21550406596254,6.22235121966533,6.21628184341766,6.21621779072985,6.21615038426795,6.21616287871074,6.21873555584461,6.21809537735538,6.2158086403162,6.21576380088206,6.21717715387091,6.21742556800783,6.21794789166778,6.21580656670392,6.22161467942007,6.21653831763384,6.21804184325701,6.21788458859407,6.21821958129153,6.22822191143595,6.21770193689617,6.21874982368619,6.21999690414781,6.22006745453063,6.21644927555092,6.22431914332385,6.22408207264218,6.22776728066292,6.22284747259063,6.2235214766929,6.22443128070257,6.22811208768775,6.22583340477204,6.22673495826954,6.22794195404577,6.23105335987835,6.24435001751085,6.21825738570773,6.23628809972386,6.22596765987727,6.23202560906022,6.23807304046553,6.23455750001126,6.23765006319889,6.23074033085601,6.21778144505706,6.22942143786065,6.23369837627813,6.24239668466599,6.26265118154216,6.22547615472464,6.28660715873581
tBegin_pop,-0.168509670507675,-0.168598581958681,-0.168567374747672,-0.168624375070218,-0.168556102636081,-0.168644011379818,-0.168530935368412,-0.168566598148764,-0.168564069407896,-0.168582519291536,-0.168619549611767,-0.168576137431603,-0.168583668291435,-0.168617596559313,-0.168586011038796,-0.168596268447473,-0.168646111879154,-0.168601372443739,-0.16867263583132,-0.16852666046756,-0.168382578123979,-0.168653338122462,-0.168524720588536,-0.168682892574544,-0.168692523415136,-0.168697587377925,-0.168607940884909,-0.168734217224985,-0.168947497601796,-0.16863808366485,-0.168628511378682,-0.168691031831655,-0.168639912691002,-0.16861087536645,-0.168199250661661,-0.168688574019882,-0.168394798965909,-0.168667770139136,-0.168621675498546,-0.168620412152092,-0.168635129825925,-0.168612832785441,-0.168602966391974,-0.168615230232433,-0.168564828354857,-0.168599916633141,-0.168653528699852,-0.168760187761016,-0.168293835255974,-0.16865087289951,-0.168652470785036,-0.168649636874108,-0.16865995962871,-0.168414922800509,-0.168553918575554,-0.16872827713191,-0.168826979527507,-0.168512592289694,-0.168576789755809,-0.168535550751942,-0.168729575402691,-0.168385314961225,-0.168614458020321,-0.168497148255955,-0.168504650493621,-0.168497445213688,-0.167950071570237,-0.168517040503335,-0.168505311755033,-0.168336529727605,-0.168373504038848,-0.168609818586083,-0.168169401806289,-0.168146149834361,-0.168021477872947,-0.168170660812006,-0.16815982554989,-0.168116754885296,-0.167974168752573,-0.168085605021541,-0.168065665736466,-0.167891435449175,-0.167838256784418,-0.167309357372948,-0.168464578589157,-0.167725737876785,-0.168070433898816,-0.167782092379872,-0.16732268748766,-0.167781191687027,-0.167655632912556,-0.16797527107295,-0.168508643110274,-0.167973531300836,-0.167844882537779,-0.167422663325598,-0.166889999683836,-0.168239860178597,-0.165748432766628
offset_pop,2.07940037073264,2.07907314972488,2.07933230267163,2.07928104421509,2.07936582264331,2.0792391292381,2.07936379446205,2.07938750396509,2.07939600807661,2.079299418274,2.07939830759736,2.07922077362279,2.0793271072382,2.07934181569345,2.07949592524318,2.07932160833117,2.07923022249885,2.0794200686261,2.07946483452809,2.07956398140401,2.07931957202699,2.07930280468147,2.07950193712817,2.07950581825342,2.07932237554492,2.07941411276787,2.0792204757915,2.07929486539801,2.07938165922619,2.07940840687909,2.0794916300778,2.0792493661515,2.07910244169932,2.07924509427871,2.079421893739,2.07909261861876,2.07952221211243,2.07929582659765,2.0794226369396,2.07950467008626,2.07933356836505,2.07941018071085,2.0793754387252,2.07950421284702,2.07946278269804,2.07927667695544,2.07939603426918,2.07928952414021,2.07936193513875,2.0793299437597,2.07932126355522,2.07937209518865,2.07941290874836,2.07963371344543,2.07936329703081,2.07910293697806,2.07926631021515,2.07933210629369,2.07928754047158,2.07953782260315,2.07921200186264,2.07932276618743,2.07920652075897,2.07929767986636,2.07940860769493,2.07936924445695,2.07939916554981,2.07931937165079,2.07941795647553,2.07962179733376,2.07942858404092,2.07941336329259,2.07956678174216,2.07960965195355,2.07932039288665,2.07951622677604,2.07939286500942,2.07951272300131,2.07936775623982,2.07957719126461,2.07933391394683,2.07963955251331,2.0796677306449,2.07968673049594,2.07954941582361,2.07935368095798,2.07957220064501,2.07955303711029,2.0797195168072,2.07935365148729,2.0796393568746,2.07953025763907,2.07916490914878,2.07978325955498,2.07944243832123,2.07957896027564,2.07981336010312,2.07934723555425,2.07983587377254
omega_delta,1.06341074670621,1.10047752449645,1.26416330159361,1.25256973479698,1.44186147474769,1.46099478129356,1.27229627320128,1.5972692671744,1.8200990079559,1.37544902678551,1.89340224511886,1.97146017385273,1.95695940131426,2.20733520402045,2.20523203616484,2.29557076530962,2.0102555851533,2.44350227469093,1.83897349105877,2.03198553838536,1.57670621876158,2.74390533602715,1.63380144402842,2.44643507364307,2.93969340053538,2.97549937922579,3.2021285998505,3.06849995553426,2.85674936626638,3.07011236405576,3.03343277295204,3.2828978138634,2.6039483292508,3.67863760770366,1.64363954479247,3.7495083068514,1.29416748178265,2.39051495922299,3.38040157481541,3.82404368296888,3.80369967705967,2.2292262280309,3.85837241049916,3.50967380128376,3.90594579384099,3.9391398312097,3.83452220921454,3.54913620027649,2.04070771955245,3.71426877616713,3.87450945087673,3.84236602381062,3.55323784536451,3.17711258856111,3.0878063475341,3.89030539932634,3.61403346125342,3.8381230610948,2.92464129693693,3.90644571878718,3.7623029234144,2.80747686347132,3.90712983311953,3.32599495230024,3.50459150385103,3.44849458136742,1.21761720275361,3.83913732863032,3.27664931514188,3.71281772695382,3.88681810007301,3.89544532685067,2.00523623414606,2.83389212742842,1.4470937433389,1.95259114163819,3.1143269443188,1.99677462198581,3.8160529058796,2.00244373659455,3.87380958600257,1.28981857680667,3.0108250888189,1.18461431850139,3.87466963518874,3.33896539967903,3.8414979084799,3.40211372995025,1.26496184410732,3.69498113957546,3.92060702665658,3.45511684502318,3.66683359318048,3.10718965407659,3.68522271365021,1.449148704306,3.25417106572094,3.73283269906479,3.42853332344554
omega_gamma,2.69023663241808,2.70984258233998,2.85794251930992,2.80969197679187,3.0065637826048,3.03211872225666,2.87275625840958,3.13390429688419,3.29804799565638,2.93806259234365,3.34405161305195,3.42154598117775,3.41886722590468,3.59476789454892,3.55318093904101,3.67966406375325,3.49763353734061,3.695852862285,3.34741279742386,3.42852744329763,3.11265193330378,3.88080129410442,3.13995724197924,3.75824061194707,3.8726422726792,3.89434498276375,3.94533535222219,3.89984218326359,3.83135684565685,3.88968576627478,3.91729248815135,3.86704449828619,3.77418872585204,3.74811219879805,3.19717576245886,3.64102686328071,2.85866232570868,3.68127902602292,1.87552059430182,3.56500277350408,3.49008283076291,3.5740614332439,3.51015476970083,2.05365619430998,3.39573192277736,3.27048980074212,2.72789713116078,3.74483379255688,3.44569843131456,3.66499280427911,3.12054388083971,3.31033604336184,2.15547091110417,1.64059377319895,3.92635267146942,3.04502349627143,2.32110950420167,3.47204174136082,3.86043172759415,3.11525148004921,2.5918814597275,3.83986656289508,2.98951339311715,3.90766591690719,2.13807716093747,3.88241057185938,2.79609315033827,3.40297021664902,3.91704462927669,2.41157700662082,3.24477830450625,3.20027258919376,3.42508067589577,1.25038094454172,2.97727515668156,3.404044665668,3.94672196948479,3.43279115013795,3.59432920149522,3.51644361189902,3.39088793448809,2.8864036837802,1.45859984938413,2.69828145373575,3.23892701430079,1.87550552092614,3.58613366213604,1.91229409817841,2.85269024934629,2.35785546035049,3.11276502036137,3.91079513437397,3.75615782521042,1.61750664315793,2.47516027184042,2.97678780261825,4.05418161083612,2.66162440234342,2.00356148266718
omega_km0scale,0.0617833801893867,0.0623970329483139,0.0624946134739978,0.0623617109637521,0.0619507497851467,0.061957507262142,0.0650264848611969,0.0620800872880956,0.0620064833648765,0.0617987500435281,0.0623708495591427,0.0628745899318907,0.061820797054999,0.0618266130733508,0.063185743536679,0.0621537580230105,0.0621623285570687,0.062337704821167,0.0621816187231067,0.0680145240370168,0.109142483845197,0.062090190588994,0.0859882655239224,0.0621370131387948,0.0621060293750013,0.0621231750221677,0.0624486424440554,0.0621831009296994,0.0675861989727562,0.0620173235476686,0.061864222172246,0.0619301319539386,0.0618689655428922,0.0631799433962676,0.114330336779004,0.0623444467076088,0.105341850555101,0.0620878711055048,0.0624676502940818,0.0620415052422274,0.0620877221103158,0.0618789625840558,0.0623598092551319,0.0626287841949586,0.068824438858756,0.0629310765528066,0.0622076093610279,0.0624616478416408,0.135329316894092,0.0668812774807097,0.0625812349846445,0.0622587789973654,0.0621565813104935,0.0825380122892531,0.0920194156780633,0.0622309983017706,0.0660573288137732,0.0691922372747489,0.0902554492051421,0.0832719673266936,0.0622257734743075,0.130545303780254,0.062071931535422,0.0913660520129709,0.0979131725870024,0.0873896658198284,0.178195243318139,0.084311303247794,0.10974478282017,0.104716522770185,0.11186672006692,0.0636787273116523,0.156156819177913,0.154559144373982,0.180737505049863,0.135936912341984,0.152733697628178,0.149985882561782,0.187304533732346,0.15695802015878,0.190128061394549,0.168355834195328,0.209948024533279,0.30521843880971,0.0944236958344348,0.253208412936642,0.170444896362294,0.214677071568719,0.25324089097545,0.248839007131546,0.260742645858564,0.208827338905495,0.09268235858674,0.219456282434885,0.238141558893231,0.29736395832342,0.440880838891605,0.17560056506818,0.536607288538419
omega_tBegin,0.341681705301016,0.341752107078696,0.341701202743144,0.34176582551264,0.341700095557195,0.341736667064168,0.341725805489483,0.341632256177997,0.341742720677277,0.341683393316693,0.341746598559244,0.341692671094308,0.341700695218571,0.341712694461292,0.341687977009409,0.341716122074927,0.341746132733181,0.341746064226332,0.341739089580324,0.341715023008844,0.34167205735856,0.341702470077906,0.341773048824269,0.341762548328361,0.341739099357886,0.341767901190404,0.341671418388701,0.341777114966028,0.342476881998201,0.341745176046346,0.341689682073881,0.341737605384549,0.341711614782352,0.341679717504071,0.341665541285859,0.341764831315356,0.341778322584994,0.341738908177197,0.341702644126144,0.341711967914426,0.341728236422515,0.341714997196279,0.34169157499868,0.341717860465075,0.341724117125233,0.341713991563733,0.341717099097715,0.341787176739105,0.341765610992417,0.341734611763497,0.341735815243328,0.341711670624146,0.341737202921864,0.341656032727864,0.34175863151708,0.341773237765016,0.342277098667646,0.341621830835264,0.341712168564544,0.341736985407326,0.34178852423527,0.341917926099454,0.341724516129191,0.341703577371426,0.341686689234787,0.34178486705603,0.341674313133211,0.341615446476512,0.341824842979166,0.341630740887367,0.34167162151014,0.341683800791937,0.341829726268081,0.341765099332983,0.341920474413773,0.341591941268129,0.341821486830587,0.341683002483725,0.341711532366606,0.341874532419093,0.341602431141631,0.341823553672298,0.341810135050829,0.341828155972516,0.341682767103134,0.341804576402211,0.341685431843983,0.341687224959387,0.341752745351674,0.341898622346378,0.341610204544302,0.341723666440046,0.341580891429533,0.341863434030679,0.341704651472426,0.341825271511698,0.341945054967639,0.341895148089215,0.34141152950567
omega_offset,0.0016413237656874,0.00151387173416,0.0019799153360612,0.0020582982126745,0.0013478385399947,0.0022571212059828,0.0032356315007907,0.0017545566170156,0.0014161004321916,0.0015905760490635,0.0020611108090826,0.0015483386248421,0.0009782980967779,0.0009440513459985,0.0018683710086972,0.002969604050461,0.0026038484052993,0.0027533714945149,0.0019658552907078,0.0018997177525803,0.0047202614881315,0.0022997603311931,0.0019058307842053,0.0023301508875193,0.0018698690441458,0.0024360707882085,0.0016802774581816,0.0016675723296543,0.001091483581577,0.0012927264475069,0.0014817089553656,0.0015395841612278,0.0020338973080813,0.0027416149917501,0.004723629391408,0.001946714298652,0.0052293951819147,0.0018585215456651,0.001567216141876,0.0019935206708659,0.0017516716213142,0.0019680942726451,0.0016758567313607,0.0020525733674957,0.0028399941869009,0.0021691093297532,0.0016640689541042,0.001873135955012,0.0033875653562647,0.0023934700537065,0.0018562383151795,0.0018702832368996,0.0015440658985671,0.0049735290425426,0.001714147320382,0.0021590955459638,0.0015528347685484,0.0018390836533218,0.0049392722644428,0.0024834532001092,0.0018703037585355,0.0046508327287145,0.001572272960647,0.0030499940673454,0.0034955387356508,0.0034382748146904,0.0077427566785502,0.0048067434077123,0.0036996494280207,0.0035260533884366,0.003061783613796,0.0022163064604358,0.0054591540056866,0.0050140719126188,0.0044821638767536,0.0046004035801979,0.0052943291547748,0.0054198724488944,0.0038600642739952,0.0061693478039333,0.0044403967763716,0.0057174062928566,0.0057727794954963,0.0074919728021514,0.003696414083585,0.0042514462907703,0.0046396431513557,0.0047118123757063,0.0060659266706474,0.0059093773157349,0.0082115303864872,0.0062896483213699,0.0026738253139344,0.0068121791489887,0.0052775950466963,0.0103526113691474,0.0099516742340927,0.0016385619400159,0.01259003295263
